,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
36,Mark Blount,342,.566,604,0,,0,75,28,106,382,342,.566,604,159,.719,221,82,73,2402,207,253,843,C,80,150,589,BOS,.566
37,Keith Bogans,116,.434,267,67,.358,187,98,23,10,211,183,.403,454,65,.631,103,73,36,1787,106,128,498,SF,46,75,317,ORL,.477
38,Calvin Booth,135,.469,288,0,.000,2,28,27,101,194,135,.466,290,75,.798,94,71,35,1206,86,150,345,C,17,45,280,SEA,.466
39,Carlos Boozer,470,.526,894,1,.167,6,148,22,55,627,471,.523,900,219,.768,285,75,75,2592,230,199,1162,PF,74,134,857,CLE,.524
40,Curtis Borchardt,22,.400,55,0,.000,1,15,23,14,41,22,.393,56,14,.778,18,16,0,258,13,40,58,C,4,18,54,UTA,.393
41,Chris Bosh,322,.461,698,5,.357,14,78,19,106,366,327,.459,712,202,.701,288,75,63,2510,191,215,861,C,59,107,557,TOR,.463
42,Ruben Boumtje-Boumtje,1,.200,5,0,,0,1,25,1,1,1,.200,5,2,1.000,2,9,0,26,0,2,4,C,0,0,1,POR,.200
43,Bruce Bowen,134,.462,290,77,.363,212,113,32,33,208,211,.420,502,66,.579,114,82,82,2624,45,166,565,SF,84,90,253,SAS,.497
44,Ryan Bowen,18,.340,53,0,,0,18,28,16,48,18,.340,53,10,.833,12,52,1,392,39,47,46,PF,18,6,87,DEN,.340
45,Earl Boykins,266,.447,595,55,.322,171,295,27,3,101,321,.419,766,142,.877,162,82,3,1849,42,84,839,SG,51,100,143,DEN,.455
46,Michael Bradley,7,.467,15,0,,0,1,24,0,17,7,.467,15,1,.500,2,16,1,98,6,14,15,C-PF,3,7,23,TOT,.467
47,Shawn Bradley,89,.476,187,0,.000,1,20,31,74,101,89,.473,188,41,.837,49,66,5,773,72,130,219,C,33,17,173,DAL,.473
48,Torraye Braggs,16,.485,33,0,,0,7,27,2,21,16,.485,33,8,.667,12,15,0,154,18,29,40,PF,4,13,39,TOT,.485
49,Elton Brand,484,.493,981,0,.000,1,227,24,154,445,484,.493,982,411,.773,532,69,68,2670,269,229,1379,PF,64,193,714,LAC,.493
50,J.R. Bremer,24,.286,84,19,.257,74,51,23,4,27,43,.272,158,13,.650,20,36,2,443,9,32,118,PG,18,24,36,TOT,.332
51,Jamison Brewer,8,.381,21,5,.357,14,17,23,0,9,13,.371,35,1,.167,6,13,1,160,2,9,32,PG,7,10,11,IND,.443
52,Primoz Brezec,12,.462,26,0,,0,3,24,3,10,12,.462,26,4,.667,6,18,0,72,5,13,28,C,0,6,15,IND,.462
53,Damone Brown,1,.100,10,0,,0,0,24,0,2,1,.100,10,1,.500,2,3,0,17,3,2,3,PF,2,1,5,NJN,.100
54,Devin Brown,81,.445,182,4,.286,14,33,25,4,92,85,.434,196,60,.811,74,58,0,627,38,61,234,SG,15,38,130,SAS,.444
55,Kedrick Brown,79,.510,155,38,.384,99,64,22,7,105,117,.461,254,17,.630,27,55,26,969,41,80,289,SF,30,29,146,TOT,.535
56,Kwame Brown,287,.489,587,1,.500,2,112,21,52,372,288,.489,589,228,.683,334,74,57,2239,178,144,805,PF,66,140,550,WAS,.490
57,P.J. Brown,339,.477,711,0,.000,1,155,34,73,453,339,.476,712,158,.854,185,80,80,2753,237,203,836,PF,78,101,690,NOH,.476
58,Tierre Brown,2,.500,4,0,,0,2,24,0,1,2,.500,4,2,.500,4,3,0,17,0,1,6,PG,0,7,1,NOH,.500
59,Rick Brunson,29,.354,82,11,.478,23,82,31,3,28,40,.381,105,27,.871,31,40,0,412,9,44,118,PG,25,33,37,TOT,.433
60,Kobe Bryant,445,.463,961,71,.327,217,330,25,28,256,516,.438,1178,454,.852,533,65,64,2447,103,176,1557,SG,112,171,359,LAL,.468
61,Greg Buckner,54,.412,131,12,.273,44,45,27,4,75,66,.377,175,20,.741,27,53,3,703,28,77,164,SG,21,34,103,PHI,.411
62,Rodney Buford,19,.352,54,0,.000,2,7,26,1,9,19,.339,56,3,.500,6,22,0,141,6,9,41,SF,6,4,15,SAC,.339
63,Caron Butler,230,.390,589,10,.238,42,126,23,13,234,240,.380,631,133,.756,176,68,56,2030,92,162,623,SF,75,91,326,MIA,.388
64,Mitchell Butler,43,.457,94,11,.367,30,32,33,4,47,54,.435,124,15,.625,24,41,4,552,24,54,134,SG,22,24,71,WAS,.480
65,Rasual Butler,69,.486,142,50,.463,108,23,24,13,57,119,.476,250,16,.762,21,45,0,675,4,72,304,SF,10,28,61,MIA,.576
66,Zarko Cabarkapa,75,.455,165,6,.188,32,40,22,13,73,81,.411,197,35,.660,53,49,4,570,26,75,203,PF,10,54,99,PHO,.426
67,Marcus Camby,262,.479,547,0,.000,2,132,29,187,516,262,.477,549,98,.721,136,72,72,2162,211,239,622,C,86,98,727,DEN,.477
68,Elden Campbell,138,.439,314,0,,0,45,35,50,157,138,.439,314,85,.685,124,65,27,892,52,137,361,C,21,63,209,DET,.439
69,Brian Cardinal,165,.482,342,55,.444,124,103,26,20,217,220,.472,466,238,.878,271,76,11,1634,100,206,733,PF,66,84,317,GSW,.531
70,Matt Carroll,6,.462,13,1,.333,3,2,23,0,5,7,.438,16,4,.667,6,16,0,70,1,8,19,SG,1,6,6,TOT,.469
71,Anthony Carter,11,.324,34,0,.000,3,12,28,0,9,11,.297,37,0,,0,5,2,87,2,9,22,PG,4,12,11,SAS,.297
72,Maurice Carter,7,.292,24,4,.364,11,4,27,0,9,11,.314,35,16,.800,20,10,0,110,2,10,42,SG,0,9,11,TOT,.371
73,Vince Carter,515,.424,1214,93,.383,243,348,27,65,254,608,.417,1457,336,.806,417,73,73,2785,95,212,1645,SG,88,223,349,TOR,.449
74,Sam Cassell,546,.504,1084,74,.398,186,592,34,18,227,620,.488,1270,289,.873,331,81,81,2838,44,247,1603,PG,102,220,271,MIN,.517
75,Kelvin Cato,161,.447,360,0,,0,72,29,96,319,161,.447,360,96,.676,142,69,67,1743,153,203,418,PF,52,84,472,HOU,.447
76,Tyson Chandler,67,.427,157,0,.000,1,23,21,43,188,67,.424,158,79,.669,118,35,8,782,82,87,213,PF,17,38,270,CHI,.424
77,Calbert Cheaney,278,.489,568,0,.000,10,136,32,12,183,278,.481,578,47,.610,77,79,7,2067,77,184,603,SF,60,85,260,GSW,.481
78,Doug Christie,268,.491,546,49,.345,142,347,33,41,260,317,.461,688,148,.860,172,82,82,2780,69,186,831,SG,151,155,329,SAC,.496
79,Keon Clark,2,.333,6,0,,0,1,28,0,6,2,.333,6,0,,0,2,0,27,1,1,4,PF,1,0,7,UTA,.333
80,Speedy Claxton,220,.438,502,4,.182,22,267,25,9,118,224,.427,524,182,.813,224,60,29,1595,38,146,634,PG,97,102,156,GSW,.431
81,Mateen Cleaves,7,.318,22,0,.000,1,19,26,2,6,7,.304,23,1,.500,2,4,2,92,1,13,15,PG,4,5,7,CLE,.304
82,Derrick Coleman,99,.444,223,8,.222,36,46,36,26,147,107,.413,259,49,.754,65,34,30,843,45,79,271,C,23,57,192,PHI,.429
83,Bimbo Coles,12,.353,34,0,,0,15,35,0,8,12,.353,34,4,.667,6,22,1,170,2,27,28,PG,3,9,10,MIA,.353
84,Jason Collier,78,.484,161,1,.250,4,17,26,11,75,79,.479,165,67,.788,85,20,16,545,36,71,226,C,11,31,111,ATL,.482
85,Jarron Collins,147,.500,294,0,.000,1,77,25,18,199,147,.498,295,188,.718,262,81,31,1732,117,255,482,C,26,79,316,UTA,.498
86,Jason Collins,163,.427,382,0,.000,2,153,25,56,257,163,.424,384,136,.739,184,78,78,2220,143,251,462,C,67,97,400,NJN,.424
87,Brian Cook,67,.493,136,0,.000,5,20,23,16,70,67,.475,141,21,.750,28,35,2,442,31,64,155,C,16,17,101,LAL,.475
88,Omar Cook,7,.269,26,0,.000,1,24,22,0,3,7,.259,27,0,,0,17,0,139,3,14,14,PG,10,10,6,POR,.259
89,Chris Crawford,167,.466,358,44,.389,113,45,28,20,117,211,.448,471,103,.866,119,56,25,1207,58,131,569,PF,37,55,175,ATL,.495
90,Jamal Crawford,344,.432,797,165,.317,521,405,23,29,237,509,.386,1318,200,.833,240,80,73,2811,46,161,1383,SG,111,193,283,CHI,.449
91,Austin Croshere,63,.387,163,56,.389,144,52,28,14,183,119,.388,307,93,.894,104,77,0,1051,60,101,387,PF,24,55,243,IND,.479
92,Eddy Curry,416,.496,839,1,1.000,1,68,21,83,308,417,.496,840,235,.671,350,73,63,2154,143,258,1070,PF,24,177,451,CHI,.497
93,Michael Curry,73,.403,181,3,.200,15,53,35,5,65,76,.388,196,49,.845,58,70,15,1229,22,153,204,SF,23,48,87,TOR,.395
94,Samuel Dalembert,270,.542,498,0,.000,1,21,22,189,432,270,.541,499,112,.644,174,82,53,2197,194,273,652,C,44,86,626,PHI,.541
95,Erick Dampier,348,.537,648,0,.000,2,60,28,137,543,348,.535,650,217,.654,332,74,74,2403,344,227,913,C,33,131,887,GSW,.535
96,Antonio Daniels,145,.514,282,42,.362,116,298,28,6,119,187,.470,398,155,.842,184,71,32,1512,23,64,571,PG,45,61,142,SEA,.523
97,Marquis Daniels,192,.512,375,11,.306,36,116,23,12,80,203,.494,411,60,.769,78,56,15,1039,66,51,477,SG,53,44,146,DAL,.507
98,Antonio Davis,266,.403,660,0,,0,137,35,65,464,266,.403,660,176,.765,230,80,79,2570,207,206,708,C,37,114,671,TOT,.403
99,Baron Davis,367,.448,820,187,.321,582,501,24,27,221,554,.395,1402,237,.673,352,67,66,2686,66,178,1532,PG,158,215,287,NOH,.462
100,Dale Davis,133,.473,281,0,,0,72,34,62,240,133,.473,281,65,.613,106,76,37,1682,158,154,331,C,43,40,398,POR,.473
101,Hubert Davis,1,.100,10,0,.000,1,4,33,0,6,1,.091,11,2,1.000,2,17,0,78,2,12,4,SG,2,3,8,TOT,.091
102,Josh Davis,2,.667,3,0,.000,2,0,23,0,4,2,.400,5,1,1.000,1,4,1,23,1,3,5,PF,0,2,5,ATL,.400
103,Ricky Davis,394,.486,810,52,.371,140,259,24,22,281,446,.469,950,196,.718,273,79,27,2474,77,171,1140,SF-SG,96,189,358,TOT,.497
104,Andrew DeClercq,93,.477,195,0,,0,44,30,32,186,93,.477,195,44,.815,54,71,53,1211,131,217,230,C,47,54,317,ORL,.477
105,Tony Delk,50,.424,118,20,.303,66,28,30,7,43,70,.380,184,37,.841,44,33,11,509,16,46,197,SG,27,17,59,DAL,.435
106,Derrick Dial,7,.368,19,2,.222,9,2,28,0,8,9,.321,28,6,.750,8,9,0,86,5,6,26,SG,6,1,13,ORL,.357
107,Boris Diaw,134,.467,287,6,.231,26,182,21,37,231,140,.447,313,56,.602,93,76,37,1919,111,191,342,SG,59,126,342,ATL,.457
108,Dan Dickau,27,.397,68,10,.333,30,38,25,0,19,37,.378,98,11,.786,14,43,0,294,7,44,95,PG,17,26,26,TOT,.429
109,Kaniel Dickens,3,1.000,3,0,,0,0,25,0,0,3,1.000,3,1,.500,2,3,0,12,2,3,7,PF,0,1,2,POR,1.000
110,DeSagana Diop,57,.388,147,0,,0,34,22,51,127,57,.388,147,12,.600,20,56,3,730,72,116,126,C,26,29,199,CLE,.388
111,Vlade Divac,312,.476,655,2,.154,13,432,35,77,327,314,.470,668,170,.654,260,81,81,2317,136,222,800,C,57,173,463,SAC,.472
112,Juan Dixon,188,.428,439,59,.298,198,137,25,4,118,247,.388,637,111,.799,139,71,16,1478,30,111,664,SG,82,104,148,WAS,.434
113,Michael Doleac,140,.435,322,0,,0,44,26,36,177,140,.435,322,45,.865,52,72,0,1029,88,142,325,C,23,48,265,TOT,.435
114,Keyon Dooling,129,.422,306,8,.174,46,130,23,6,62,137,.389,352,78,.830,94,58,24,1137,17,108,360,PG,45,65,79,LAC,.401
115,Bryce Drew,3,.273,11,1,.143,7,13,29,0,6,4,.222,18,3,1.000,3,15,0,78,0,1,12,PG,4,8,6,NOH,.250
116,Predrag Drobnjak,138,.402,343,11,.306,36,39,28,24,142,149,.393,379,73,.849,86,61,14,949,54,85,382,C,22,48,196,LAC,.408
117,Tim Duncan,590,.505,1169,2,.167,12,213,27,185,632,592,.501,1181,352,.599,588,69,68,2527,227,164,1538,PF,62,183,859,SAS,.502
118,Mike Dunleavy,229,.491,466,94,.370,254,220,23,13,355,323,.449,720,137,.741,185,75,69,2336,87,169,877,SF,68,143,442,GSW,.514
119,Ronald Dupree,107,.392,273,4,.444,9,55,23,18,112,111,.394,282,66,.629,105,47,8,893,55,134,292,SF,32,51,167,CHI,.401
120,Ndudi Ebi,6,.429,14,0,,0,3,19,4,1,6,.429,14,1,.250,4,17,0,32,2,6,13,SF,0,3,3,MIN,.429
121,Howard Eisley,114,.396,288,52,.319,163,273,31,5,109,166,.368,451,76,.854,89,67,23,1457,20,137,460,PG,56,98,129,TOT,.426
122,Francisco Elson,94,.475,198,0,.000,1,32,27,39,138,94,.472,199,30,.667,45,62,14,875,65,145,218,C,35,35,203,DEN,.472
123,Melvin Ely,66,.434,152,0,.000,1,22,25,17,53,66,.431,153,25,.595,42,42,2,510,48,68,157,PF,9,20,101,LAC,.431
124,Reggie Evans,67,.414,162,0,.000,3,33,23,10,252,67,.406,165,83,.561,148,75,27,1280,156,176,217,PF,54,65,408,SEA,.406
125,Desmond Ferguson,2,.500,4,3,.375,8,1,26,0,4,5,.417,12,0,.000,2,7,0,32,0,0,13,SF,0,1,4,POR,.542
126,Michael Finley,364,.461,789,150,.405,370,212,30,39,247,514,.443,1159,164,.850,193,72,72,2778,78,118,1342,SG,84,83,325,DAL,.508
127,Derek Fisher,151,.380,397,52,.291,179,187,29,4,122,203,.352,576,122,.797,153,82,3,1769,30,115,580,SG,103,79,152,LAL,.398
128,Marcus Fizer,132,.396,333,2,.118,17,43,25,8,141,134,.383,350,90,.750,120,46,2,738,61,97,360,SF,16,51,202,CHI,.386
129,Alton Ford,6,.545,11,0,,0,3,22,1,8,6,.545,11,3,.500,6,9,0,41,3,9,15,PF,0,3,11,HOU,.545
130,T.J. Ford,148,.393,377,5,.238,21,356,20,3,140,153,.384,398,80,.816,98,55,55,1472,37,123,391,PG,60,139,177,MIL,.391
131,Danny Fortson,71,.511,139,0,,0,9,27,11,136,71,.511,139,75,.815,92,56,20,625,114,148,217,C,12,37,250,DAL,.511
132,Jeff Foster,197,.550,358,0,.000,4,64,27,27,362,197,.544,362,103,.669,154,82,79,1961,248,189,497,C,71,60,610,IND,.544
133,Tremaine Fowlkes,14,.350,40,1,.125,8,14,27,3,35,15,.313,48,13,.722,18,36,0,261,18,37,44,SF,9,12,53,DET,.323
134,Rick Fox,58,.464,125,15,.246,61,98,34,4,73,73,.392,186,22,.733,30,38,34,846,29,99,183,SF,29,48,102,LAL,.433
135,Adonal Foyle,59,.454,130,0,,0,17,28,46,113,59,.454,130,19,.543,35,44,8,572,54,68,137,C,6,21,167,GSW,.454
136,Richie Frahm,29,.617,47,34,.370,92,24,26,4,44,63,.453,139,23,.885,26,54,0,469,12,50,183,SF,16,7,56,SEA,.576
137,Steve Francis,377,.435,867,73,.292,250,493,26,35,317,450,.403,1117,337,.775,435,79,79,3194,116,257,1310,PG,139,294,433,HOU,.436
138,Hiram Fuller,3,.375,8,0,,0,2,22,1,7,3,.375,8,2,.333,6,4,0,43,4,5,8,PF,0,4,11,ATL,.375
139,Dan Gadzuric,183,.526,348,0,.000,1,28,25,105,220,183,.524,349,58,.492,118,75,0,1260,126,186,424,C,51,45,346,MIL,.524
140,Reece Gaines,22,.289,76,3,.300,10,40,23,2,31,25,.291,86,16,.640,25,38,1,364,8,22,69,PG,11,18,39,ORL,.308
141,Alex Garcia,1,.143,7,0,,0,0,23,0,0,1,.143,7,1,.500,2,2,0,13,0,0,3,SG,2,1,0,SAS,.143
142,Kevin Garnett,793,.506,1568,11,.256,43,409,27,178,894,804,.499,1611,368,.791,465,82,82,3231,245,202,1987,PF,120,212,1139,MIN,.502
143,Pat Garrity,1,.333,3,0,,0,1,27,0,0,1,.333,3,0,,0,2,0,22,0,2,2,PF,0,0,0,ORL,.333
144,Pau Gasol,502,.485,1034,4,.267,15,198,23,132,394,506,.482,1049,365,.714,511,78,78,2458,206,185,1381,PF,44,187,600,MEM,.484
145,Devean George,168,.436,385,65,.349,186,112,26,38,245,233,.408,571,73,.760,96,82,48,1951,87,189,604,SF,81,88,332,LAL,.465
146,Eddie Gill,12,.429,28,3,.375,8,16,25,1,13,15,.417,36,17,.850,20,22,0,157,4,16,50,PG,9,12,17,POR,.458
147,Kendall Gill,206,.404,510,9,.237,38,89,35,16,129,215,.392,548,100,.735,136,56,35,1411,61,107,539,SG,65,83,190,CHI,.401
148,Manu Ginobili,242,.445,544,88,.359,245,291,26,16,258,330,.418,789,239,.802,298,77,38,2260,86,181,987,SG,136,161,344,SAS,.474
149,Gordan Giricek,256,.448,572,60,.395,152,122,26,15,175,316,.436,724,135,.854,158,73,43,2041,51,144,827,SF-SG,56,103,226,TOT,.478
150,Dion Glover,190,.404,470,40,.336,119,130,25,19,208,230,.390,589,120,.769,156,69,30,1643,58,123,620,SG,50,102,266,TOT,.424
151,Anthony Goldwire,5,.357,14,2,.250,8,11,32,0,6,7,.318,22,1,1.000,1,11,0,85,1,5,17,PG,5,3,7,TOT,.364
152,Drew Gooden,360,.457,787,9,.214,42,89,22,72,356,369,.445,829,167,.637,262,79,17,2134,160,196,914,PF,62,126,516,ORL,.451
153,Brian Grant,289,.472,612,0,.000,1,69,31,35,350,289,.471,613,86,.782,110,76,76,2303,174,254,664,C,51,82,524,MIA,.471
154,Horace Grant,92,.413,223,0,.000,1,71,38,21,154,92,.411,224,39,.722,54,55,10,1106,79,70,223,PF,24,29,233,LAL,.411
155,Paul Grant,11,.478,23,0,,0,3,30,1,10,11,.478,23,3,.375,8,10,0,98,7,17,25,C,1,7,17,UTA,.478
156,Willie Green,124,.419,296,19,.311,61,53,22,5,49,143,.401,357,59,.728,81,53,0,767,16,83,364,SG,26,59,65,PHI,.427
157,Adrian Griffin,4,.250,16,1,.500,2,10,29,2,18,5,.278,18,0,.000,4,19,1,133,1,17,11,SG,7,3,19,HOU,.306
158,Tom Gugliotta,69,.347,199,1,.250,4,63,34,12,122,70,.345,203,20,.714,28,55,27,819,65,81,161,PF,31,39,187,TOT,.347
159,Marcus Haislip,35,.486,72,1,.500,2,4,23,12,32,36,.486,74,20,.714,28,31,0,263,21,25,93,PF,6,9,53,MIL,.493
160,Darvin Ham,36,.493,73,1,.500,2,16,30,8,46,37,.493,75,21,.600,35,54,2,484,47,63,96,SF,13,31,93,DET,.500
161,Richard Hamilton,512,.466,1098,18,.265,68,310,25,17,201,530,.455,1166,297,.868,342,78,78,2772,78,222,1375,SG,103,210,279,DET,.462
162,Zendon Hamilton,51,.537,95,0,,0,13,28,8,97,51,.537,95,67,.698,96,46,0,473,49,74,169,C,8,27,146,PHI,.537
163,Ben Handlogten,25,.532,47,0,,0,6,30,4,33,25,.532,47,18,.667,27,17,0,172,22,32,68,C,3,10,55,UTA,.532
164,Travis Hansen,37,.370,100,9,.300,30,19,25,9,40,46,.354,130,22,.815,27,41,4,507,30,67,123,SF,10,15,70,ATL,.388
165,Anfernee Hardaway,249,.415,600,30,.380,79,176,32,20,218,279,.411,679,111,.804,138,76,14,2095,69,146,699,SG,70,107,287,TOT,.433
166,Matt Harpring,185,.491,377,8,.242,33,63,27,2,156,193,.471,410,108,.688,157,31,31,1134,91,102,502,SF,22,65,247,UTA,.480
167,Al Harrington,400,.481,832,21,.273,77,131,23,22,345,421,.463,909,185,.734,252,79,15,2441,163,250,1048,PF,80,163,508,IND,.475
168,Othella Harrington,100,.495,202,0,,0,29,30,14,119,100,.495,202,58,.744,78,56,3,872,58,134,258,PF,12,65,177,NYK,.495
169,Lucious Harris,149,.412,362,38,.376,101,135,33,2,101,187,.404,463,66,.846,78,69,15,1504,39,74,478,PG,41,53,140,NJN,.445
170,Jason Hart,69,.460,150,2,.222,9,81,25,5,69,71,.447,159,33,.767,43,53,5,660,10,59,177,PG,28,29,79,SAS,.453
171,Donnell Harvey,89,.449,198,0,.000,3,21,23,27,116,89,.443,201,61,.735,83,60,8,783,48,129,239,PF,24,45,164,TOT,.443
172,Udonis Haslem,205,.462,444,0,.000,3,51,23,24,284,205,.459,447,140,.765,183,75,24,1795,189,197,550,PF,33,74,473,MIA,.459
173,Trenton Hassell,173,.470,368,4,.308,13,133,24,54,189,177,.465,381,48,.787,61,81,74,2264,68,200,406,SG,36,46,257,MIN,.470
174,Jarvis Hayes,238,.422,564,40,.305,131,106,22,11,193,278,.400,695,77,.786,98,70,42,2044,71,157,673,SF,71,110,264,WAS,.429
175,Brendan Haywood,200,.517,387,0,.000,1,43,24,100,201,200,.515,388,137,.585,234,77,59,1484,186,154,537,C,32,80,387,WAS,.515
176,Shane Heal,3,.500,6,4,.222,18,5,33,0,3,7,.292,24,4,.800,5,6,0,72,1,2,22,PG,1,5,4,SAS,.375
177,Alan Henderson,10,.476,21,0,,0,2,31,2,10,10,.476,21,4,.667,6,6,0,68,11,1,24,PF,1,3,21,ATL,.476
178,Nene Hilario,334,.532,628,0,.000,2,168,21,41,349,334,.530,630,240,.682,352,77,77,2504,154,280,908,PF,116,183,503,DEN,.530
179,Tyrone Hill,3,.600,5,0,,0,0,35,1,3,3,.600,5,3,.750,4,5,0,38,5,10,9,PF,0,2,8,MIA,.600
180,Kirk Hinrich,174,.383,454,144,.390,369,517,23,21,217,318,.386,823,135,.804,168,76,66,2706,42,276,915,PG,101,204,259,CHI,.474
181,Fred Hoiberg,102,.483,211,76,.442,172,109,31,10,247,178,.465,383,98,.845,116,79,3,1804,21,136,530,SG,66,44,268,MIN,.564
182,Robert Horry,100,.417,240,41,.380,108,101,33,49,164,141,.405,348,69,.645,107,81,1,1290,108,165,392,PF,48,55,272,SAS,.464
183,Eddie House,110,.351,313,51,.375,136,148,25,4,110,161,.359,449,36,.800,45,60,10,1188,28,92,409,SG,65,63,138,LAC,.415
