,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
12,Chris Andersen,82,.603,136,0,.000,1,20,32,58,144,82,.599,137,86,.637,135,45,0,732,75,79,250,C,23,25,219,DEN,.599
13,David Andersen,48,.490,98,8,.348,23,13,30,9,64,56,.463,121,14,.636,22,40,0,373,20,40,134,PF,5,22,84,TOT,.496
14,James Anderson,13,.371,35,18,.391,46,18,21,6,21,31,.383,81,14,.778,18,26,2,286,2,24,94,SF,3,13,23,SAS,.494
15,Ryan Anderson,92,.500,184,134,.393,341,52,22,38,226,226,.430,525,95,.812,117,64,14,1424,129,137,681,PF,30,49,355,ORL,.558
16,Carmelo Anthony,589,.470,1252,95,.378,251,221,26,46,445,684,.455,1503,507,.838,605,77,77,2751,118,224,1970,SF,68,206,563,TOT,.487
17,Joel Anthony,53,.535,99,0,,0,24,28,93,162,53,.535,99,47,.644,73,75,11,1463,104,194,153,C,10,36,266,MIA,.535
18,Gilbert Arenas,172,.423,407,97,.297,327,274,29,21,167,269,.366,734,120,.784,153,70,16,1796,22,188,755,PG,74,177,189,TOT,.433
19,Trevor Ariza,221,.450,491,82,.303,271,162,25,31,347,303,.398,762,138,.701,197,75,75,2600,61,180,826,SF,120,118,408,NOH,.451
20,Hilton Armstrong,35,.486,72,2,.500,4,14,26,21,89,37,.487,76,16,.485,33,53,2,488,42,84,92,C,18,28,131,TOT,.500
21,Carlos Arroyo,89,.436,204,31,.449,69,125,31,1,83,120,.440,273,39,.830,47,64,43,1185,20,71,310,PG,21,60,103,TOT,.496
22,Darrell Arthur,310,.502,618,0,.000,6,53,22,63,227,310,.497,624,109,.813,134,80,9,1609,115,228,729,PF,52,88,342,MEM,.497
23,Omer Asik,78,.553,141,0,,0,32,24,56,194,78,.553,141,73,.503,145,82,0,989,112,153,229,C,20,64,306,CHI,.553
24,D.J. Augustin,288,.461,625,111,.333,333,498,23,3,187,399,.416,958,269,.906,297,82,82,2757,38,152,1178,PG,54,155,225,CHA,.474
25,Luke Babbitt,12,.308,39,3,.188,16,6,21,2,24,15,.273,55,3,.333,9,24,0,137,6,15,36,SF,2,8,30,POR,.300
26,Renaldo Balkman,5,.455,11,1,.500,2,2,26,2,5,6,.462,13,3,.750,4,8,0,62,2,15,16,SF,4,1,7,TOT,.500
27,Marcus Banks,0,.000,2,0,,0,3,29,0,1,0,.000,2,6,.750,8,3,0,22,0,4,6,PG,1,2,1,TOR,.000
28,Leandro Barbosa,222,.505,440,72,.338,213,119,28,6,85,294,.450,653,109,.796,137,58,0,1395,14,112,769,SG,50,84,99,TOR,.505
29,J.J. Barea,219,.476,460,66,.349,189,317,26,1,130,285,.439,649,133,.847,157,81,2,1669,29,136,769,PG,30,136,159,DAL,.490
30,Andrea Bargnani,448,.472,950,77,.345,223,119,25,46,269,525,.448,1173,287,.820,350,66,66,2353,74,160,1414,C,34,152,343,TOR,.480
31,Matt Barnes,97,.564,172,34,.318,107,71,30,22,155,131,.470,279,60,.779,77,53,0,1020,73,127,356,SF,39,58,228,LAL,.530
32,Earl Barron,32,.323,99,0,,0,11,29,6,44,32,.323,99,15,.625,24,21,7,305,32,46,79,C,8,16,76,TOT,.323
33,Brandon Bass,332,.516,643,0,.000,2,57,25,52,290,332,.515,645,190,.815,233,76,51,1980,134,159,854,PF,27,97,424,ORL,.515
34,Tony Battie,43,.462,93,2,.667,3,12,34,15,82,45,.469,96,8,.571,14,38,0,377,17,59,100,C,5,12,99,PHI,.479
35,Shane Battier,127,.525,242,102,.382,267,185,32,81,283,229,.450,509,64,.688,93,82,59,2375,90,158,624,SF,69,79,373,TOT,.550
36,Nicolas Batum,249,.535,465,118,.345,342,123,22,49,252,367,.455,807,138,.841,164,80,67,2522,109,194,990,SF,68,83,361,POR,.528
37,Jerryd Bayless,169,.456,371,49,.336,146,266,22,5,139,218,.422,517,166,.806,206,71,14,1496,26,149,651,PG,38,127,165,TOT,.469
38,Michael Beasley,501,.463,1082,60,.366,164,158,22,52,291,561,.450,1246,219,.753,291,73,73,2361,118,222,1401,SF,54,195,409,MIN,.474
39,Rodrigue Beaubois,69,.493,140,25,.301,83,64,22,8,45,94,.422,223,23,.767,30,28,26,496,7,76,236,PG,20,47,52,DAL,.478
40,Marco Belinelli,168,.458,367,134,.414,324,92,24,6,134,302,.437,691,98,.784,125,80,69,1957,17,146,836,SG,38,77,151,NOH,.534
41,Charlie Bell,6,.273,22,6,.286,21,13,31,1,12,12,.279,43,2,.500,4,19,0,171,6,13,32,SG,6,6,18,GSW,.349
42,Raja Bell,123,.449,274,68,.352,193,118,34,14,145,191,.409,467,91,.892,102,68,63,2097,31,169,541,SG,56,63,176,UTA,.482
43,Mike Bibby,95,.417,228,153,.440,348,265,32,9,178,248,.431,576,39,.629,62,80,68,2285,17,175,688,PG,50,101,195,TOT,.563
44,Andris Biedrins,142,.534,266,0,,0,60,24,52,281,142,.534,266,10,.323,31,59,55,1397,145,198,294,C,52,57,426,GSW,.534
45,Chauncey Billups,193,.448,431,146,.402,363,387,34,14,165,339,.427,794,384,.916,419,72,72,2310,25,146,1208,PG,71,177,190,TOT,.519
46,DeJuan Blair,292,.503,581,0,.000,2,77,21,42,350,292,.501,583,90,.657,137,81,65,1734,215,213,674,PF,95,113,565,SAS,.501
47,Steve Blake,37,.327,113,73,.378,193,170,30,3,137,110,.359,306,26,.867,30,79,0,1581,19,99,319,PG,40,73,156,LAL,.479
48,Andray Blatche,422,.449,939,4,.222,18,144,24,51,343,426,.445,957,220,.777,283,64,63,2172,183,182,1076,PF,98,172,526,WAS,.447
49,Eric Bledsoe,174,.470,370,32,.276,116,289,21,26,155,206,.424,486,99,.744,133,81,25,1841,68,130,543,PG,92,194,223,LAC,.457
50,Keith Bogans,34,.486,70,90,.380,237,101,30,9,129,124,.404,307,21,.656,32,82,82,1461,19,113,359,SG,38,41,148,CHI,.550
51,Andrew Bogut,367,.497,738,0,.000,4,131,26,168,521,367,.495,742,96,.442,217,65,65,2297,199,217,830,C,47,125,720,MIL,.495
52,Matt Bonner,67,.475,141,105,.457,230,60,30,21,179,172,.464,371,32,.744,43,66,1,1432,60,110,481,PF,26,27,239,SAS,.605
53,Trevor Booker,139,.552,252,0,.000,1,35,23,42,153,139,.549,253,68,.673,101,65,14,1063,98,115,346,PF,29,38,251,WAS,.549
54,Carlos Boozer,431,.510,845,0,,0,145,29,18,435,431,.510,845,171,.701,244,59,59,1882,130,186,1033,C,45,149,565,CHI,.510
55,Chris Bosh,518,.502,1031,6,.240,25,144,26,49,500,524,.496,1056,384,.815,471,77,77,2795,141,172,1438,PF,59,138,641,MIA,.499
56,Earl Boykins,129,.459,281,27,.380,71,141,34,3,40,156,.443,352,69,.841,82,57,0,862,15,43,408,PG,38,52,55,MIL,.482
57,Craig Brackins,4,.364,11,0,.000,5,1,23,0,2,4,.250,16,0,,0,3,0,33,2,3,8,PF,1,0,4,PHI,.250
58,Avery Bradley,23,.371,62,0,.000,5,12,20,0,13,23,.343,67,6,.500,12,31,0,162,4,20,52,PG,9,16,17,BOS,.343
59,Elton Brand,502,.512,980,0,.000,1,120,31,106,439,502,.512,981,213,.780,273,81,81,2809,237,244,1217,PF,92,101,676,PHI,.512
60,Corey Brewer,163,.434,376,30,.268,112,89,24,16,118,193,.395,488,136,.708,192,69,24,1510,57,159,552,SF-SG,100,87,175,TOT,.426
61,Ronnie Brewer,199,.498,400,6,.222,27,140,25,22,207,205,.480,427,87,.654,133,81,1,1781,55,82,503,SG,106,55,262,CHI,.487
62,Jon Brockman,48,.511,94,0,,0,18,23,3,110,48,.511,94,40,.678,59,63,6,677,74,119,136,C,14,24,184,MIL,.511
63,Aaron Brooks,150,.427,351,70,.297,236,233,26,3,58,220,.375,587,124,.886,140,59,12,1284,20,115,634,PG,34,99,78,TOT,.434
64,Derrick Brown,69,.570,121,5,.500,10,33,23,10,58,74,.565,131,32,.533,60,49,1,576,41,59,185,SF,20,35,99,TOT,.584
65,Kwame Brown,194,.517,375,0,,0,43,28,39,303,194,.517,375,136,.589,231,66,50,1714,147,174,524,C,26,69,450,CHA,.517
66,Shannon Brown,199,.462,431,74,.349,212,96,25,16,122,273,.425,643,92,.911,101,82,0,1568,35,124,712,SG,67,75,157,LAL,.482
67,Kobe Bryant,625,.487,1283,115,.323,356,388,32,12,336,740,.451,1639,483,.828,583,82,82,2779,83,172,2078,SG,99,243,419,LAL,.487
68,Chase Budinger,190,.497,382,89,.325,274,127,22,18,229,279,.425,656,118,.855,138,78,22,1738,52,114,765,SF,41,67,281,HOU,.493
69,Caron Butler,142,.454,313,28,.431,65,46,30,8,96,170,.450,378,68,.773,88,29,29,867,22,59,436,SF,28,49,118,DAL,.487
70,Rasual Butler,33,.327,101,46,.338,136,27,31,15,67,79,.333,237,18,.667,27,47,2,770,10,37,222,SG,8,24,77,TOT,.430
71,Andrew Bynum,237,.574,413,0,,0,73,23,106,338,237,.574,413,138,.660,209,54,47,1500,170,140,612,C,19,74,508,LAL,.574
72,Will Bynum,166,.466,356,16,.320,50,195,28,4,59,182,.448,406,102,.836,122,61,5,1125,15,113,482,PG,52,83,74,DET,.468
73,Jose Calderon,205,.466,440,57,.365,156,605,29,7,172,262,.440,596,88,.854,103,68,55,2102,30,143,669,PG,81,148,202,TOR,.487
74,Marcus Camby,117,.399,293,0,.000,1,121,36,92,424,117,.398,294,43,.614,70,59,51,1540,182,140,277,C,40,62,606,POR,.398
75,Derrick Caracter,32,.485,66,0,,0,7,22,10,24,32,.485,66,17,.739,23,41,0,215,19,47,81,C,4,19,43,LAL,.485
76,Brian Cardinal,1,.077,13,42,.483,87,40,33,7,49,43,.430,100,17,.944,18,56,4,618,10,82,145,SF,24,17,59,DAL,.640
77,Rodney Carney,29,.403,72,17,.447,38,11,26,5,35,46,.418,110,18,.667,27,27,1,336,13,33,127,SF,12,16,48,TOT,.495
78,DeMarre Carroll,4,.333,12,0,,0,4,24,1,6,4,.333,12,2,1.000,2,12,0,50,2,5,10,PF,1,0,8,TOT,.333
79,Matt Carroll,72,.471,153,17,.370,46,23,30,6,56,89,.447,199,40,.769,52,54,1,582,12,43,235,SG,17,23,68,CHA,.490
80,Anthony Carter,33,.500,66,12,.300,40,69,35,6,44,45,.425,106,8,1.000,8,33,0,463,7,49,110,PG,27,39,51,TOT,.481
81,Vince Carter,273,.479,570,116,.361,321,146,34,20,221,389,.437,891,128,.740,173,73,63,2051,54,193,1022,SG,67,90,275,TOT,.502
82,Omri Casspi,133,.445,299,92,.372,247,74,22,13,233,225,.412,546,68,.673,101,71,27,1702,74,115,610,SF,54,68,307,SAC,.496
83,Mario Chalmers,72,.459,157,83,.359,231,177,24,7,134,155,.399,388,54,.871,62,70,28,1579,12,158,447,PG,76,91,146,MIA,.506
84,Tyson Chandler,266,.654,407,0,,0,32,28,80,486,266,.654,407,216,.732,295,74,74,2059,206,240,748,C,36,88,692,DAL,.654
85,Wilson Chandler,317,.501,633,112,.350,320,120,23,94,333,429,.450,953,130,.807,161,72,49,2401,75,199,1100,SF,48,104,408,TOT,.509
86,Josh Childress,120,.606,198,1,.063,16,42,27,23,86,121,.565,214,29,.492,59,54,3,894,69,68,272,SG,33,44,155,PHO,.568
87,Earl Clark,68,.444,153,0,.000,5,9,23,18,64,68,.430,158,27,.574,47,42,0,464,37,45,163,SF,8,28,101,TOT,.430
88,Jarron Collins,6,.286,21,0,,0,2,32,1,10,6,.286,21,7,.700,10,28,0,181,14,29,19,C,4,7,24,TOT,.286
89,Jason Collins,33,.471,70,1,1.000,1,22,32,9,72,34,.479,71,27,.659,41,49,28,593,30,97,96,C,9,26,102,ATL,.486
90,Sherron Collins,5,.333,15,2,.200,10,8,23,0,5,7,.280,25,1,1.000,1,20,0,66,0,2,17,PG,2,4,5,CHA,.320
91,Darren Collison,357,.479,746,41,.331,124,403,23,14,185,398,.457,870,202,.871,232,79,79,2360,40,109,1039,PG,87,194,225,IND,.481
92,Nick Collison,137,.566,242,0,,0,69,30,31,197,137,.566,242,55,.753,73,71,2,1524,119,210,329,C,42,55,316,OKC,.566
93,Mike Conley,343,.466,736,80,.369,217,528,23,18,215,423,.444,953,181,.733,247,81,81,2872,32,182,1107,PG,144,176,247,MEM,.486
94,Brian Cook,38,.418,91,34,.430,79,15,30,11,77,72,.424,170,15,.625,24,40,0,447,19,75,193,PF,12,25,96,LAC,.524
95,Daequan Cook,14,.519,27,65,.422,154,20,23,1,64,79,.436,181,16,.800,20,43,0,598,8,51,239,SG,14,17,72,OKC,.616
96,Marcus Cousin,2,.667,3,0,,0,0,24,1,3,2,.667,3,0,,0,4,0,18,0,1,4,C,0,1,3,UTA,.667
97,DeMarcus Cousins,429,.435,986,3,.167,18,204,20,68,482,432,.430,1004,276,.687,402,81,62,2309,217,332,1143,C,85,268,699,SAC,.432
98,Jamal Crawford,249,.474,525,119,.341,349,241,30,14,108,368,.421,874,222,.854,260,76,0,2297,22,97,1077,SG,57,145,130,ATL,.489
99,Jordan Crawford,159,.427,372,33,.258,128,117,22,3,74,192,.384,500,73,.869,84,42,18,1027,31,63,490,SG,39,83,105,TOT,.417
100,Dante Cunningham,217,.473,459,1,.077,13,43,23,43,181,218,.462,472,45,.726,62,78,18,1637,96,177,482,PF,54,51,277,TOT,.463
101,Stephen Curry,354,.498,711,151,.442,342,432,22,20,234,505,.480,1053,212,.934,227,74,74,2489,52,233,1373,PG,109,226,286,GSW,.551
102,Samuel Dalembert,268,.474,565,0,.000,2,67,29,116,445,268,.473,567,108,.730,148,80,46,1938,212,225,644,C,36,132,657,SAC,.473
103,Erick Dampier,52,.591,88,0,.000,1,22,35,47,124,52,.584,89,24,.545,44,51,22,815,53,82,128,C,14,32,177,MIA,.584
104,Antonio Daniels,2,.667,3,0,.000,2,2,35,0,5,2,.400,5,2,1.000,2,4,0,35,0,0,6,PG,0,1,5,PHI,.400
105,Marquis Daniels,110,.521,211,4,.190,21,64,30,22,89,114,.491,232,39,.684,57,49,0,938,24,63,271,SF,39,38,113,BOS,.500
106,Baron Davis,208,.458,454,81,.339,239,391,31,28,121,289,.417,693,101,.771,131,58,44,1649,35,143,760,PG,78,146,156,TOT,.475
107,Ed Davis,215,.576,373,0,,0,40,21,67,294,215,.576,373,71,.555,128,65,17,1602,168,183,501,PF,39,48,462,TOR,.576
108,Glen Davis,357,.454,786,2,.133,15,92,25,30,324,359,.448,801,195,.736,265,78,13,2298,101,231,915,C,78,85,425,BOS,.449
109,Austin Daye,124,.415,299,69,.401,172,78,22,39,210,193,.410,471,82,.759,108,72,16,1446,64,165,537,SF,39,59,274,DET,.483
110,Carlos Delfino,95,.415,229,105,.370,284,112,28,8,176,200,.390,513,60,.800,75,49,40,1590,24,72,565,SF,76,57,200,MIL,.492
111,Luol Deng,416,.506,822,115,.345,333,230,25,48,360,531,.460,1155,253,.753,336,82,82,3208,116,162,1430,SF,78,156,476,CHI,.510
112,DeMar DeRozan,534,.485,1102,5,.096,52,148,21,31,240,539,.467,1154,327,.813,402,82,82,2851,75,217,1410,SG,85,144,315,TOR,.469
113,Boris Diaw,303,.553,548,78,.345,226,337,28,46,309,381,.492,774,84,.683,123,82,82,2778,105,190,924,PF,74,166,414,CHA,.543
114,Ike Diogu,83,.561,148,0,,0,2,27,3,74,83,.561,148,41,.661,62,36,0,470,41,72,207,PF,3,22,115,LAC,.561
115,DeSagana Diop,8,.333,24,0,,0,7,29,15,28,8,.333,24,4,.364,11,16,0,181,12,26,20,C,4,11,40,CHA,.333
116,Keyon Dooling,125,.439,285,81,.346,234,243,30,4,105,206,.397,519,78,.830,94,80,22,1757,12,119,571,PG,54,91,117,MIL,.475
117,Joey Dorsey,52,.525,99,0,,0,27,27,17,111,52,.525,99,31,.477,65,43,9,522,79,78,135,C,24,39,190,TOR,.525
118,Toney Douglas,171,.460,372,143,.373,383,244,24,4,179,314,.416,755,85,.794,107,81,9,1971,65,177,856,SG,89,89,244,NYK,.511
119,Chris Douglas-Roberts,102,.449,227,15,.326,46,50,24,13,81,117,.429,273,74,.831,89,44,12,884,7,73,323,SF,29,35,88,MIL,.456
120,Zabian Dowdell,48,.417,115,3,.300,10,51,26,2,15,51,.408,125,16,.941,17,24,0,292,5,30,121,PG,20,29,20,PHO,.420
121,Goran Dragic,136,.476,286,56,.361,155,204,24,10,106,192,.435,441,83,.624,133,70,5,1234,36,125,523,PG,50,117,142,TOT,.499
122,Jared Dudley,195,.519,376,105,.415,253,108,25,20,207,300,.477,629,162,.743,218,82,15,2140,111,139,867,SF,87,77,318,PHO,.560
123,Chris Duhon,36,.468,77,13,.250,52,118,28,2,43,49,.380,129,14,.560,25,51,5,774,9,30,125,PG,16,61,52,ORL,.430
124,Tim Duncan,419,.502,834,0,.000,4,203,34,146,509,419,.500,838,184,.716,257,76,76,2156,169,119,1022,C,50,122,678,SAS,.500
125,Mike Dunleavy,138,.519,266,102,.402,254,105,30,30,248,240,.462,520,100,.800,125,61,44,1683,28,107,682,SG,40,69,276,IND,.560
126,Ronald Dupree,1,.333,3,0,.000,1,1,30,0,3,1,.250,4,0,,0,3,0,13,0,2,2,SF,0,0,3,TOR,.250
127,Kevin Durant,566,.504,1124,145,.350,414,214,22,76,476,711,.462,1538,594,.880,675,78,78,3038,57,159,2161,SF,88,218,533,OKC,.509
128,Devin Ebanks,19,.413,46,2,.400,5,2,21,5,12,21,.412,51,18,.783,23,20,0,118,15,7,62,SG,4,6,27,LAL,.431
129,Wayne Ellington,112,.406,276,48,.397,121,72,23,3,82,160,.403,397,42,.792,53,62,8,1181,26,85,410,SG,28,53,108,MIN,.463
130,Monta Ellis,589,.478,1232,137,.361,379,450,25,23,237,726,.451,1611,340,.789,431,80,80,3227,44,203,1929,SG,168,252,281,GSW,.493
131,Francisco Elson,54,.478,113,0,,0,33,34,14,80,54,.478,113,26,.839,31,62,1,610,35,84,134,C,21,32,115,UTA,.478
132,Melvin Ely,28,.549,51,0,,0,14,32,11,47,28,.549,51,13,.619,21,30,2,366,27,50,69,C,4,14,74,DEN,.549
133,Semih Erden,62,.559,111,0,,0,20,24,24,81,62,.559,111,39,.650,60,41,8,595,37,104,163,C,15,34,118,TOT,.559
134,Jeremy Evans,76,.667,114,0,.000,1,24,23,17,61,76,.661,115,26,.703,37,49,3,463,36,50,178,SF,17,19,97,UTA,.661
135,Maurice Evans,122,.475,257,55,.329,167,45,32,14,104,177,.417,424,52,.897,58,73,24,1549,52,129,461,SF,34,33,156,TOT,.482
136,Reggie Evans,42,.412,102,0,.000,1,38,30,6,226,42,.408,103,48,.545,88,30,18,798,119,89,132,PF,29,39,345,TOR,.408
137,Tyreke Evans,339,.432,785,43,.291,148,319,21,30,229,382,.409,933,205,.771,266,57,53,2107,46,143,1012,SG,85,184,275,SAC,.432
138,Patrick Ewing,0,.000,3,0,.000,2,2,26,1,1,0,.000,5,3,.750,4,7,0,19,1,1,3,SF,0,1,2,NOH,.000
139,Christian Eyenga,105,.488,215,25,.275,91,35,21,28,96,130,.425,306,18,.643,28,44,18,947,27,78,303,SF,34,47,123,CLE,.466
140,Jordan Farmar,146,.421,347,109,.359,304,368,24,6,149,255,.392,651,82,.820,100,73,18,1796,24,128,701,PG,62,139,173,NJN,.475
141,Derrick Favors,215,.517,416,0,,0,39,19,68,241,215,.517,416,103,.595,173,78,27,1535,171,246,533,PF,29,77,412,TOT,.517
142,Raymond Felton,311,.460,676,116,.353,329,625,26,11,221,427,.425,1005,194,.805,241,75,54,2737,48,150,1164,PG-SG,125,221,269,TOT,.483
143,Rudy Fernandez,97,.453,214,116,.321,361,193,25,14,135,213,.370,575,126,.863,146,78,3,1821,37,134,668,SG,87,88,172,POR,.471
144,Kyrylo Fesenko,44,.444,99,0,.000,1,18,24,16,74,44,.440,100,18,.391,46,53,1,456,34,90,106,C,4,25,108,UTA,.440
145,Landry Fields,213,.556,383,86,.393,219,155,22,17,416,299,.497,602,113,.769,147,82,81,2541,105,114,797,SG,80,107,521,NYK,.568
146,Derek Fisher,143,.386,370,63,.396,159,224,36,8,138,206,.389,529,83,.806,103,82,82,2297,14,192,558,PG,99,70,152,LAL,.449
147,Jonny Flynn,77,.393,196,31,.310,100,182,21,3,65,108,.365,296,32,.762,42,53,8,983,12,58,279,PG,34,113,77,MIN,.417
148,Gary Forbes,105,.488,215,19,.328,58,49,25,6,88,124,.454,273,59,.678,87,63,11,791,28,77,326,SF,23,46,116,DEN,.489
149,T.J. Ford,85,.417,204,6,.188,32,141,27,8,64,91,.386,236,35,.729,48,41,3,773,17,69,223,PG,35,63,81,IND,.398
150,Jeff Foster,80,.488,164,0,.000,3,46,34,31,190,80,.479,167,27,.563,48,56,3,940,160,127,187,C,24,26,350,IND,.479
151,Randy Foye,135,.430,314,71,.327,217,170,27,21,90,206,.388,531,133,.893,149,63,24,1551,13,122,616,SG,47,95,103,LAC,.455
152,Channing Frye,187,.479,390,171,.390,439,96,27,79,448,358,.432,829,89,.832,107,77,64,2541,65,272,976,PF,46,73,513,PHO,.535
153,Dan Gadzuric,54,.422,128,0,.000,1,14,32,29,64,54,.419,129,10,.370,27,42,9,463,71,91,118,C-PF,13,29,135,TOT,.419
154,Sundiata Gaines,33,.493,67,9,.237,38,42,24,1,25,42,.400,105,18,.500,36,24,0,301,13,25,111,PG,16,27,38,TOT,.443
155,Danilo Gallinari,162,.467,347,103,.352,293,104,22,27,246,265,.414,640,337,.862,391,62,60,2104,59,144,970,PF-SF,51,83,305,TOT,.495
156,Francisco Garcia,126,.502,251,81,.362,224,71,29,49,109,207,.436,475,65,.855,76,58,34,1386,24,126,560,SF,51,45,133,SAC,.521
157,Kevin Garnett,433,.530,817,1,.200,5,171,34,57,548,434,.528,822,187,.862,217,71,71,2220,83,148,1056,PF,95,115,631,BOS,.529
158,Marc Gasol,361,.528,684,3,.429,7,200,26,136,415,364,.527,691,220,.748,294,81,81,2586,154,265,951,C,74,146,569,MEM,.529
159,Pau Gasol,592,.530,1117,1,.333,3,273,30,130,568,593,.529,1120,354,.823,430,82,82,3037,268,203,1541,C,48,142,836,LAL,.530
160,Rudy Gay,352,.486,725,57,.396,144,153,24,58,254,409,.471,869,194,.805,241,54,54,2152,82,131,1069,SF,91,135,336,MEM,.503
161,Alonzo Gee,104,.488,213,17,.333,51,38,23,18,120,121,.458,264,72,.783,92,56,34,1118,62,94,331,SG,40,55,182,TOT,.491
162,Paul George,138,.537,257,41,.297,138,65,20,26,187,179,.453,395,77,.762,101,61,19,1265,37,127,476,SG,62,70,224,IND,.505
163,Daniel Gibson,146,.398,367,118,.403,293,201,24,21,153,264,.400,660,134,.822,163,67,15,1865,24,154,780,SG,48,80,177,CLE,.489
164,Taj Gibson,233,.472,494,1,.125,8,58,25,106,296,234,.466,502,100,.676,148,80,19,1742,162,203,569,PF,39,71,458,CHI,.467
165,Manu Ginobili,287,.497,577,154,.349,441,393,33,28,253,441,.433,1018,357,.871,410,80,79,2426,42,163,1393,SG,123,174,295,SAS,.509
166,Ryan Gomes,135,.459,294,72,.341,211,118,28,12,193,207,.410,505,61,.718,85,76,62,2095,61,159,547,SF,62,55,254,LAC,.481
167,Drew Gooden,153,.447,342,3,.150,20,47,29,18,165,156,.431,362,81,.794,102,35,18,860,73,98,396,PF,21,46,238,MIL,.435
168,Ben Gordon,232,.460,504,107,.402,266,171,27,16,154,339,.440,770,136,.850,160,82,27,2131,41,178,921,SG,48,141,195,DET,.510
169,Eric Gordon,321,.488,658,106,.364,291,244,22,18,119,427,.450,949,287,.825,348,56,56,2112,45,115,1247,SG,71,151,164,LAC,.506
170,Marcin Gortat,337,.563,599,1,.250,4,70,26,91,483,338,.561,603,140,.725,193,80,14,2032,148,188,817,C,36,81,631,TOT,.561
171,Joey Graham,73,.490,149,9,.300,30,18,28,7,76,82,.458,179,29,.806,36,39,8,586,8,73,202,SF,6,28,84,CLE,.483
172,Stephen Graham,76,.425,179,5,.238,21,40,28,1,106,81,.405,200,31,.816,38,59,28,959,17,106,198,SG,14,38,123,NJN,.418
173,Danny Granger,378,.443,853,157,.386,407,203,27,62,338,535,.425,1260,395,.848,466,79,79,2763,87,213,1622,SF,89,206,425,IND,.487
174,Aaron Gray,56,.566,99,0,,0,16,26,12,112,56,.566,99,17,.500,34,41,6,531,59,96,129,C,11,32,171,NOH,.566
175,Danny Green,10,.625,16,7,.368,19,2,23,1,12,17,.486,35,0,,0,8,0,92,3,7,41,SG,2,5,15,SAS,.586
176,Jeff Green,304,.499,609,64,.303,211,108,24,37,287,368,.449,820,198,.811,244,75,51,2427,73,210,998,PF-SF,53,99,360,TOT,.488
177,Willie Green,216,.476,454,54,.348,155,74,29,13,139,270,.443,609,78,.780,100,77,13,1674,22,143,672,SG,36,67,161,NOH,.488
178,Donte Greene,111,.478,232,45,.292,154,48,22,20,98,156,.404,386,43,.662,65,69,21,1127,49,88,400,SF,36,60,147,SAC,.462
179,Orien Greene,1,.500,2,0,,0,1,28,0,0,1,.500,2,1,.500,2,3,0,5,0,0,3,SG,1,0,0,NJN,.500
180,Blake Griffin,689,.510,1352,7,.292,24,312,21,45,719,696,.506,1376,446,.642,695,82,82,3112,270,252,1845,PF,63,223,989,LAC,.508
181,Hamed Haddadi,30,.526,57,0,.000,1,5,25,13,44,30,.517,58,15,.652,23,31,0,168,24,29,75,C,2,11,68,MEM,.517
182,Richard Hamilton,233,.442,527,55,.382,144,171,32,4,102,288,.429,671,146,.849,172,55,39,1498,24,95,777,SG,39,88,126,DET,.470
183,Tyler Hansbrough,285,.466,611,0,.000,2,41,25,15,221,285,.465,613,197,.779,253,70,29,1535,145,160,767,PF,37,76,366,IND,.465
