,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
22,Darrell Arthur,129,.471,274,26,.236,110,57,26,26,118,155,.404,384,46,.780,59,58,4,988,53,146,382,PF,48,47,171,DEN,.438
23,Omer Asik,213,.517,412,0,,0,72,28,54,504,213,.517,412,131,.582,225,76,76,1982,244,144,557,C,29,95,748,NOP,.517
24,D.J. Augustin,175,.436,401,83,.337,246,353,27,3,141,258,.399,647,178,.868,205,82,14,1964,20,93,777,PG,49,145,161,TOT,.463
25,Jeff Ayres,55,.579,95,0,,0,14,27,8,80,55,.579,95,27,.750,36,51,0,383,37,60,137,PF,8,26,117,SAS,.579
26,Luke Babbitt,33,.429,77,59,.513,115,24,25,11,99,92,.479,192,13,.684,19,63,19,830,12,63,256,SF,17,26,111,NOP,.633
27,Cameron Bairstow,3,.214,14,0,,0,1,24,1,2,3,.214,14,4,.800,5,18,1,64,6,8,10,PF,2,3,8,CHI,.214
28,Leandro Barbosa,140,.511,274,43,.384,112,99,32,8,68,183,.474,386,58,.784,74,66,1,982,23,87,467,SG,41,44,91,GSW,.530
29,J.J. Barea,171,.463,369,54,.323,167,263,30,1,111,225,.420,536,76,.809,94,77,10,1362,23,104,580,PG,33,70,134,DAL,.470
30,Andrea Bargnani,149,.466,320,15,.366,41,46,29,27,95,164,.454,361,87,.813,107,29,22,785,32,53,430,C,2,42,127,NYK,.475
31,Harrison Barnes,229,.519,441,87,.405,215,116,22,19,336,316,.482,656,108,.720,150,82,82,2318,117,146,827,SF,61,71,453,GSW,.548
32,Matt Barnes,141,.569,248,136,.362,376,114,34,50,251,277,.444,624,74,.779,95,76,74,2271,51,240,764,SF,67,87,302,LAC,.553
33,Earl Barron,10,.286,35,2,.500,4,5,33,2,14,12,.308,39,6,.500,12,16,1,143,14,26,32,C,4,5,28,PHO,.333
34,Will Barton,127,.474,268,23,.271,85,81,24,19,136,150,.425,353,74,.787,94,58,0,983,26,70,397,SG,48,61,162,TOT,.458
35,Brandon Bass,335,.515,651,9,.281,32,104,29,32,259,344,.504,683,169,.790,214,82,43,1929,139,140,866,PF,41,83,398,BOS,.510
36,Nicolas Batum,140,.481,291,100,.324,309,341,26,40,354,240,.400,600,84,.857,98,71,71,2380,62,106,664,SF,78,132,416,POR,.483
37,Jerryd Bayless,183,.462,396,37,.308,120,233,26,12,189,220,.426,516,121,.883,137,77,4,1717,22,163,598,PG,59,133,211,MIL,.462
38,Aron Baynes,184,.570,323,1,.250,4,35,28,22,209,185,.566,327,90,.865,104,70,17,1122,109,162,461,C,16,65,318,SAS,.567
39,Kent Bazemore,93,.467,199,48,.364,132,78,25,33,201,141,.426,331,60,.600,100,75,10,1324,21,127,390,SG,52,73,222,ATL,.498
40,Bradley Beal,257,.434,592,106,.409,259,194,21,18,184,363,.427,851,130,.783,166,63,59,2107,57,136,962,SG,76,123,241,WAS,.489
41,Michael Beasley,84,.472,178,8,.235,34,32,26,13,77,92,.434,212,20,.769,26,24,1,505,12,66,212,PF,15,37,89,MIA,.453
42,Marco Belinelli,113,.471,240,86,.374,230,94,28,3,131,199,.423,470,84,.848,99,62,9,1388,26,85,568,SG,31,61,157,SAS,.515
43,Jerrelle Benimon,0,,0,0,,0,0,23,0,2,0,,0,0,,0,2,0,3,1,0,0,PF,0,1,3,UTA,
44,Anthony Bennett,118,.431,274,7,.304,23,48,21,16,164,125,.421,297,41,.641,64,57,3,894,52,87,298,PF,27,36,216,MIN,.433
45,Patrick Beverley,89,.426,209,115,.356,323,192,26,23,170,204,.383,532,45,.750,60,56,55,1727,67,182,568,PG,59,83,237,HOU,.492
46,Sim Bhullar,1,.500,2,0,,0,1,22,1,1,1,.500,2,0,,0,3,0,3,0,0,2,C,0,0,1,SAC,.500
47,Bismack Biyombo,101,.543,186,0,,0,16,22,99,248,101,.543,186,102,.583,175,64,21,1243,159,140,304,C,18,52,407,CHO,.543
48,Tarik Black,157,.577,272,0,.000,1,42,23,24,226,157,.575,273,65,.551,118,63,39,1196,142,158,379,C,19,48,368,TOT,.575
49,DeJuan Blair,26,.456,57,0,,0,3,25,1,40,26,.456,57,4,.667,6,29,0,180,16,41,56,PF,7,13,56,WAS,.456
50,Steve Blake,45,.417,108,77,.352,219,288,34,5,121,122,.373,327,29,.707,41,81,0,1529,16,118,350,PG,41,104,137,POR,.491
51,Eric Bledsoe,380,.491,774,88,.324,272,493,25,45,351,468,.447,1046,353,.800,441,81,81,2800,72,189,1377,PG,127,274,423,PHO,.489
52,Vander Blue,7,.350,20,2,.200,10,8,22,0,7,9,.300,30,2,.400,5,2,1,74,2,4,22,SG,3,6,9,LAL,.333
53,Bojan Bogdanovic,170,.531,320,91,.355,256,68,25,9,163,261,.453,576,87,.821,106,78,28,1854,50,104,700,SF,34,78,213,BRK,.532
54,Andrew Bogut,200,.563,355,0,,0,180,30,113,402,200,.563,355,22,.524,42,67,65,1583,141,188,422,C,39,106,543,GSW,.563
55,Matt Bonner,48,.462,104,46,.365,126,47,34,12,86,94,.409,230,30,.811,37,72,19,935,29,65,264,PF,10,11,115,SAS,.509
56,Trevor Booker,197,.518,380,29,.345,84,83,27,41,258,226,.487,464,86,.581,148,79,5,1564,139,144,567,PF,43,88,397,UTA,.518
57,Carlos Boozer,371,.499,743,0,,0,95,33,12,371,371,.499,743,94,.627,150,71,26,1692,111,184,836,PF,41,92,482,LAL,.499
58,Chris Bosh,280,.485,577,63,.375,168,95,30,25,264,343,.460,745,179,.772,232,44,44,1556,46,69,928,C,41,95,310,MIA,.503
59,Avery Bradley,310,.470,660,124,.352,352,135,24,15,195,434,.429,1012,79,.790,100,77,77,2428,46,177,1071,SG,82,109,241,BOS,.490
60,Elton Brand,42,.447,94,0,.000,1,22,35,25,72,42,.442,95,12,.522,23,36,4,486,28,54,96,C,17,18,100,ATL,.442
61,Corey Brewer,280,.491,570,63,.268,235,173,28,19,217,343,.426,805,168,.743,226,80,17,2087,80,173,917,SF,114,131,297,TOT,.465
62,Aaron Brooks,223,.442,504,121,.387,313,261,30,15,134,344,.421,817,145,.833,174,82,21,1885,32,189,954,PG,54,157,166,CHI,.495
63,Jabari Brown,47,.435,108,23,.371,62,40,22,2,33,70,.412,170,64,.753,85,19,5,568,3,33,227,SG,12,32,36,LAL,.479
64,Lorenzo Brown,46,.489,94,6,.214,28,90,24,6,56,52,.426,122,12,.632,19,29,7,549,14,49,122,PG,28,30,70,MIN,.451
65,Markel Brown,59,.404,146,17,.266,64,39,23,12,91,76,.362,210,47,.825,57,47,29,781,16,57,216,SG,31,27,107,BRK,.402
66,Shannon Brown,4,.333,12,3,.429,7,3,29,0,1,7,.368,19,3,.750,4,5,2,89,0,8,20,SG,4,4,1,MIA,.447
67,Kobe Bryant,212,.401,529,54,.293,184,197,36,7,173,266,.373,713,196,.813,241,35,35,1207,26,65,782,SG,47,128,199,LAL,.411
68,Chase Budinger,117,.474,247,52,.364,143,64,26,10,165,169,.433,390,67,.827,81,67,4,1286,33,72,457,SF,44,49,198,MIN,.500
69,Reggie Bullock,9,.375,24,15,.326,46,8,23,4,49,24,.343,70,6,.667,9,36,2,338,1,19,69,SF,10,8,50,TOT,.450
70,Trey Burke,246,.400,615,124,.318,390,328,22,15,173,370,.368,1005,109,.752,145,76,43,2288,31,119,973,PG,65,124,204,UTA,.430
71,Alec Burks,95,.409,232,26,.382,68,82,23,5,95,121,.403,300,106,.822,129,27,27,899,19,64,374,SG,17,52,114,UTA,.447
72,Caron Butler,78,.441,177,83,.379,219,79,34,4,175,161,.407,396,55,.902,61,78,21,1623,21,120,460,SF,43,49,196,DET,.511
73,Jimmy Butler,348,.484,719,73,.378,193,212,25,36,265,421,.462,912,386,.834,463,65,65,2513,114,108,1301,SG,114,93,379,CHI,.502
74,Rasual Butler,127,.450,282,91,.387,235,63,35,22,170,218,.422,517,53,.791,67,75,1,1505,27,98,580,SF,29,48,197,WAS,.510
75,Dwight Buycks,11,.379,29,7,.636,11,14,25,0,10,18,.450,40,9,.900,10,6,0,123,2,3,52,PG,3,12,12,LAL,.538
76,Will Bynum,10,.455,22,0,.000,9,18,32,1,4,10,.323,31,2,.500,4,7,0,67,2,9,22,SG,1,8,6,WAS,.323
77,Bruno Caboclo,2,.222,9,2,.667,3,0,19,1,1,4,.333,12,0,,0,8,0,23,1,3,10,SF,0,4,2,TOR,.417
78,Nick Calathes,93,.456,204,11,.256,43,146,25,5,87,104,.421,247,24,.533,45,58,0,838,19,100,243,SG,63,61,106,MEM,.443
79,Jose Calderon,88,.415,212,59,.415,142,198,33,0,105,147,.415,354,29,.906,32,42,42,1270,19,76,382,PG,31,75,124,NYK,.499
80,Kentavious Caldwell-Pope,237,.449,528,153,.345,444,109,21,18,209,390,.401,972,110,.696,158,82,82,2587,46,161,1043,SG,93,94,255,DET,.480
81,Isaiah Canaan,55,.417,132,91,.370,246,98,23,3,69,146,.386,378,49,.817,60,47,21,938,18,83,432,PG,29,62,87,TOT,.507
82,Clint Capela,14,.483,29,0,,0,2,20,9,26,14,.483,29,4,.174,23,12,0,90,10,14,32,C,1,5,36,HOU,.483
83,DeMarre Carroll,198,.567,349,120,.395,304,118,28,17,273,318,.487,653,127,.702,181,70,69,2189,99,154,883,SF,94,75,372,ATL,.579
84,Vince Carter,66,.379,174,69,.297,232,79,38,14,106,135,.333,406,45,.789,57,66,1,1091,27,102,384,SG,43,43,133,MEM,.417
85,Michael Carter-Williams,328,.428,766,36,.235,153,442,23,30,289,364,.396,919,202,.694,291,66,63,2149,64,167,966,PG,111,253,353,TOT,.416
86,Omri Casspi,174,.512,340,35,.402,87,102,26,9,206,209,.489,427,140,.733,191,67,19,1416,54,107,593,SF,31,88,260,SAC,.530
87,Mario Chalmers,194,.467,415,73,.294,248,307,28,10,182,267,.403,663,206,.774,266,80,37,2368,24,251,813,PG,122,173,206,MIA,.458
88,Tyson Chandler,293,.666,440,0,,0,84,32,91,570,293,.666,440,185,.720,257,75,75,2286,294,169,771,C,42,105,864,DAL,.666
89,Wilson Chandler,279,.490,569,139,.342,406,134,27,29,379,418,.429,975,110,.775,142,78,75,2471,96,231,1085,SF,58,110,475,DEN,.500
90,Will Cherry,3,.300,10,2,.222,9,8,23,1,4,5,.263,19,3,.500,6,8,0,69,1,10,15,PG,6,4,5,CLE,.316
91,Patrick Christopher,3,.375,8,0,.000,4,0,26,0,4,3,.250,12,0,,0,4,1,29,2,6,6,SG,1,1,6,UTA,.250
92,Earl Clark,7,.438,16,4,.286,14,3,27,4,22,11,.367,30,1,.250,4,10,0,93,1,12,27,PF,3,6,23,BRK,.433
93,Ian Clark,9,.360,25,10,.333,30,12,23,3,12,19,.345,55,9,1.000,9,30,0,192,4,20,57,SG,9,9,16,TOT,.436
94,Jordan Clarkson,229,.482,475,38,.314,121,206,22,12,135,267,.448,596,131,.829,158,59,38,1476,56,109,703,PG,51,96,191,LAL,.480
95,Victor Claver,3,.333,9,6,.545,11,1,26,1,17,9,.450,20,0,,0,10,0,76,3,12,24,SF,1,4,20,POR,.600
96,Norris Cole,175,.458,382,55,.313,176,255,26,15,146,230,.412,558,58,.716,81,75,25,1831,13,124,573,PG,57,99,159,TOT,.461
97,Darren Collison,200,.514,389,60,.373,161,252,27,14,124,260,.473,550,145,.788,184,45,45,1565,19,95,725,PG,67,112,143,SAC,.527
98,Nick Collison,90,.466,193,16,.267,60,90,34,25,160,106,.419,253,45,.692,65,66,2,1101,90,156,273,PF,35,45,250,OKC,.451
99,Mike Conley,286,.473,605,107,.386,277,375,27,14,180,393,.446,882,214,.859,249,70,70,2225,29,139,1107,PG,89,156,209,MEM,.506
100,Jack Cooley,9,.409,22,0,,0,1,23,3,15,9,.409,22,9,.429,21,16,0,87,10,23,27,PF,6,3,25,UTA,.409
101,Chris Copeland,60,.420,143,52,.311,167,51,30,11,88,112,.361,310,33,.733,45,50,12,828,23,78,309,SF,11,59,111,IND,.445
102,Bryce Cotton,22,.449,49,7,.350,20,15,22,0,15,29,.420,69,15,.833,18,15,0,159,3,6,80,PG,4,12,18,UTA,.471
103,DeMarcus Cousins,496,.469,1058,2,.250,8,210,24,103,562,498,.467,1066,423,.782,541,59,59,2013,185,241,1421,C,90,254,747,SAC,.468
104,Robert Covington,132,.426,310,167,.374,446,105,24,31,251,299,.396,756,178,.820,217,70,49,1956,65,189,943,SF,97,128,316,PHI,.506
105,Allen Crabbe,33,.485,68,30,.353,85,39,22,15,66,63,.412,153,12,.750,16,51,9,683,7,74,168,SG,19,15,73,POR,.510
106,Jamal Crawford,213,.448,475,119,.327,364,158,34,14,106,332,.396,839,227,.901,252,64,4,1703,18,108,1010,SG,59,92,124,LAC,.467
107,Jae Crowder,168,.499,337,61,.293,208,94,24,25,221,229,.420,545,109,.773,141,82,17,1647,72,137,628,SF,72,49,293,TOT,.476
108,Dante Cunningham,154,.468,329,1,.100,10,50,27,37,186,155,.457,339,29,.617,47,66,27,1652,70,101,340,PF,46,35,256,NOP,.459
109,Jared Cunningham,8,.400,20,4,.308,13,10,23,0,8,12,.364,33,7,.538,13,19,0,89,1,12,35,SG,3,7,9,LAC,.424
110,Seth Curry,0,.000,2,0,.000,1,1,24,0,2,0,.000,3,0,,0,2,0,8,0,2,0,PG,0,0,2,PHO,.000
111,Stephen Curry,367,.528,695,286,.443,646,619,26,16,285,653,.487,1341,308,.914,337,80,80,2613,56,158,1900,PG,163,249,341,GSW,.594
112,Samuel Dalembert,57,.438,130,0,,0,29,33,41,115,57,.438,130,14,.700,20,32,21,544,53,70,128,C,14,39,168,NYK,.438
113,Troy Daniels,18,.383,47,43,.364,118,22,23,1,25,61,.370,165,11,.846,13,47,0,397,8,40,176,SG,6,20,33,TOT,.500
114,Luigi Datome,25,.510,49,18,.450,40,9,27,7,26,43,.483,89,1,1.000,1,21,1,209,3,15,105,SF,2,9,29,TOT,.584
115,Brandon Davies,47,.456,103,8,.235,34,30,23,7,45,55,.401,137,24,.649,37,27,6,423,38,59,142,PF,18,29,83,TOT,.431
116,Anthony Davis,641,.540,1187,1,.083,12,149,21,200,523,642,.535,1199,371,.805,461,68,68,2455,173,141,1656,PF,100,95,696,NOP,.536
117,Ed Davis,282,.601,469,0,,0,94,25,98,370,282,.601,469,92,.487,189,79,24,1840,230,202,656,PF,49,58,600,LAL,.601
118,Glen Davis,117,.466,251,0,.000,4,39,29,21,126,117,.459,255,60,.632,95,74,0,904,43,132,294,PF,41,39,169,LAC,.459
119,Andre Dawkins,0,,0,1,.167,6,1,23,0,2,1,.167,6,0,,0,4,0,22,0,3,3,SG,0,1,2,MIA,.250
120,Austin Daye,26,.371,70,24,.338,71,17,26,5,65,50,.355,141,5,.833,6,34,4,344,10,39,129,SF,12,23,75,TOT,.440
121,Dewayne Dedmon,91,.565,161,0,.000,1,9,25,50,177,91,.562,162,34,.531,64,59,15,845,118,141,216,C,16,51,295,ORL,.562
122,Matthew Dellavedova,43,.307,140,68,.407,167,204,24,2,89,111,.362,307,29,.763,38,67,13,1380,37,152,319,SG,24,61,126,CLE,.472
123,Luol Deng,291,.513,567,78,.355,220,139,29,22,273,369,.469,787,191,.761,251,72,72,2421,103,109,1007,SF,65,108,376,MIA,.518
124,DeMar DeRozan,384,.426,902,25,.284,88,210,25,11,236,409,.413,990,361,.832,434,60,60,2100,41,122,1204,SG,73,137,277,TOR,.426
125,Boris Diaw,237,.512,463,54,.320,169,233,32,23,270,291,.460,632,72,.774,93,81,15,1984,78,148,708,PF,36,126,348,SAS,.503
126,Gorgui Dieng,258,.510,506,1,.167,6,146,25,126,386,259,.506,512,191,.783,244,73,49,2193,223,188,710,C,71,126,609,MIN,.507
127,Spencer Dinwiddie,39,.375,104,12,.185,65,104,21,6,44,51,.302,169,31,.912,34,34,1,455,4,53,145,PG,19,33,48,DET,.337
128,Joey Dorsey,80,.556,144,0,.000,1,25,31,25,176,80,.552,145,24,.289,83,69,17,854,103,157,184,PF,40,41,279,HOU,.552
129,Toney Douglas,14,.424,33,5,.278,18,24,28,4,20,19,.373,51,8,.615,13,12,0,177,2,20,51,SG,11,10,22,NOP,.422
130,Chris Douglas-Roberts,4,.286,14,1,.143,7,4,28,0,11,5,.238,21,8,1.000,8,12,0,103,1,14,19,SG,1,0,12,LAC,.262
131,Goran Dragic,412,.555,743,90,.347,259,350,28,15,193,502,.501,1002,181,.774,234,78,78,2640,81,195,1275,SG-PG,78,173,274,TOT,.546
132,Zoran Dragic,8,.500,16,3,.214,14,5,25,0,3,11,.367,30,3,.600,5,16,1,75,5,6,28,SG,2,5,8,TOT,.417
133,Larry Drew,16,.500,32,4,.154,26,45,24,0,14,20,.345,58,2,.667,3,12,1,219,1,13,46,PG,6,25,15,PHI,.379
134,Andre Drummond,494,.515,959,0,.000,2,55,21,153,667,494,.514,961,142,.389,365,82,82,2502,437,285,1130,C,73,120,1104,DET,.514
135,Jared Dudley,124,.537,231,74,.385,192,130,29,11,175,198,.468,423,48,.716,67,72,22,1717,45,113,518,SG,72,62,220,MIL,.556
136,Tim Duncan,417,.514,812,2,.286,7,230,38,151,534,419,.512,819,230,.740,311,77,77,2227,170,165,1070,C,63,131,704,SAS,.513
137,Mike Dunleavy,102,.468,218,107,.407,263,114,34,21,220,209,.435,481,70,.805,87,63,63,1838,28,123,595,SF,39,60,248,CHI,.546
138,Kevin Durant,174,.565,308,64,.403,159,110,26,25,162,238,.510,467,146,.854,171,27,27,913,16,40,686,SF,24,74,178,OKC,.578
139,Cleanthony Early,54,.415,130,22,.262,84,36,23,12,75,76,.355,214,36,.750,48,39,7,647,22,57,210,SF,24,40,97,NYK,.407
140,Wayne Ellington,164,.439,374,90,.370,243,105,27,2,179,254,.412,617,52,.813,64,65,36,1675,31,77,650,SG,33,50,210,LAL,.485
141,Monta Ellis,521,.487,1070,81,.285,284,329,29,25,156,602,.445,1354,228,.752,303,80,80,2699,34,197,1513,SG,148,198,190,DAL,.475
142,James Ennis,70,.461,152,31,.326,95,48,24,17,125,101,.409,247,79,.840,94,62,3,1051,51,89,312,SF,25,39,176,MIA,.472
143,Tyler Ennis,40,.396,101,12,.279,43,73,20,5,28,52,.361,144,5,.714,7,33,1,411,7,36,121,PG,18,42,35,TOT,.403
144,Jeremy Evans,30,.566,53,2,.400,5,13,27,12,45,32,.552,58,24,.828,29,38,0,266,26,29,90,SF,11,5,71,UTA,.569
145,Reggie Evans,58,.430,135,0,.000,2,32,34,5,202,58,.423,137,60,.619,97,47,7,764,97,91,176,PF,22,45,299,SAC,.423
146,Tyreke Evans,452,.482,938,69,.304,227,521,25,37,334,521,.447,1165,202,.694,291,79,76,2690,82,198,1313,SG,100,246,416,NOP,.477
147,Dante Exum,62,.408,152,83,.314,264,198,19,14,104,145,.349,416,20,.625,32,82,41,1817,27,147,393,PG,41,118,131,UTA,.448
148,Festus Ezeli,76,.547,139,0,,0,9,25,42,95,76,.547,139,49,.628,78,46,7,504,60,77,201,C,7,32,155,GSW,.547
149,Kenneth Faried,372,.511,728,1,.125,8,89,25,57,426,373,.507,736,199,.691,288,75,71,2086,242,211,946,PF,62,118,668,DEN,.507
150,Jordan Farmar,26,.426,61,35,.361,97,67,28,5,34,61,.386,158,10,.909,11,36,0,529,8,52,167,PG,20,32,42,LAC,.497
151,Derrick Favors,481,.527,912,1,.167,6,112,23,123,411,482,.525,918,222,.669,332,74,74,2280,196,210,1187,PF,60,121,607,UTA,.526
152,Raymond Felton,33,.458,72,10,.294,34,41,30,4,24,43,.406,106,12,.800,15,29,3,281,2,17,108,PG,11,18,26,DAL,.453
153,Landry Fields,19,.487,39,1,.500,2,15,26,0,16,20,.488,41,5,.833,6,26,9,216,10,9,46,SF,11,8,26,TOR,.500
154,Evan Fournier,168,.480,350,85,.378,225,120,22,2,125,253,.440,575,107,.728,147,58,32,1661,28,116,698,SG,40,82,153,ORL,.514
155,Randy Foye,54,.388,139,94,.357,263,119,31,11,76,148,.368,402,45,.818,55,50,21,1087,9,97,435,SG,34,60,85,DEN,.485
156,Jamaal Franklin,0,,0,1,.500,2,3,23,1,1,1,.500,2,0,,0,3,0,13,1,4,3,SG,0,3,2,DEN,.750
157,Tim Frazier,16,.364,44,5,.294,17,60,24,0,22,21,.344,61,10,.476,21,11,3,239,6,26,57,PG,8,25,28,TOT,.385
158,Jimmer Fredette,54,.458,118,9,.188,48,58,25,2,32,63,.380,166,43,.956,45,50,0,509,8,43,178,PG,15,33,40,NOP,.407
159,Joel Freeland,74,.490,151,0,,0,16,27,23,129,74,.490,151,21,.840,25,48,8,617,62,93,169,C,9,23,191,POR,.490
160,Channing Frye,55,.390,141,136,.393,346,94,31,39,266,191,.392,487,31,.886,35,75,51,1870,27,191,549,PF,47,78,293,ORL,.532
161,Danilo Gallinari,121,.453,267,107,.355,301,83,26,20,187,228,.401,568,171,.895,191,59,27,1426,31,94,734,SF,47,57,218,DEN,.496
162,Langston Galloway,142,.424,335,62,.352,176,150,23,12,153,204,.399,511,63,.808,78,45,41,1457,37,129,533,PG,52,61,190,NYK,.460
163,Francisco Garcia,7,.389,18,10,.222,45,15,33,5,14,17,.270,63,1,.250,4,14,0,200,3,20,45,SF,9,10,17,HOU,.349
164,Kevin Garnett,142,.475,299,1,.143,7,77,38,17,263,143,.467,306,36,.800,45,47,47,952,48,109,323,PF,46,46,311,TOT,.469
165,Marc Gasol,527,.500,1055,3,.176,17,307,30,131,515,530,.494,1072,350,.795,440,81,81,2687,115,208,1413,C,70,176,630,MEM,.496
166,Pau Gasol,558,.495,1127,12,.462,26,210,34,147,699,570,.494,1153,294,.803,366,78,78,2681,220,147,1446,PF,25,158,919,CHI,.500
167,Rudy Gay,429,.479,896,79,.359,220,250,28,41,301,508,.455,1116,337,.858,393,68,67,2408,98,157,1432,SF,71,183,399,SAC,.491
168,Alonzo Gee,74,.490,151,13,.371,35,25,27,7,57,87,.468,186,54,.701,77,54,2,662,37,58,241,SF,35,33,94,TOT,.503
169,Paul George,9,.333,27,9,.409,22,6,24,1,18,18,.367,49,8,.727,11,6,0,91,4,11,53,SF,5,12,22,IND,.459
170,Taj Gibson,254,.502,506,0,,0,71,29,75,234,254,.502,506,132,.717,184,62,17,1692,162,162,640,PF,36,77,396,CHI,.502
171,Manu Ginobili,162,.489,331,89,.345,258,293,37,20,183,251,.426,589,147,.721,204,70,0,1587,28,138,738,SG,67,154,211,SAS,.502
172,Rudy Gobert,258,.607,425,0,.000,2,109,22,189,510,258,.604,427,170,.623,273,82,37,2158,265,175,686,C,64,111,775,UTA,.604
173,Drew Gooden,87,.401,217,23,.390,59,49,33,9,151,110,.399,276,34,.773,44,51,7,864,72,91,277,PF,21,28,223,WAS,.440
174,Archie Goodwin,67,.419,160,12,.293,41,44,20,9,47,79,.393,201,61,.735,83,41,2,535,27,55,231,SG,18,48,74,PHO,.423
175,Aaron Gordon,80,.500,160,13,.271,48,33,19,22,123,93,.447,208,44,.721,61,47,8,797,46,83,243,PF,21,38,169,ORL,.478
176,Ben Gordon,94,.475,198,35,.361,97,50,31,1,57,129,.437,295,56,.836,67,56,0,790,6,60,349,SG,14,55,63,ORL,.497
177,Drew Gordon,8,.500,16,0,.000,3,2,24,0,11,8,.421,19,1,.500,2,9,0,71,7,7,17,PF,1,8,18,PHI,.421
178,Eric Gordon,144,.380,379,141,.448,315,229,26,14,131,285,.411,694,107,.805,133,61,60,2018,28,145,818,SG,50,122,159,NOP,.512
179,Marcin Gortat,439,.569,772,0,.000,3,97,30,110,537,439,.566,775,123,.703,175,82,82,2453,180,191,1001,C,49,100,717,WAS,.566
180,Danny Granger,35,.449,78,30,.357,84,17,31,6,60,65,.401,162,28,.757,37,30,6,613,20,67,188,SF,13,24,80,MIA,.494
181,Jerami Grant,75,.383,196,49,.314,156,79,20,68,149,124,.352,352,114,.591,193,65,11,1377,49,144,411,SF,40,85,198,PHI,.422
182,Danny Green,131,.466,281,191,.418,457,158,27,87,289,322,.436,738,111,.874,127,81,80,2312,54,163,946,SG,101,93,343,SAS,.566
183,Draymond Green,228,.523,436,111,.337,329,291,24,99,533,339,.443,765,132,.660,200,79,79,2490,114,253,921,PF,123,133,647,GSW,.516
