,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
137,Christian Eyenga,5,.227,22,1,.333,3,5,22,5,10,6,.240,25,4,.500,8,7,0,102,4,7,17,SF,3,3,14,TOT,.260
138,Kenneth Faried,181,.586,309,0,,0,36,22,47,210,181,.586,309,109,.665,164,46,39,1037,142,116,471,PF,34,54,352,DEN,.586
139,Jordan Farmar,92,.484,190,55,.440,125,129,25,2,54,147,.467,315,57,.905,63,39,5,831,7,49,406,PG,24,68,61,NJN,.554
140,Derrick Favors,222,.499,445,0,,0,43,20,65,267,222,.499,445,126,.649,194,65,9,1376,158,145,570,PF,38,103,425,UTA,.499
141,Raymond Felton,199,.453,439,62,.305,203,390,27,10,122,261,.407,642,100,.806,124,60,56,1906,27,122,684,PG,78,170,149,POR,.455
142,Rudy Fernandez,59,.573,103,40,.328,122,75,26,3,56,99,.440,225,30,.698,43,31,1,710,9,37,268,SG,31,40,65,DEN,.529
143,Kyrylo Fesenko,2,.400,5,0,,0,1,25,0,7,2,.400,5,4,.667,6,3,0,17,2,2,8,C,2,0,9,IND,.400
144,Landry Fields,205,.523,392,31,.256,121,169,23,17,219,236,.460,513,77,.562,137,66,62,1894,59,99,580,SG,79,102,278,NYK,.490
145,Derek Fisher,94,.393,239,35,.321,109,170,37,4,109,129,.371,348,57,.851,67,63,43,1508,12,117,350,PG,51,73,121,TOT,.421
146,Jonny Flynn,36,.371,97,10,.294,34,96,22,2,31,46,.351,131,29,.744,39,29,1,416,8,23,131,PG,6,36,39,TOT,.389
147,Jeff Foote,2,.333,6,0,,0,0,24,1,5,2,.333,6,0,,0,4,0,39,1,5,4,C,0,2,6,NOH,.333
148,Gary Forbes,83,.441,188,29,.349,83,54,26,4,75,112,.413,271,66,.725,91,48,2,713,27,56,319,SG,24,54,102,TOR,.467
149,T.J. Ford,17,.486,35,2,.250,8,45,28,2,15,19,.442,43,11,.786,14,14,0,191,3,23,51,PG,9,23,18,SAS,.465
150,Courtney Fortson,8,.421,19,3,.231,13,10,23,0,9,11,.344,32,10,.667,15,10,0,95,6,5,35,PG,3,10,15,TOT,.391
151,Jeff Foster,8,.471,17,1,1.000,1,4,35,1,24,9,.500,18,6,.667,9,11,0,141,18,26,25,C,8,7,42,IND,.528
152,Randy Foye,129,.410,315,127,.386,329,146,28,24,113,256,.398,644,73,.859,85,65,48,1682,25,130,712,SG,46,73,138,LAC,.496
153,Jimmer Fredette,94,.409,230,78,.361,216,108,22,3,56,172,.386,446,40,.833,48,61,7,1135,17,73,462,PG,30,67,73,SAC,.473
154,Channing Frye,164,.469,350,91,.346,263,88,28,70,308,255,.416,613,73,.890,82,64,59,1669,71,176,674,PF,42,63,379,PHO,.490
155,Dan Gadzuric,0,.000,2,0,,0,0,33,1,4,0,.000,2,0,.000,2,2,0,13,1,4,0,C,1,1,5,NYK,.000
156,Sundiata Gaines,74,.392,189,28,.341,82,126,25,2,81,102,.376,271,59,.615,96,57,12,793,27,58,291,SG,55,52,108,NJN,.428
157,Danilo Gallinari,133,.470,283,60,.328,183,116,23,23,174,193,.414,466,182,.871,209,43,40,1351,28,86,628,SF,42,68,202,DEN,.479
158,Francisco Garcia,48,.490,98,38,.290,131,31,30,37,88,86,.376,229,24,.800,30,49,3,798,11,73,234,SF,36,22,99,SAC,.459
159,Kevin Garnett,388,.505,768,3,.333,9,175,35,61,428,391,.503,777,162,.857,189,60,60,1864,66,141,947,C,56,107,494,BOS,.505
160,Marc Gasol,356,.489,728,1,.083,12,204,27,121,459,357,.482,740,237,.748,317,65,65,2370,120,201,952,C,62,121,579,MEM,.483
161,Pau Gasol,452,.508,890,7,.259,27,237,31,88,495,459,.501,917,204,.782,261,65,65,2430,183,127,1129,PF,37,142,678,LAL,.504
162,Rudy Gay,431,.482,894,54,.312,173,147,25,55,287,485,.455,1067,208,.791,263,65,65,2422,130,138,1232,SF,95,161,417,MEM,.480
163,Alonzo Gee,183,.442,414,44,.321,137,113,24,17,221,227,.412,551,167,.788,212,63,31,1827,101,149,665,SG,83,114,322,CLE,.452
164,Paul George,191,.472,405,90,.385,234,158,21,38,314,281,.440,639,146,.802,182,66,66,1958,56,191,798,SG,108,117,370,IND,.510
165,Daniel Gibson,32,.294,109,55,.396,139,76,25,16,90,87,.351,248,34,.791,43,35,7,916,11,69,263,SG,26,45,101,CLE,.462
166,Taj Gibson,200,.495,404,0,,0,47,26,81,197,200,.495,404,84,.622,135,63,0,1284,135,131,484,PF,27,60,332,CHI,.495
167,Manu Ginobili,98,.616,159,52,.413,126,151,34,12,98,150,.526,285,88,.871,101,34,7,792,18,56,440,SG,24,64,116,SAS,.618
168,Mickell Gladness,25,.424,59,0,,0,5,25,20,44,25,.424,59,6,.500,12,26,7,252,14,32,56,PF,4,7,58,TOT,.424
169,Ryan Gomes,27,.409,66,4,.138,29,12,29,0,47,31,.326,95,8,.727,11,32,2,425,14,34,74,SF,16,15,61,LAC,.347
170,Drew Gooden,271,.450,602,16,.291,55,144,30,34,233,287,.437,657,176,.846,208,56,46,1469,130,112,766,C,46,109,363,MIL,.449
171,Ben Gordon,171,.446,383,63,.429,147,127,28,11,107,234,.442,530,117,.860,136,52,21,1398,14,114,648,SG,34,115,121,DET,.501
172,Eric Gordon,53,.530,100,10,.250,40,31,23,4,23,63,.450,140,49,.754,65,9,9,310,2,20,185,PG,13,24,25,NOH,.486
173,Marcin Gortat,427,.557,767,0,.000,2,59,27,99,474,427,.555,769,163,.649,251,66,66,2114,185,142,1017,C,48,90,659,PHO,.555
174,Andrew Goudelock,40,.404,99,28,.373,75,20,23,0,26,68,.391,174,11,.917,12,40,0,419,5,32,175,SG,4,21,31,LAL,.471
175,Danny Granger,268,.434,618,123,.381,323,109,28,40,228,391,.416,941,254,.873,291,62,62,2062,79,144,1159,SF,62,110,307,IND,.481
176,Aaron Gray,83,.516,161,0,,0,27,27,17,198,83,.516,161,25,.532,47,49,40,813,83,127,191,C,22,51,281,TOR,.516
177,Danny Green,109,.449,243,102,.436,234,86,24,46,174,211,.442,477,79,.790,100,66,38,1522,54,107,603,SG,58,67,228,SAS,.549
178,Gerald Green,111,.529,210,43,.391,110,34,26,17,93,154,.481,320,49,.754,65,31,2,781,15,80,400,SF,28,55,108,NJN,.548
179,Willie Green,103,.486,212,50,.442,113,40,30,6,65,153,.471,325,48,.857,56,53,2,922,15,74,404,SG,23,33,80,ATL,.548
180,Donte Greene,83,.516,161,25,.238,105,34,23,29,114,108,.406,266,44,.800,55,53,7,777,19,67,285,PF,18,32,133,SAC,.453
181,Blake Griffin,559,.556,1006,2,.125,16,210,22,48,499,561,.549,1022,244,.521,468,66,66,2392,218,216,1368,PF,54,150,717,LAC,.550
182,Hamed Haddadi,26,.553,47,0,.000,1,8,26,26,43,26,.542,48,18,.692,26,35,0,206,28,43,70,C,1,21,71,MEM,.542
183,Jordan Hamilton,31,.484,64,17,.362,47,20,21,3,51,48,.432,111,2,.400,5,26,2,258,11,15,115,SF,4,16,62,DEN,.509
184,Richard Hamilton,123,.466,264,17,.370,46,84,33,1,46,140,.452,310,29,.784,37,28,28,697,20,56,326,SG,12,49,66,CHI,.479
