,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
14,Joel Anthony,76,.478,159,0,,0,12,27,109,126,76,.478,159,66,.717,92,80,16,1322,123,158,218,C,20,45,249,MIA,.478
15,Gilbert Arenas,190,.437,435,63,.348,181,230,28,9,116,253,.411,616,153,.739,207,32,32,1169,17,95,722,PG,41,117,133,WAS,.462
16,Trevor Ariza,258,.436,592,136,.334,407,276,24,40,325,394,.394,999,148,.649,228,72,71,2629,78,162,1072,SF,126,161,403,HOU,.462
17,Hilton Armstrong,28,.359,78,0,.000,1,21,25,12,54,28,.354,79,15,.469,32,33,0,335,27,59,71,PF-C,15,22,81,TOT,.354
18,Carlos Arroyo,171,.489,350,7,.280,25,225,30,6,104,178,.475,375,76,.844,90,72,35,1585,26,102,439,PG,36,54,130,MIA,.484
19,Darrell Arthur,63,.434,145,0,.000,1,15,21,14,73,63,.432,146,17,.567,30,32,1,457,37,60,143,PF,14,22,110,MEM,.432
20,Chucky Atkins,35,.417,84,22,.301,73,91,35,0,24,57,.363,157,25,.926,27,40,11,644,5,53,161,PG,17,32,29,DET,.433
21,D.J. Augustin,98,.381,257,70,.393,178,193,22,5,86,168,.386,435,102,.779,131,80,2,1472,11,127,508,PG,45,74,97,CHA,.467
22,Jeff Ayres,43,.662,65,0,,0,1,22,16,73,43,.662,65,18,.900,20,39,4,405,25,76,104,C,7,12,98,POR,.662
23,Kelenna Azubuike,38,.623,61,10,.370,27,10,26,9,29,48,.545,88,19,.679,28,9,7,231,12,16,125,SF,5,7,41,GSW,.602
24,Renaldo Balkman,6,.545,11,0,.000,7,7,25,2,19,6,.333,18,2,.333,6,13,1,91,4,16,14,SF,8,6,23,DEN,.333
25,Marcus Banks,32,.653,49,7,.292,24,26,28,2,20,39,.534,73,24,.828,29,22,0,244,3,30,109,PG,12,20,23,TOR,.582
26,Leandro Barbosa,111,.485,229,44,.324,136,64,27,12,58,155,.425,365,64,.877,73,44,5,786,11,71,418,PG,23,46,69,PHO,.485
27,J.J. Barea,176,.476,370,56,.357,157,258,25,6,129,232,.440,527,76,.844,90,78,18,1546,17,119,596,PG,35,102,146,DAL,.493
28,Andrea Bargnani,416,.509,818,121,.372,325,93,24,111,388,537,.470,1143,181,.774,234,80,80,2799,105,215,1376,PF,25,120,493,TOR,.523
29,Matt Barnes,205,.586,350,66,.319,207,134,29,30,339,271,.487,557,108,.740,146,81,58,2097,106,185,716,SF,59,112,445,ORL,.546
30,Earl Barron,30,.441,68,0,,0,8,28,4,46,30,.441,68,22,.759,29,7,6,232,31,24,82,C,4,11,77,NYK,.441
31,Brandon Bass,119,.511,233,0,,0,19,24,27,73,119,.511,233,52,.825,63,50,3,648,54,69,290,PF,12,31,127,ORL,.511
32,Tony Battie,13,.361,36,1,.250,4,3,33,2,19,14,.350,40,7,.700,10,15,0,134,4,19,36,C,4,3,23,NJN,.363
33,Shane Battier,77,.458,168,101,.362,279,164,31,76,238,178,.398,447,77,.726,106,67,62,2168,74,139,534,SG,53,64,312,HOU,.511
34,Nicolas Batum,85,.625,136,54,.409,132,44,21,25,109,139,.519,268,43,.843,51,37,25,918,32,83,375,SF,24,27,141,POR,.619
35,Jerryd Bayless,171,.437,391,29,.315,92,172,21,5,102,200,.414,483,201,.831,242,74,11,1304,18,152,630,SG,26,94,120,POR,.444
36,Michael Beasley,440,.469,938,28,.275,102,100,21,49,375,468,.450,1040,192,.800,240,78,78,2328,123,221,1156,PF,80,131,498,MIA,.463
37,Rodrigue Beaubois,110,.582,189,45,.409,110,74,21,12,66,155,.518,299,42,.808,52,56,16,700,12,84,397,PG,29,54,78,DAL,.594
38,Marco Belinelli,94,.425,221,60,.380,158,89,23,5,81,154,.406,379,101,.835,121,66,1,1121,14,80,469,SG,42,60,95,TOR,.485
39,Charlie Bell,96,.395,243,73,.365,200,104,30,12,101,169,.381,443,48,.716,67,71,39,1611,31,136,459,SG,39,54,132,MIL,.464
40,Raja Bell,16,.471,34,12,.444,27,13,33,2,18,28,.459,61,3,1.000,3,6,5,180,5,15,71,SG,4,5,23,TOT,.557
41,Jonathan Bender,26,.426,61,14,.359,39,16,29,17,37,40,.400,100,24,.923,26,25,1,292,15,33,118,SF,2,28,52,NYK,.470
42,Mike Bibby,142,.444,320,126,.389,324,310,31,3,164,268,.416,644,68,.861,79,80,80,2195,20,157,730,PG,67,90,184,ATL,.514
43,Andris Biedrins,81,.591,137,0,,0,57,23,44,196,81,.591,137,4,.160,25,33,29,763,63,117,166,C,20,32,259,GSW,.591
44,Chauncey Billups,245,.441,555,157,.386,407,409,33,9,203,402,.418,962,466,.910,512,73,73,2490,25,153,1427,PG,82,177,228,DEN,.499
45,DeJuan Blair,275,.558,493,0,.000,2,65,20,39,326,275,.556,495,88,.547,161,82,23,1494,200,224,638,PF,50,112,526,SAS,.556
46,Steve Blake,101,.443,228,116,.395,294,380,29,6,166,217,.416,522,36,.750,48,80,38,2159,21,123,586,PG,58,128,187,TOT,.527
47,Andray Blatche,465,.487,955,13,.295,44,170,23,71,351,478,.478,999,174,.744,234,81,36,2256,158,218,1143,PF,85,182,509,WAS,.485
48,Keith Bogans,50,.490,102,70,.357,196,95,29,12,151,120,.403,298,37,.740,50,79,50,1559,25,156,347,SF,45,53,176,SAS,.520
49,Andrew Bogut,473,.521,908,0,.000,2,127,25,175,493,473,.520,910,149,.629,237,69,69,2229,208,222,1095,C,39,131,701,MIL,.520
50,Matt Bonner,76,.539,141,90,.390,231,68,29,24,162,166,.446,372,35,.729,48,65,8,1161,52,109,457,PF,30,39,214,SAS,.567
51,Josh Boone,117,.525,223,0,,0,29,25,48,191,117,.525,223,19,.328,58,63,28,1045,124,111,253,PF,30,37,315,NJN,.525
52,Carlos Boozer,617,.562,1098,0,,0,247,28,36,693,617,.562,1098,285,.742,384,78,78,2673,181,270,1519,PF,84,212,874,UTA,.562
53,Chris Bosh,592,.521,1136,8,.364,22,166,25,68,554,600,.518,1158,470,.797,590,70,70,2526,205,170,1678,C,43,169,759,TOR,.522
54,Ryan Bowen,1,1.000,1,0,,0,0,34,0,1,1,1.000,1,2,1.000,2,1,0,8,1,2,4,SF,1,0,2,OKC,1.000
55,Earl Boykins,153,.446,343,19,.317,60,171,33,3,58,172,.427,403,77,.865,89,67,1,1117,17,48,440,PG,24,69,75,WAS,.450
56,Elton Brand,412,.481,857,0,.000,1,109,30,80,282,412,.480,858,172,.738,233,76,57,2297,179,232,996,PF,82,131,461,PHI,.480
57,Corey Brewer,327,.459,712,82,.346,237,193,23,29,209,409,.431,949,166,.648,256,82,82,2482,70,224,1066,SG,117,164,279,MIN,.474
58,Ronnie Brewer,201,.505,398,8,.258,31,154,24,15,142,209,.487,429,85,.639,133,58,53,1742,45,80,511,SG,91,53,187,TOT,.497
59,Primoz Brezec,9,.346,26,0,,0,1,30,3,13,9,.346,26,1,.167,6,21,0,95,12,19,19,C,1,2,25,TOT,.346
60,Jon Brockman,55,.534,103,0,,0,22,22,5,108,55,.534,103,37,.597,62,52,4,654,105,115,147,PF,15,23,213,SAC,.534
61,Aaron Brooks,366,.454,806,209,.398,525,434,25,14,161,575,.432,1331,245,.822,298,82,82,2919,54,199,1604,PG,69,232,215,HOU,.511
62,Bobby Brown,62,.446,139,26,.265,98,88,25,1,29,88,.371,237,13,.867,15,45,0,519,9,42,215,PG,15,46,38,TOT,.426
63,Derrick Brown,66,.471,140,2,.286,7,19,22,10,47,68,.463,147,48,.667,72,57,0,535,31,53,186,SF,21,19,78,CHA,.469
64,Devin Brown,78,.396,197,58,.354,164,65,31,6,95,136,.377,361,69,.802,86,50,37,1060,29,72,399,SG,33,62,124,TOT,.457
65,Kwame Brown,62,.504,123,0,.000,1,22,27,12,124,62,.500,124,33,.337,98,48,1,660,53,93,157,C,15,43,177,DET,.500
66,Shannon Brown,191,.474,403,62,.328,189,108,24,31,153,253,.427,592,99,.818,121,82,7,1700,30,129,667,SG,57,67,183,LAL,.480
67,Kobe Bryant,617,.487,1268,99,.329,301,365,31,20,313,716,.456,1569,439,.811,541,73,73,2835,78,187,1970,SG,113,233,391,LAL,.488
68,Chase Budinger,157,.497,316,92,.369,249,88,21,11,182,249,.441,565,67,.770,87,74,4,1488,38,85,657,SF,34,48,220,HOU,.522
69,Caron Butler,408,.450,906,42,.290,145,156,29,24,357,450,.428,1051,264,.838,315,74,74,2783,104,193,1206,SF-SG,116,160,461,TOT,.448
70,Rasual Butler,211,.482,438,145,.336,432,116,30,68,201,356,.409,870,122,.841,145,82,64,2702,39,121,979,SF,36,79,240,LAC,.493
71,Andrew Bynum,392,.571,687,0,.000,1,68,22,94,364,392,.570,688,193,.739,261,65,65,1977,177,193,977,C,35,115,541,LAL,.570
72,Will Bynum,225,.470,479,12,.218,55,283,27,7,118,237,.444,534,142,.798,178,63,20,1667,24,143,628,PG,55,115,142,DET,.455
73,Jose Calderon,206,.519,397,68,.398,171,404,28,7,119,274,.482,568,83,.798,104,68,39,1817,23,135,699,PG,47,99,142,TOR,.542
74,Marcus Camby,236,.478,494,2,.286,7,186,35,146,622,238,.475,501,78,.639,122,74,74,2314,249,161,556,PF-C,95,91,871,TOT,.477
75,Brian Cardinal,11,.407,27,3,.333,9,24,32,3,22,14,.389,36,17,.944,18,29,0,267,7,56,48,PF,9,7,29,MIN,.431
76,Rodney Carney,72,.490,147,41,.304,135,37,25,20,111,113,.401,282,52,.825,63,68,0,857,26,79,319,SG,25,21,137,PHI,.473
77,DeMarre Carroll,88,.407,216,0,.000,6,33,23,9,97,88,.396,222,33,.623,53,71,1,795,53,107,209,SF,28,24,150,MEM,.396
78,Matt Carroll,14,.452,31,4,.211,19,6,29,0,8,18,.360,50,6,1.000,6,25,0,121,4,13,46,SG,5,7,12,DAL,.400
79,Anthony Carter,59,.500,118,17,.270,63,160,34,13,72,76,.420,181,11,.846,13,54,7,859,17,72,180,PG,39,58,89,DEN,.467
80,Vince Carter,315,.456,691,119,.367,324,236,33,18,260,434,.428,1015,257,.840,306,75,74,2310,33,189,1244,SG,53,106,293,ORL,.486
81,Omri Casspi,225,.480,469,75,.369,203,95,21,17,274,300,.446,672,117,.672,174,77,31,1931,75,125,792,SF,54,98,349,SAC,.502
82,Mario Chalmers,107,.491,218,75,.318,236,246,23,12,110,182,.401,454,82,.745,110,73,22,1807,25,175,521,PG,91,123,135,MIA,.483
83,Tyson Chandler,109,.574,190,0,,0,16,27,55,206,109,.574,190,115,.732,157,51,27,1163,114,138,333,C,17,91,320,CHA,.574
84,Wilson Chandler,372,.524,710,40,.267,150,138,22,49,255,412,.479,860,129,.806,160,65,64,2320,93,184,993,SG,46,108,348,NYK,.502
85,Earl Clark,54,.370,146,2,.400,5,21,22,13,44,56,.371,151,26,.722,36,51,0,383,18,25,140,PF,7,23,62,PHO,.377
86,Jarron Collins,12,.387,31,0,,0,6,31,3,40,12,.387,31,10,.400,25,34,10,261,22,42,34,C,2,10,62,PHO,.387
87,Jason Collins,8,.364,22,0,.000,1,4,31,2,9,8,.348,23,0,.000,2,24,0,115,5,21,16,C,3,5,14,ATL,.348
88,Mardy Collins,43,.387,111,4,.235,17,44,25,1,37,47,.367,128,13,.619,21,43,0,470,13,45,111,SG,23,32,50,LAC,.383
89,Darren Collison,330,.490,674,46,.400,115,432,22,4,151,376,.477,789,148,.851,174,76,37,2109,41,92,946,PG,78,202,192,NOH,.506
90,Nick Collison,181,.593,305,1,.250,4,38,29,48,232,182,.589,309,74,.692,107,75,5,1557,152,230,439,C,37,63,384,OKC,.591
91,Mike Conley,287,.464,618,82,.387,212,425,22,12,161,369,.445,830,139,.743,187,80,80,2569,30,178,959,PG,109,170,191,MEM,.494
92,Will Conroy,3,.429,7,0,.000,3,7,27,0,3,3,.300,10,0,.000,2,5,0,36,0,5,6,PG,0,4,3,HOU,.300
93,Brian Cook,5,.357,14,2,.222,9,1,29,2,8,7,.304,23,5,.714,7,15,0,44,1,5,21,PF,0,6,9,HOU,.348
94,Daequan Cook,41,.323,127,40,.317,126,43,22,10,73,81,.320,253,21,.840,25,45,3,691,9,50,223,SG,14,24,82,MIA,.399
95,Jamal Crawford,333,.491,678,163,.382,427,238,29,12,167,496,.449,1105,270,.857,315,79,0,2460,34,132,1425,SG,61,137,201,ATL,.523
96,Dante Cunningham,106,.500,212,0,.000,2,14,22,22,106,106,.495,214,31,.646,48,63,2,707,54,97,243,PF,24,15,160,POR,.495
97,Eddy Curry,8,.381,21,0,,0,0,27,1,9,8,.381,21,10,.588,17,7,0,62,4,13,26,C,0,13,13,NYK,.381
98,JamesOn Curry,0,,0,0,,0,0,24,0,0,0,,0,0,,0,1,0,0,0,0,0,PG,0,0,0,LAC,
99,Stephen Curry,362,.474,763,166,.437,380,472,21,19,308,528,.462,1143,177,.885,200,80,77,2896,48,252,1399,PG,152,243,356,GSW,.535
100,Samuel Dalembert,285,.545,523,0,,0,64,28,151,545,285,.545,523,97,.729,133,82,80,2124,239,252,667,C,42,123,784,PHI,.545
101,Erick Dampier,132,.629,210,1,.333,3,31,34,77,272,133,.624,213,61,.604,101,55,47,1280,128,153,328,C,15,61,400,DAL,.627
102,Marquis Daniels,118,.534,221,6,.214,28,66,29,6,68,124,.498,249,34,.607,56,51,4,937,27,91,288,SF,27,42,95,BOS,.510
103,Baron Davis,330,.459,719,82,.277,296,598,30,43,214,412,.406,1015,239,.821,291,75,73,2523,52,210,1145,PG,126,211,266,LAC,.446
104,Glen Davis,122,.444,275,0,.000,4,35,24,14,104,122,.437,279,96,.696,138,54,1,933,101,132,340,PF,21,53,205,BOS,.437
105,Paul Davis,2,.500,4,0,,0,3,25,1,0,2,.500,4,1,.500,2,2,0,8,0,0,5,PF,0,0,0,WAS,.500
106,Ricky Davis,46,.455,101,16,.381,42,39,30,3,47,62,.434,143,18,.581,31,36,2,499,10,39,158,SF,11,29,57,LAC,.490
107,Austin Daye,108,.540,200,29,.305,95,34,21,26,140,137,.464,295,46,.821,56,69,4,915,34,114,349,SF,25,48,174,DET,.514
108,Carlos Delfino,165,.450,367,134,.367,365,202,27,21,343,299,.408,732,93,.782,119,75,66,2279,51,138,825,SF,80,119,394,MIL,.500
109,Luol Deng,441,.474,931,32,.386,83,143,24,61,381,473,.466,1014,252,.764,330,70,69,2651,131,129,1230,SF,66,134,512,CHI,.482
110,DeMar DeRozan,251,.506,496,4,.250,16,53,20,18,157,255,.498,512,148,.763,194,77,65,1664,66,176,662,SG,43,62,223,TOR,.502
111,Boris Diaw,307,.541,567,66,.320,206,325,27,57,293,373,.483,773,113,.769,147,82,82,2906,131,219,925,PF,60,178,424,CHA,.525
112,Yakhouba Diawara,1,.250,4,1,.167,6,3,27,0,3,2,.200,10,0,,0,6,2,44,1,8,5,SG,1,3,4,MIA,.250
113,Travis Diener,1,.333,3,1,.143,7,8,27,0,3,2,.200,10,1,.250,4,9,0,51,0,2,6,PG,4,0,3,TOT,.250
114,DeSagana Diop,15,.517,29,0,,0,5,28,14,41,15,.517,29,2,.222,9,27,0,262,24,31,32,C,5,12,65,CHA,.517
115,Keyon Dooling,70,.419,167,59,.376,157,135,29,0,46,129,.398,324,47,.770,61,53,8,971,8,82,364,PG,34,59,54,NJN,.489
116,Joey Dorsey,9,.450,20,0,,0,2,26,2,27,9,.450,20,5,.417,12,15,0,106,16,21,23,PF,3,6,43,TOT,.450
117,Toney Douglas,111,.514,216,68,.389,175,112,23,3,68,179,.458,391,55,.809,68,56,12,1087,40,116,481,PG,42,55,108,NYK,.545
118,Chris Douglas-Roberts,241,.464,519,14,.259,54,93,23,19,153,255,.445,573,133,.847,157,67,38,1730,45,101,657,SF,55,97,198,NJN,.457
119,Goran Dragic,148,.488,303,74,.394,188,241,23,8,133,222,.452,491,117,.736,159,80,2,1442,38,131,635,PG,48,126,171,PHO,.527
120,Jared Dudley,105,.461,228,120,.458,262,115,24,16,182,225,.459,490,104,.754,138,82,1,1991,99,162,674,SF,81,68,281,PHO,.582
121,Chris Duhon,78,.404,193,90,.349,258,378,27,3,150,168,.373,451,68,.716,95,67,59,2072,28,83,494,PG,59,110,178,NYK,.472
122,Tim Duncan,559,.522,1071,2,.182,11,246,33,117,567,561,.518,1082,271,.725,374,78,77,2438,221,152,1395,C,45,140,788,SAS,.519
123,Mike Dunleavy,154,.478,322,75,.318,236,103,29,15,211,229,.410,558,133,.842,158,67,15,1486,25,105,666,SF,38,72,236,IND,.478
124,Kevin Durant,666,.506,1317,128,.365,351,231,21,84,518,794,.476,1668,756,.900,840,82,82,3239,105,171,2472,SF,112,271,623,OKC,.514
125,Wayne Ellington,126,.441,286,64,.395,162,74,22,5,126,190,.424,448,61,.871,70,76,1,1384,33,72,505,SG,20,74,159,MIN,.496
126,Monta Ellis,554,.470,1178,77,.338,228,340,24,25,210,631,.449,1406,292,.753,388,64,64,2647,47,189,1631,SG,143,244,257,GSW,.476
127,Francisco Elson,5,.333,15,0,,0,2,33,0,8,5,.333,15,2,.400,5,12,0,66,6,7,12,C,1,1,14,TOT,.333
128,Maurice Evans,118,.527,224,57,.337,169,48,31,17,95,175,.445,393,46,.754,61,79,5,1317,59,125,453,SF,34,20,154,ATL,.518
129,Reggie Evans,34,.493,69,0,,0,8,29,4,75,34,.493,69,27,.450,60,28,1,311,30,44,95,PF,14,22,105,TOR,.493
130,Tyreke Evans,497,.485,1024,36,.255,141,414,20,26,314,533,.458,1165,348,.748,465,72,72,2677,66,204,1450,SG,109,216,380,SAC,.473
131,Jordan Farmar,138,.483,286,86,.376,229,127,23,11,117,224,.435,515,57,.671,85,82,0,1474,14,109,591,PG,52,72,131,LAL,.518
132,Raymond Felton,328,.475,690,60,.385,156,446,25,22,235,388,.459,846,132,.763,173,80,80,2643,53,172,968,PG,123,168,288,CHA,.494
133,Rudy Fernandez,62,.395,157,98,.368,266,127,24,11,129,160,.378,423,85,.867,98,62,2,1441,35,87,503,SG,62,72,164,POR,.494
134,Kyrylo Fesenko,52,.553,94,0,.000,1,15,23,19,57,52,.547,95,24,.421,57,49,5,408,33,78,128,C,6,24,90,UTA,.547
135,Michael Finley,49,.480,102,32,.390,82,43,36,6,65,81,.440,184,8,.533,15,46,7,709,6,33,202,SF,10,21,71,TOT,.527
136,Derek Fisher,134,.401,334,78,.348,224,201,35,9,145,212,.380,558,113,.856,132,82,82,2227,25,202,615,PG,90,78,170,LAL,.450
137,Jonny Flynn,320,.434,737,77,.358,215,356,20,2,167,397,.417,952,223,.826,270,81,81,2339,24,98,1094,PG,82,233,191,MIN,.457
138,T.J. Ford,178,.484,368,8,.160,50,180,26,11,108,186,.445,418,104,.770,135,47,32,1189,41,102,484,PG,44,90,149,IND,.455
139,Jeff Foster,22,.489,45,0,.000,1,21,33,4,47,22,.478,46,5,.556,9,16,3,255,34,45,49,C,3,14,81,IND,.478
140,Randy Foye,193,.442,437,63,.346,182,228,26,10,114,256,.414,619,129,.890,145,70,38,1667,16,123,704,PG,33,94,130,WAS,.464
141,Channing Frye,145,.466,311,172,.439,392,113,26,74,361,317,.451,703,98,.810,121,81,41,2190,66,263,904,C,64,73,427,PHO,.573
142,Dan Gadzuric,39,.438,89,0,,0,12,31,13,54,39,.438,89,10,.400,25,32,6,314,38,63,88,C,9,15,92,MIL,.438
143,Sundiata Gaines,31,.554,56,7,.269,26,39,23,0,23,38,.463,82,23,.500,46,32,0,217,6,17,106,PG,12,14,29,UTA,.506
144,Danilo Gallinari,206,.469,439,186,.381,488,135,21,58,333,392,.423,927,251,.818,307,81,74,2747,65,191,1221,SF,75,110,398,NYK,.523
145,Francisco Garcia,59,.504,117,23,.390,59,45,28,19,55,82,.466,176,15,.882,17,25,4,575,11,49,202,SG,10,21,66,SAC,.531
146,Kevin Garnett,401,.523,767,1,.200,5,185,33,57,428,402,.521,772,185,.837,221,69,69,2060,78,170,990,PF,68,101,506,BOS,.521
147,Marc Gasol,378,.582,650,0,.000,1,165,25,109,432,378,.581,651,252,.670,376,69,69,2469,208,254,1008,C,69,135,640,MEM,.581
148,Pau Gasol,452,.539,839,0,.000,5,218,29,113,491,452,.536,844,286,.790,362,65,65,2403,243,152,1190,C,37,143,734,LAL,.536
149,Rudy Gay,534,.492,1086,66,.327,202,153,23,64,357,600,.466,1288,301,.753,400,80,80,3175,115,201,1567,SF,118,169,472,MEM,.491
150,Alonzo Gee,21,.420,50,7,.778,9,7,22,1,18,28,.475,59,18,.621,29,11,2,182,15,13,81,SG,7,10,33,WAS,.534
151,Devean George,41,.494,83,48,.390,123,32,32,10,93,89,.432,206,16,.696,23,45,4,761,21,89,242,SF,41,15,114,GSW,.549
152,Daniel Gibson,54,.454,119,71,.477,149,70,23,7,60,125,.466,268,34,.694,49,56,10,1068,13,79,355,PG,25,36,73,CLE,.599
153,Taj Gibson,311,.494,629,0,,0,70,24,104,385,311,.494,629,113,.646,175,82,70,2204,226,282,735,PF,50,114,611,CHI,.494
154,J.R. Giddens,28,.560,50,0,.000,10,13,24,2,35,28,.467,60,13,.565,23,32,1,239,16,29,69,SF,9,17,51,TOT,.467
155,Trey Gilder,1,1.000,1,0,,0,0,25,0,1,1,1.000,1,0,,0,2,0,5,0,0,2,SF,1,0,1,MEM,1.000
156,Manu Ginobili,266,.481,553,132,.377,350,370,32,24,216,398,.441,903,309,.870,355,75,21,2150,68,154,1237,SG,103,154,284,SAS,.514
157,Ryan Gomes,253,.475,533,74,.372,199,124,27,16,272,327,.447,732,104,.825,126,76,64,2210,76,155,832,SF,62,95,348,MIN,.497
158,Drew Gooden,287,.483,594,1,.125,8,47,28,58,335,288,.478,602,186,.861,216,70,33,1755,207,194,763,C-PF,41,108,542,TOT,.479
159,Ben Gordon,216,.465,465,75,.321,234,166,26,6,93,291,.416,699,198,.861,230,62,17,1730,26,147,855,SG,49,118,119,DET,.470
160,Eric Gordon,233,.503,463,119,.371,321,186,21,14,135,352,.449,784,222,.742,299,62,60,2229,25,96,1045,SG,69,144,160,LAC,.525
161,Marcin Gortat,121,.540,224,0,.000,3,17,25,70,237,121,.533,227,51,.680,75,81,0,1088,104,138,293,C,17,46,341,ORL,.533
162,Joey Graham,103,.545,189,2,.154,13,22,27,7,84,105,.520,202,54,.740,73,63,18,759,39,104,266,SF,23,43,123,DEN,.525
163,Stephen Graham,103,.542,190,16,.320,50,23,27,10,111,119,.496,240,42,.646,65,70,8,804,24,94,296,SG,20,36,135,CHA,.529
164,Danny Granger,330,.471,701,158,.361,438,171,26,51,275,488,.428,1139,363,.848,428,62,62,2278,67,183,1497,SF,94,157,342,IND,.498
165,Aaron Gray,42,.512,82,0,,0,22,25,11,61,42,.512,82,20,.714,28,32,0,311,45,54,104,C,9,18,106,TOT,.512
166,Danny Green,9,.529,17,6,.273,22,5,22,3,9,15,.385,39,4,.667,6,20,0,115,8,9,40,SG,6,5,17,CLE,.462
167,Jeff Green,381,.503,758,104,.333,312,134,23,72,378,485,.453,1070,165,.740,223,82,82,3043,112,221,1239,PF,104,135,490,OKC,.502
168,Willie Green,201,.494,407,47,.346,136,152,28,11,109,248,.457,543,95,.833,114,73,18,1553,20,135,638,SG,32,67,129,PHI,.500
169,Donte Greene,175,.473,370,69,.377,183,71,21,53,181,244,.441,553,90,.643,140,76,50,1630,53,150,647,SF,41,93,234,SAC,.504
170,Taylor Griffin,4,.500,8,0,.000,2,1,23,2,2,4,.400,10,2,.500,4,8,0,32,0,4,10,SF,0,1,2,PHO,.400
171,Hamed Haddadi,24,.407,59,0,.000,3,10,24,14,49,24,.387,62,14,.737,19,36,0,240,26,57,62,C,1,20,75,MEM,.387
172,Malik Hairston,38,.585,65,2,.182,11,16,22,9,36,40,.526,76,17,.567,30,47,0,317,13,29,99,SG,4,11,49,SAS,.539
173,Marcus Haislip,7,.438,16,3,.600,5,0,29,2,6,10,.476,21,2,.400,5,10,0,44,4,5,25,SF,0,3,10,SAS,.548
174,Richard Hamilton,252,.435,579,41,.297,138,202,31,3,92,293,.409,717,204,.846,241,46,46,1552,30,115,831,SG,30,115,122,DET,.437
175,Tyler Hansbrough,81,.367,221,0,.000,4,28,24,8,78,81,.360,225,84,.743,113,29,1,511,60,70,246,PF,17,21,138,IND,.360
176,James Harden,140,.424,330,93,.375,248,137,20,20,197,233,.403,578,194,.808,240,76,0,1738,47,200,753,SG,80,106,244,OKC,.484
177,Al Harrington,308,.496,621,140,.342,409,110,29,26,317,448,.435,1030,240,.757,317,72,15,2195,88,209,1276,PF,62,132,405,NYK,.503
178,Devin Harris,296,.444,667,60,.276,217,423,26,18,179,356,.403,884,308,.798,386,64,61,2221,24,178,1080,PG,79,181,203,NJN,.437
179,Mike Harris,11,.379,29,0,.000,1,3,26,1,14,11,.367,30,7,.636,11,13,0,96,10,14,29,PF,5,9,24,TOT,.367
180,Jason Hart,1,.500,2,0,,0,6,31,1,2,1,.500,2,0,,0,5,0,22,0,4,2,PG,2,3,2,TOT,.500
181,Udonis Haslem,312,.494,632,0,,0,52,29,23,462,312,.494,632,147,.762,193,78,0,2177,167,174,771,PF,30,75,629,MIA,.494
182,Trenton Hassell,90,.421,214,0,.000,5,50,30,9,96,90,.411,219,52,.754,69,52,31,1106,56,91,232,SF,17,47,152,NJN,.411
183,Spencer Hawes,286,.494,579,26,.299,87,158,21,83,291,312,.468,666,73,.689,106,72,59,1904,145,200,723,C,32,131,436,SAC,.488
