,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
48,Josh Boone,238,.548,434,0,,0,55,23,61,317,238,.548,434,99,.456,217,70,53,1773,192,155,575,PF,36,68,509,NJN,.548
49,Calvin Booth,9,.333,27,0,,0,8,31,18,32,9,.333,27,6,.600,10,31,0,204,6,35,24,C,6,4,38,PHI,.333
50,Carlos Boozer,709,.547,1296,0,.000,1,233,26,41,647,709,.547,1297,290,.738,393,81,81,2827,197,293,1708,PF,100,210,844,UTA,.547
51,Chris Bosh,497,.496,1002,10,.400,25,171,23,67,409,507,.494,1027,472,.844,559,67,67,2425,174,157,1496,C,63,153,583,TOR,.499
52,Bruce Bowen,84,.394,213,90,.419,215,91,36,22,201,174,.407,428,45,.652,69,81,81,2448,33,177,483,SF,54,46,234,SAS,.512
53,Ryan Bowen,49,.495,99,0,.000,1,25,32,11,45,49,.490,100,16,.552,29,53,4,660,55,77,114,SF,32,15,100,NOH,.490
54,Earl Boykins,47,.367,128,14,.318,44,96,31,0,25,61,.355,172,49,.831,59,36,0,577,9,21,185,PG,13,41,34,CHA,.395
55,Elton Brand,52,.456,114,0,,0,16,28,15,43,52,.456,114,37,.787,47,8,6,274,21,21,141,PF,3,17,64,LAC,.456
56,Corey Brewer,175,.389,450,7,.194,36,111,21,25,210,182,.374,486,88,.800,110,79,35,1803,82,188,459,SF,76,89,292,MIN,.382
57,Ronnie Brewer,343,.587,584,11,.220,50,134,22,19,121,354,.558,634,195,.759,257,76,76,2088,97,110,914,SG,129,69,218,UTA,.567
58,Primoz Brezec,44,.468,94,0,,0,11,28,7,51,44,.468,94,24,.600,40,50,18,475,30,83,112,C,3,24,81,TOT,.468
59,Aaron Brooks,57,.491,116,36,.330,109,87,23,5,43,93,.413,225,42,.857,49,51,0,608,13,69,264,PG,13,44,56,HOU,.493
60,Andre Brown,39,.500,78,0,,0,8,26,4,55,39,.500,78,22,.449,49,33,1,286,37,38,100,PF,7,14,92,MEM,.500
61,Devin Brown,172,.447,385,45,.308,146,175,29,7,198,217,.409,531,107,.754,142,78,20,1762,65,144,586,SG,52,99,263,CLE,.451
62,Kwame Brown,72,.507,142,0,,0,45,25,23,137,72,.507,142,40,.408,98,38,15,713,51,82,184,C,22,51,188,TOT,.507
63,P.J. Brown,14,.350,40,0,.000,1,10,38,8,39,14,.341,41,11,.688,16,18,0,209,29,29,39,PF,5,10,68,BOS,.341
64,Shannon Brown,35,.365,96,9,.300,30,17,22,3,14,44,.349,126,17,.586,29,21,4,240,6,29,114,SG,11,24,20,TOT,.385
65,Kobe Bryant,625,.490,1275,150,.361,415,441,29,40,423,775,.459,1690,623,.840,742,82,82,3192,94,227,2323,SG,151,257,517,LAL,.503
66,Greg Buckner,30,.448,67,15,.300,50,39,31,2,55,45,.385,117,19,.864,22,31,4,520,10,63,124,SG,21,29,65,MIN,.449
67,Caron Butler,373,.492,758,66,.357,185,284,27,20,295,439,.466,943,236,.901,262,58,58,2314,93,160,1180,SF,128,150,388,WAS,.501
68,Rasual Butler,47,.370,127,44,.331,133,36,28,21,84,91,.350,260,26,.839,31,51,8,875,16,66,252,SF,15,10,100,NOH,.435
69,Andrew Bynum,189,.636,297,0,,0,61,20,72,251,189,.636,297,82,.695,118,35,25,1008,105,98,460,C,12,52,356,LAL,.636
70,Jose Calderon,288,.551,523,79,.429,184,678,26,6,202,367,.519,707,109,.908,120,82,56,2484,34,134,922,PG,87,126,236,TOR,.575
71,Marcus Camby,280,.455,615,6,.300,20,259,33,285,807,286,.450,635,143,.708,202,79,79,2758,230,216,721,C,85,118,1037,DEN,.455
72,Brian Cardinal,18,.400,45,25,.309,81,22,30,2,70,43,.341,126,13,.684,19,37,1,440,26,62,124,PF,10,23,96,MEM,.440
73,Rodney Carney,120,.441,272,38,.317,120,32,23,23,99,158,.403,392,55,.679,81,70,6,1039,50,96,409,SF,39,34,149,PHI,.452
74,Matt Carroll,147,.422,348,105,.436,241,73,27,19,193,252,.428,589,111,.804,138,80,18,2016,33,187,720,SG,46,58,226,CHA,.517
75,Anthony Carter,173,.499,347,45,.349,129,388,32,28,173,218,.458,476,64,.753,85,70,67,1960,27,172,545,PG,107,124,200,DEN,.505
76,Vince Carter,489,.482,1014,98,.359,273,389,31,33,341,587,.456,1287,350,.816,429,76,72,2959,112,241,1622,SG,93,181,453,NJN,.494
77,Sam Cassell,210,.461,456,23,.303,76,214,38,6,119,233,.438,532,127,.882,144,55,34,1274,17,98,616,PG,37,97,136,TOT,.460
78,Tyson Chandler,377,.624,604,0,.000,1,81,25,84,606,377,.623,605,175,.593,295,79,79,2783,322,243,929,C,45,136,928,NOH,.623
79,Wilson Chandler,97,.458,212,9,.300,30,33,20,16,89,106,.438,242,34,.630,54,35,16,685,38,83,255,SF,15,27,127,NYK,.457
80,Josh Childress,305,.595,513,22,.367,60,117,24,43,199,327,.571,573,222,.807,275,76,0,2274,174,129,898,SF,71,98,373,ATL,.590
81,Jarron Collins,36,.444,81,0,.000,1,37,29,6,76,36,.439,82,46,.622,74,70,9,702,40,106,118,C,10,22,116,UTA,.439
82,Jason Collins,53,.473,112,0,.000,1,25,29,25,114,53,.469,113,34,.459,74,74,26,1172,64,194,140,C,23,48,178,TOT,.469
83,Mardy Collins,49,.343,143,8,.250,32,89,23,8,56,57,.326,175,23,.605,38,46,8,634,19,56,145,SG,24,56,75,NYK,.349
84,Nick Collison,322,.504,639,0,.000,2,113,27,60,476,322,.502,641,123,.737,167,78,35,2223,254,250,767,PF,47,118,730,SEA,.502
85,Mike Conley,159,.453,351,30,.330,91,222,20,2,118,189,.428,442,90,.732,123,53,46,1381,21,85,498,PG,44,89,139,MEM,.462
86,Brian Cook,45,.378,119,43,.374,115,27,27,12,81,88,.376,234,19,.905,21,51,2,629,28,93,238,PF,13,39,109,TOT,.468
87,Daequan Cook,117,.424,276,79,.332,238,75,20,9,157,196,.381,514,47,.825,57,59,19,1441,20,157,518,SG,23,63,177,MIA,.458
88,Jamal Crawford,394,.439,897,176,.356,494,398,27,17,170,570,.410,1391,329,.864,381,80,80,3190,37,144,1645,SG,81,192,207,NYK,.473
89,Javaris Crittenton,88,.449,196,10,.270,37,51,20,2,83,98,.421,233,72,.692,104,50,0,679,27,47,278,SG,19,55,110,TOT,.442
90,Austin Croshere,39,.513,76,22,.361,61,30,32,6,71,61,.445,137,29,.906,32,44,0,457,33,60,173,PF,8,22,104,GSW,.526
91,Eddy Curry,297,.546,544,0,,0,32,25,29,164,297,.546,544,187,.623,300,59,58,1530,111,157,781,C,14,126,275,NYK,.546
92,Samuel Dalembert,339,.514,660,0,.000,1,45,26,192,545,339,.513,661,186,.707,263,82,82,2724,304,269,864,C,40,155,849,PHI,.513
93,Erick Dampier,178,.643,277,0,,0,63,32,106,332,178,.643,277,84,.575,146,72,64,1755,207,226,440,C,24,80,539,DAL,.643
94,Antonio Daniels,188,.504,373,17,.230,74,340,32,2,180,205,.459,447,170,.776,219,71,63,2161,23,78,597,PG,69,91,203,WAS,.478
95,Marquis Daniels,214,.466,459,27,.265,102,137,27,18,146,241,.430,561,97,.698,139,74,1,1546,66,121,606,SG,79,112,212,IND,.454
96,Jermareo Davidson,51,.408,125,0,,0,13,23,15,41,51,.408,125,18,.643,28,38,2,322,21,46,120,SF,7,17,62,CHA,.408
97,Baron Davis,477,.477,1001,173,.330,525,623,28,43,289,650,.426,1526,318,.750,424,82,82,3196,96,247,1791,PG,191,232,385,GSW,.483
98,Glen Davis,107,.484,221,0,,0,28,22,20,113,107,.484,221,99,.660,150,69,1,940,95,160,313,C,31,65,208,BOS,.484
99,Paul Davis,24,.369,65,0,,0,10,23,6,22,24,.369,65,6,.600,10,22,1,194,25,33,54,PF,6,9,47,LAC,.369
100,Ricky Davis,285,.447,638,135,.405,333,276,28,14,298,420,.433,971,155,.787,197,82,47,2963,55,187,1130,SF,87,191,353,MIA,.502
101,Carlos Delfino,131,.412,318,120,.382,314,145,25,11,293,251,.397,632,116,.744,156,82,0,1928,66,177,738,SG,69,75,359,TOR,.492
102,Luol Deng,421,.482,874,8,.364,22,155,22,29,258,429,.479,896,204,.770,265,63,59,2128,136,117,1070,SF,57,120,394,CHI,.483
103,Boris Diaw,295,.488,605,13,.317,41,317,25,39,281,308,.477,646,96,.744,129,82,19,2308,97,166,725,PF,61,155,378,PHO,.487
104,Yakhouba Diawara,34,.500,68,21,.318,66,37,25,3,39,55,.410,134,22,.710,31,54,14,542,23,61,153,SG,8,16,62,DEN,.489
105,Guillermo Diaz,1,.333,3,0,.000,1,1,22,0,0,1,.250,4,3,.600,5,6,0,18,2,0,5,SG,0,0,2,LAC,.250
106,Dan Dickau,88,.468,188,36,.333,108,172,29,3,84,124,.419,296,68,.829,82,67,8,1040,13,108,352,PG,32,55,97,LAC,.480
107,Kaniel Dickens,1,.333,3,0,,0,1,29,1,1,1,.333,3,0,,0,5,0,12,0,1,2,PF,0,0,1,CLE,.333
108,Travis Diener,85,.431,197,74,.318,233,251,25,4,89,159,.370,430,64,.901,71,66,21,1356,26,107,456,PG,35,55,115,IND,.456
109,Ike Diogu,64,.478,134,0,,0,10,24,3,47,64,.478,134,40,.851,47,30,1,305,38,43,168,PF,7,20,85,IND,.478
110,DeSagana Diop,94,.522,180,0,,0,40,26,88,232,94,.522,180,38,.543,70,79,23,1295,160,146,226,C,26,58,392,TOT,.522
111,Juan Dixon,76,.409,186,30,.417,72,97,29,2,60,106,.411,258,21,.808,26,53,0,668,15,62,263,PG,21,54,75,TOT,.469
112,Michael Doleac,28,.444,63,0,,0,7,30,10,33,28,.444,63,1,.500,2,24,8,257,16,44,57,C,10,12,49,MIN,.444
113,Keyon Dooling,176,.492,358,22,.338,65,133,27,5,94,198,.468,423,163,.845,193,72,1,1334,7,131,581,PG,36,61,101,ORL,.494
114,Quincy Douby,90,.423,213,42,.344,122,53,23,12,66,132,.394,335,48,.923,52,74,0,876,17,80,354,PG,30,59,83,SAC,.457
115,Jared Dudley,154,.502,307,9,.220,41,81,22,10,165,163,.468,348,87,.737,118,73,14,1384,121,128,422,PF,55,50,286,CHA,.481
116,Chris Duhon,79,.418,189,54,.348,155,263,25,2,97,133,.387,344,65,.813,80,66,18,1490,19,92,385,PG,48,71,116,CHI,.465
117,Tim Duncan,585,.498,1174,0,.000,4,218,31,152,644,585,.497,1178,338,.730,463,78,78,2651,237,185,1508,C,56,178,881,SAS,.497
118,Mike Dunleavy,367,.504,728,165,.424,389,288,27,31,365,532,.476,1117,336,.834,403,82,82,2953,59,208,1565,SG,86,190,424,IND,.550
119,Ronald Dupree,1,.333,3,0,,0,1,27,0,7,1,.333,3,2,1.000,2,5,0,21,1,0,4,SF,1,0,8,TOT,.333
120,Kevin Durant,528,.455,1161,59,.288,205,192,19,75,278,587,.430,1366,391,.873,448,80,80,2768,70,122,1624,SG,78,232,348,SEA,.451
121,Monta Ellis,640,.545,1175,12,.231,52,315,22,27,271,652,.531,1227,320,.767,417,81,72,3071,133,195,1636,SG,124,173,404,GSW,.536
122,Francisco Elson,92,.391,235,0,.000,1,24,31,20,150,92,.390,236,26,.703,37,63,5,813,50,96,210,C,15,47,200,TOT,.390
123,Melvin Ely,85,.472,180,0,,0,22,29,18,117,85,.472,180,32,.552,58,52,1,621,28,79,202,C,7,42,145,NOH,.472
124,Maurice Evans,181,.539,336,81,.388,209,81,29,10,126,262,.481,545,59,.711,83,75,47,1720,92,142,664,SG,46,40,218,TOT,.555
125,Reggie Evans,151,.438,345,1,1.000,1,65,27,8,387,152,.439,346,120,.467,257,81,61,1879,224,213,425,PF,86,108,611,PHI,.441
126,Jordan Farmar,177,.546,324,114,.371,307,225,21,5,144,291,.461,631,53,.679,78,82,0,1690,39,105,749,PG,77,108,183,LAL,.552
127,Nick Fazekas,46,.575,80,0,.000,2,11,22,11,55,46,.561,82,15,.682,22,26,0,269,34,25,107,PF,8,13,89,TOT,.561
128,Raymond Felton,356,.447,797,56,.280,200,583,23,12,199,412,.413,997,260,.800,325,79,79,2972,37,184,1140,PG,96,213,236,CHA,.441
129,Kyrylo Fesenko,6,.375,16,0,,0,2,21,3,11,6,.375,16,2,.500,4,9,0,70,14,19,14,C,0,8,25,UTA,.375
130,Michael Finley,183,.453,404,132,.370,357,114,34,10,227,315,.414,761,64,.800,80,82,61,2204,27,93,826,SG,29,56,254,SAS,.501
131,Derek Fisher,227,.453,501,112,.406,276,239,33,3,146,339,.436,777,166,.883,188,82,82,2249,24,188,956,PG,86,90,170,LAL,.508
132,T.J. Ford,231,.488,473,15,.294,51,313,24,0,77,246,.469,524,110,.880,125,51,26,1199,23,93,617,PG,54,102,100,TOR,.484
133,Jeff Foster,205,.554,370,0,.000,3,129,31,32,404,205,.550,373,86,.593,145,77,52,1884,264,221,496,C,56,62,668,IND,.550
134,Randy Foye,137,.436,314,61,.412,148,164,24,3,115,198,.429,462,53,.815,65,39,31,1259,13,102,510,PG,36,79,128,MIN,.495
135,Adonal Foyle,70,.458,153,0,,0,18,32,45,137,70,.458,153,16,.471,34,82,0,774,71,94,156,C,16,32,208,ORL,.458
136,Richie Frahm,13,.448,29,7,.280,25,8,30,0,10,20,.370,54,0,.000,2,10,2,163,4,7,47,SG,2,6,14,LAC,.435
137,Steve Francis,15,.375,40,4,.235,17,30,30,5,15,19,.333,57,13,.565,23,10,3,199,8,25,55,PG,9,14,23,HOU,.368
138,Channing Frye,218,.492,443,3,.300,10,57,24,27,247,221,.488,453,85,.780,109,78,20,1342,107,208,530,C,29,55,354,POR,.491
139,Dan Gadzuric,64,.418,153,0,.000,1,11,29,24,77,64,.416,154,33,.524,63,51,4,534,67,83,161,C,20,34,144,MIL,.416
140,Jorge Garbajosa,2,.222,9,6,.375,16,3,30,0,13,8,.320,25,0,,0,7,0,74,2,2,22,PF,3,1,15,TOR,.440
141,Francisco Garcia,235,.508,463,113,.391,289,128,26,50,212,348,.463,752,162,.779,208,79,20,2096,52,232,971,SF,96,128,264,SAC,.538
142,Thomas Gardner,6,.545,11,3,.250,12,1,22,0,1,9,.391,23,0,.000,2,4,0,45,3,4,21,SG,0,4,4,CHI,.457
143,Kevin Garnett,534,.545,979,0,.000,11,244,31,89,520,534,.539,990,269,.801,336,71,71,2328,135,163,1337,PF,100,138,655,BOS,.539
144,Pat Garrity,19,.442,43,8,.216,37,13,31,1,35,27,.338,80,4,.800,5,31,0,284,9,35,66,PF,6,17,44,ORL,.388
145,Pau Gasol,471,.539,874,4,.250,16,211,27,98,398,475,.534,890,292,.807,362,66,66,2351,155,139,1246,C,30,124,553,TOT,.536
146,Rudy Gay,491,.507,968,134,.346,387,158,21,79,359,625,.461,1355,248,.785,316,81,81,3000,140,230,1632,SF,111,190,499,MEM,.511
147,Mickael Gelabale,53,.442,120,16,.432,37,33,24,9,42,69,.439,157,14,.778,18,39,0,465,16,31,168,SG,10,27,58,SEA,.490
148,Devean George,52,.374,139,22,.324,68,35,30,13,109,74,.357,207,24,.706,34,53,4,821,28,90,194,SF,19,24,137,DAL,.411
149,Daniel Gibson,83,.421,197,118,.440,268,145,21,14,104,201,.432,465,85,.810,105,58,26,1765,30,163,605,PG,47,76,134,CLE,.559
150,Eddie Gill,7,.438,16,5,.333,15,22,29,2,21,12,.387,31,9,1.000,9,14,1,154,1,18,38,PG,7,9,22,TOT,.468
151,Manu Ginobili,297,.499,595,156,.401,389,332,30,33,291,453,.460,984,380,.860,442,74,23,2299,63,173,1442,SG,109,200,354,SAS,.540
152,Gordan Giricek,97,.478,203,36,.364,99,62,30,4,80,133,.440,302,23,.885,26,56,0,831,16,82,325,SG,24,52,96,TOT,.500
153,Ryan Gomes,333,.491,678,59,.330,179,145,25,10,342,392,.457,857,190,.830,229,82,74,2434,133,154,1033,PF,65,96,475,MIN,.492
154,Drew Gooden,332,.452,734,0,.000,6,81,26,53,415,332,.449,740,162,.753,215,69,65,2122,175,203,826,PF,48,122,590,TOT,.449
155,Ben Gordon,322,.445,723,142,.410,346,213,24,8,181,464,.434,1069,266,.908,293,72,27,2291,40,171,1336,SG,55,150,221,CHI,.500
156,Marcin Gortat,8,.471,17,0,,0,2,23,1,8,8,.471,17,2,.667,3,6,0,41,8,4,18,C,1,2,16,ORL,.471
157,Joey Graham,47,.427,110,2,.667,3,15,25,0,49,49,.434,113,38,.844,45,38,3,331,18,47,138,SF,3,23,67,TOR,.442
158,Stephen Graham,27,.614,44,7,.500,14,9,25,1,18,34,.586,58,12,.750,16,22,0,128,4,14,87,SF,4,10,22,IND,.647
159,Danny Granger,366,.468,782,171,.404,423,166,24,84,393,537,.446,1205,322,.852,378,80,80,2876,93,290,1567,SF,95,171,486,IND,.517
160,Aaron Gray,103,.507,203,0,.000,1,41,23,16,98,103,.505,204,56,.566,99,61,1,613,70,117,262,C,21,57,168,CHI,.505
161,Gerald Green,37,.330,112,15,.385,39,29,22,4,51,52,.344,151,34,.829,41,30,0,362,13,45,153,SF,8,32,64,TOT,.394
162,Jeff Green,299,.444,673,21,.276,76,119,21,49,278,320,.427,749,177,.744,238,80,52,2253,101,198,838,SF,46,158,379,SEA,.441
163,Taurean Green,5,.357,14,2,.182,11,11,21,0,10,7,.280,25,11,.917,12,17,0,74,0,5,27,SG-PG,2,9,10,TOT,.320
164,Willie Green,328,.475,691,51,.285,179,151,26,22,150,379,.436,870,112,.757,148,74,74,1970,32,119,921,SG,54,109,182,PHI,.465
165,Orien Greene,3,.300,10,0,.000,1,3,25,1,6,3,.273,11,0,,0,7,2,61,0,9,6,SG,3,7,6,SAC,.273
166,Adrian Griffin,30,.395,76,0,,0,27,33,2,31,30,.395,76,5,.556,9,35,2,307,28,27,65,SG-SF,17,21,59,TOT,.395
167,Richard Hamilton,437,.492,889,62,.440,141,299,29,10,160,499,.484,1030,184,.833,221,72,72,2424,75,171,1244,SG,73,132,235,DET,.515
168,Anfernee Hardaway,14,.341,41,8,.421,19,35,36,1,32,22,.367,60,8,.889,9,16,8,325,3,24,60,SF,19,13,35,MIA,.433
169,Matt Harpring,235,.506,464,2,.200,10,82,31,14,144,237,.500,474,146,.712,205,76,0,1374,96,162,622,SF,45,95,240,UTA,.502
170,Al Harrington,248,.482,515,153,.375,408,132,27,16,332,401,.434,923,147,.774,190,81,59,2190,107,266,1102,C,74,90,439,GSW,.517
171,Othella Harrington,18,.429,42,0,,0,4,34,4,31,18,.429,42,10,.625,16,22,0,166,11,34,46,C,1,11,42,CHA,.429
172,Devin Harris,265,.504,526,56,.335,167,369,24,10,145,321,.463,693,248,.824,301,64,61,2022,28,190,946,PG,90,161,173,TOT,.504
173,Mike Harris,27,.519,52,0,.000,2,3,24,3,30,27,.500,54,8,.615,13,17,0,159,24,16,62,PF,6,9,54,HOU,.500
174,David Harrison,90,.529,170,0,,0,14,25,59,75,90,.529,170,49,.510,96,55,0,702,43,164,229,C,20,58,118,IND,.529
175,Jason Hart,47,.315,149,11,.355,31,86,29,3,50,58,.322,180,38,.844,45,57,0,606,5,75,165,PG,30,28,55,UTA,.353
176,Udonis Haslem,237,.467,507,0,,0,68,27,18,336,237,.467,507,115,.810,142,49,48,1805,107,145,589,PF,39,67,443,MIA,.467
177,Trenton Hassell,55,.437,126,2,.222,9,41,28,3,63,57,.422,135,7,.700,10,63,6,773,20,90,123,SG,13,22,83,TOT,.430
178,Spencer Hawes,142,.478,297,4,.190,21,44,19,40,162,146,.459,318,38,.655,58,71,8,931,68,128,334,C,14,56,230,SAC,.465
179,Chuck Hayes,113,.518,218,0,.000,3,91,24,43,295,113,.511,221,11,.458,24,79,44,1575,132,212,237,PF,85,62,427,HOU,.511
180,Jarvis Hayes,144,.465,310,73,.376,194,62,26,6,143,217,.431,504,45,.750,60,82,1,1287,35,137,552,SF,47,47,178,DET,.503
181,Brendan Haywood,316,.528,599,0,,0,71,28,133,303,316,.528,599,216,.735,294,80,80,2228,273,216,848,C,31,108,576,WAS,.528
182,Luther Head,127,.504,252,79,.351,225,138,25,9,117,206,.432,477,66,.815,81,73,17,1379,18,75,557,SG,44,70,135,HOU,.515
183,Walter Herrmann,36,.450,80,20,.313,64,18,28,1,51,56,.389,144,21,.840,25,45,0,373,22,24,153,PF,7,12,73,TOT,.458
