,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
29,Leandro Barbosa,49,.462,106,7,.280,25,32,31,4,32,56,.427,131,31,.795,39,20,0,368,5,30,150,PG,7,19,37,PHO,.454
30,J.J. Barea,181,.426,425,73,.316,231,303,29,0,138,254,.387,656,79,.790,100,79,1,1471,16,129,660,PG,26,125,154,MIN,.443
31,Andrea Bargnani,192,.487,394,30,.278,108,45,28,52,153,222,.442,502,84,.824,102,42,39,1257,69,100,558,C,14,58,222,NYK,.472
32,Harrison Barnes,205,.419,489,66,.347,190,116,21,20,245,271,.399,679,130,.718,181,78,24,2204,66,158,738,SF,65,84,311,GSW,.448
33,Matt Barnes,134,.549,244,97,.343,283,125,33,28,232,231,.438,527,66,.733,90,63,40,1735,60,185,625,SF,56,85,292,LAC,.530
34,Will Barton,55,.447,123,10,.303,33,33,23,7,58,65,.417,156,26,.813,32,41,0,387,16,31,166,SG,9,18,74,POR,.449
35,Brandon Bass,350,.487,719,2,.333,6,87,28,71,309,352,.486,725,205,.858,239,82,73,2266,161,190,911,PF,36,102,470,BOS,.487
36,Shane Battier,32,.492,65,73,.348,210,63,35,39,104,105,.382,275,15,.652,23,73,56,1468,34,124,298,SF,50,21,138,MIA,.515
37,Nicolas Batum,236,.566,417,145,.361,402,420,25,57,495,381,.465,819,163,.803,203,82,82,2956,116,156,1070,SF,75,208,611,POR,.554
38,Jerryd Bayless,172,.425,405,76,.358,212,194,25,9,123,248,.402,617,94,.797,118,72,19,1686,22,161,666,PG,60,82,145,TOT,.464
39,Aron Baynes,71,.436,163,0,,0,34,27,5,88,71,.436,163,19,.905,21,53,4,491,57,77,161,C,2,36,145,SAS,.436
40,Kent Bazemore,104,.484,215,43,.336,128,91,24,13,107,147,.429,343,66,.606,109,67,15,911,10,102,403,SG,43,79,117,TOT,.491
41,Bradley Beal,343,.426,806,138,.402,343,243,20,18,219,481,.419,1149,149,.788,189,73,73,2530,54,153,1249,SG,71,128,273,WAS,.479
42,Michael Beasley,156,.518,301,21,.389,54,42,25,21,141,177,.499,355,61,.772,79,55,2,831,31,93,436,SF,23,57,172,MIA,.528
43,Marco Belinelli,211,.525,402,126,.430,293,179,27,7,208,337,.485,695,111,.847,131,80,25,2016,18,130,911,SF,50,95,226,SAS,.576
44,Anthony Bennett,67,.390,172,13,.245,53,17,20,8,106,80,.356,225,44,.638,69,52,0,663,49,93,217,PF,21,47,155,CLE,.384
45,Patrick Beverley,107,.473,226,92,.361,255,151,25,23,124,199,.414,481,83,.814,102,56,55,1751,72,174,573,PG,77,66,196,HOU,.509
46,Andris Biedrins,1,1.000,1,0,,0,0,27,0,15,1,1.000,1,1,.167,6,6,0,45,2,6,3,C,0,2,17,UTA,1.000
47,Chauncey Billups,10,.323,31,14,.292,48,42,37,1,24,24,.304,79,10,.833,12,19,7,309,4,25,72,SG,8,25,28,DET,.392
48,Bismack Biyombo,88,.611,144,0,,0,8,21,86,261,88,.611,144,46,.517,89,77,9,1072,105,124,222,C,7,40,366,CHA,.611
49,DeJuan Blair,210,.537,391,0,.000,2,70,24,21,229,210,.534,393,77,.636,121,78,13,1214,139,192,497,PF,60,77,368,DAL,.534
50,Steve Blake,54,.378,143,79,.376,210,307,33,8,146,133,.377,353,33,.767,43,55,28,1498,13,85,378,PG,54,102,159,TOT,.489
51,Andray Blatche,306,.494,620,15,.278,54,112,27,38,270,321,.476,674,164,.742,221,73,7,1618,120,166,821,PF,75,110,390,BRK,.487
52,Eric Bledsoe,215,.517,416,50,.357,140,235,24,14,175,265,.477,556,183,.772,237,43,40,1416,27,99,763,PG,69,143,202,PHO,.522
53,Vander Blue,2,.667,3,0,.000,1,1,21,0,3,2,.500,4,1,.200,5,3,0,15,0,1,5,SG,0,2,3,BOS,.500
54,Keith Bogans,0,,0,3,.500,6,3,33,0,3,3,.500,6,3,1.000,3,6,0,55,0,2,12,SG,1,1,3,BOS,.750
55,Andrew Bogut,235,.627,375,0,,0,112,29,121,489,235,.627,375,22,.344,64,67,67,1769,182,210,492,C,47,97,671,GSW,.627
56,Matt Bonner,31,.470,66,42,.429,98,31,33,11,114,73,.445,164,9,.750,12,61,0,690,16,49,197,PF,15,16,130,SAS,.573
57,Trevor Booker,222,.554,401,0,.000,2,64,26,45,230,222,.551,403,47,.618,76,72,45,1553,149,131,491,PF,41,58,379,WAS,.551
58,Carlos Boozer,447,.457,978,0,.000,2,118,32,22,495,447,.456,980,148,.767,193,76,76,2141,137,216,1042,PF,53,154,632,CHI,.456
59,Chris Bosh,418,.569,735,74,.339,218,87,29,78,424,492,.516,953,223,.820,272,79,79,2531,98,192,1281,C,80,125,522,MIA,.555
60,Avery Bradley,282,.451,625,79,.395,200,85,23,11,178,361,.438,825,90,.804,112,60,58,1855,48,145,891,SG,63,96,226,BOS,.485
61,Elton Brand,179,.542,330,0,.000,2,74,34,88,264,179,.539,332,61,.649,94,73,15,1414,97,192,419,C,40,60,361,ATL,.539
62,Corey Brewer,329,.552,596,59,.280,211,135,27,30,144,388,.481,807,163,.718,227,81,81,2609,63,210,998,SF,151,105,207,MIN,.517
63,Ronnie Brewer,2,.286,7,1,.125,8,10,28,1,12,3,.200,15,0,.000,2,24,3,160,2,4,7,SF,6,2,14,TOT,.233
64,Aaron Brooks,137,.411,333,96,.387,248,233,29,13,97,233,.401,581,83,.874,95,72,12,1557,43,146,645,PG,52,117,140,TOT,.484
65,MarShon Brooks,44,.440,100,13,.520,25,25,25,4,44,57,.456,125,32,.727,44,35,0,316,10,21,159,SG,14,24,54,TOT,.508
66,Lorenzo Brown,23,.411,56,3,.100,30,41,23,3,20,26,.302,86,9,.692,13,26,0,224,8,19,64,PG,13,16,28,PHI,.320
67,Shannon Brown,24,.375,64,0,.000,2,9,28,0,21,24,.364,66,15,.714,21,29,1,251,7,24,63,SG,13,18,28,TOT,.364
68,Kobe Bryant,28,.491,57,3,.188,16,38,35,1,24,31,.425,73,18,.857,21,6,6,177,2,9,83,SG,7,34,26,LAL,.445
69,Chase Budinger,58,.433,134,42,.350,120,31,25,2,84,100,.394,254,32,.821,39,41,8,751,19,58,274,SF,19,24,103,MIN,.476
70,Reggie Bullock,21,.438,48,22,.301,73,12,22,1,43,43,.355,121,7,.778,9,43,0,395,11,26,115,SF,9,13,54,LAC,.446
71,Trey Burke,230,.410,561,111,.330,336,396,21,6,171,341,.380,897,102,.903,113,70,68,2262,37,145,895,PG,42,131,208,UTA,.442
72,Alec Burks,330,.480,688,50,.350,143,212,22,14,198,380,.457,831,279,.748,373,78,12,2193,59,190,1089,SG,69,149,257,UTA,.487
73,Caron Butler,115,.395,291,98,.394,249,82,33,17,208,213,.394,540,63,.840,75,56,13,1419,21,120,587,SF,47,60,229,TOT,.485
74,Jimmy Butler,207,.457,453,68,.283,240,175,24,36,243,275,.397,693,260,.769,338,67,67,2591,87,106,878,SG,127,102,330,CHI,.446
75,Rasual Butler,25,.521,48,26,.419,62,17,34,9,35,51,.464,110,8,.571,14,50,2,378,6,30,136,SG,7,11,41,IND,.582
76,Dwight Buycks,10,.323,31,5,.294,17,10,24,0,19,15,.313,48,8,.889,9,14,0,146,4,11,43,PG,8,10,23,TOR,.365
77,Andrew Bynum,94,.418,225,0,,0,29,26,29,92,94,.418,225,37,.755,49,26,19,516,53,31,225,C,6,34,145,TOT,.418
78,Will Bynum,164,.446,368,20,.323,62,216,31,7,75,184,.428,430,97,.802,121,56,3,1054,24,121,485,PG,39,103,99,DET,.451
79,Nick Calathes,123,.492,250,19,.311,61,207,24,8,114,142,.457,311,44,.611,72,71,7,1173,23,117,347,SG,66,101,137,MEM,.487
80,Jose Calderon,150,.464,323,191,.449,425,377,32,11,163,341,.456,748,52,.825,63,81,81,2468,29,136,925,PG,69,103,192,DAL,.584
81,Kentavious Caldwell-Pope,123,.447,275,59,.319,185,55,20,12,118,182,.396,460,47,.770,61,80,41,1583,38,145,470,SG,75,28,156,DET,.460
82,Isaiah Canaan,13,.406,32,18,.327,55,22,22,4,17,31,.356,87,21,.724,29,22,0,252,7,25,101,PG,8,21,24,HOU,.460
83,DeMarre Carroll,205,.548,374,97,.362,268,134,27,21,296,302,.470,642,109,.773,141,73,73,2341,107,188,810,SF,108,79,403,ATL,.546
84,Vince Carter,184,.418,440,146,.394,371,212,37,35,217,330,.407,811,161,.821,196,81,0,1973,67,209,967,SG,61,108,284,DAL,.497
85,Michael Carter-Williams,372,.440,846,55,.264,208,441,22,43,336,427,.405,1054,258,.703,367,70,70,2414,101,213,1167,PG,130,247,437,PHI,.431
86,Omri Casspi,112,.479,234,61,.347,176,88,25,14,205,173,.422,410,83,.680,122,71,2,1283,55,100,490,PF,44,72,260,HOU,.496
87,Mario Chalmers,167,.500,334,87,.385,226,357,27,16,173,254,.454,560,121,.742,163,73,73,2178,41,210,716,PG,119,162,214,MIA,.531
88,Tyson Chandler,191,.595,321,0,.000,1,59,31,63,370,191,.593,322,98,.632,155,55,55,1662,159,145,480,C,36,71,529,NYK,.593
89,Wilson Chandler,185,.478,387,122,.348,351,114,26,31,236,307,.416,738,110,.724,152,62,55,1927,58,193,846,SF,46,79,294,DEN,.499
90,Josh Childress,0,,0,0,,0,2,30,0,3,0,,0,0,,0,4,0,24,0,1,0,SF,1,1,3,NOP,
91,Dionte Christmas,13,.419,31,9,.290,31,8,27,3,25,22,.355,62,18,.750,24,31,0,198,13,19,71,SF,2,6,38,PHO,.427
92,Earl Clark,56,.403,139,41,.336,122,18,26,25,121,97,.372,261,22,.647,34,54,17,768,22,67,257,PF,17,31,143,TOT,.450
93,Ian Clark,15,.417,36,11,.355,31,15,22,2,16,26,.388,67,5,.714,7,23,0,172,3,24,68,SG,8,14,19,UTA,.470
94,Victor Claver,14,.583,24,3,.167,18,12,25,3,30,17,.405,42,10,.909,11,21,0,184,9,16,47,SF,3,11,39,POR,.440
95,Norris Cole,147,.451,326,60,.345,174,248,25,5,143,207,.414,500,53,.779,68,82,6,2014,17,156,527,PG,77,127,160,MIA,.474
96,Jason Collins,11,.524,21,0,.000,3,4,35,1,12,11,.458,24,3,.750,4,22,1,172,7,30,25,C,8,7,19,BRK,.458
97,Darren Collison,253,.501,505,71,.376,189,297,26,15,141,324,.467,694,192,.857,224,80,35,2069,47,150,911,PG,93,132,188,LAC,.518
98,Nick Collison,130,.580,224,4,.235,17,104,33,28,177,134,.556,241,66,.710,93,81,0,1353,116,187,338,PF,30,71,293,OKC,.564
99,Mike Conley,358,.484,739,105,.361,291,441,26,13,172,463,.450,1030,225,.815,276,73,73,2446,41,141,1256,PG,110,150,213,MEM,.500
100,Chris Copeland,22,.579,38,33,.418,79,18,29,7,25,55,.470,117,10,.714,14,41,0,265,7,38,153,SF,3,14,32,IND,.611
101,DeMarcus Cousins,591,.499,1184,0,.000,7,207,23,91,613,591,.496,1191,432,.726,595,71,71,2298,218,270,1614,C,109,251,831,SAC,.496
102,Robert Covington,2,.667,3,4,.364,11,0,23,0,3,6,.429,14,0,,0,7,0,34,2,3,16,SF,2,1,5,HOU,.571
103,Allen Crabbe,6,.316,19,6,.429,14,6,21,1,8,12,.364,33,3,.750,4,15,0,100,1,10,33,SG,2,3,9,POR,.455
104,Jamal Crawford,260,.460,565,161,.361,446,223,33,12,124,421,.416,1011,279,.866,322,69,24,2094,34,120,1282,SG,59,135,158,LAC,.496
105,Jordan Crawford,237,.471,503,90,.316,285,281,25,5,155,327,.415,788,146,.864,169,81,35,1859,28,120,890,SG-PG,47,134,183,TOT,.472
106,Jae Crowder,80,.552,145,50,.331,151,60,23,21,148,130,.439,296,46,.754,61,78,8,1254,46,100,356,SF,59,41,194,DAL,.524
107,Dante Cunningham,236,.468,504,0,.000,5,83,26,58,218,236,.464,509,38,.567,67,81,7,1635,112,146,510,PF,62,42,330,MIN,.464
108,Jared Cunningham,5,.357,14,1,.143,7,8,22,0,5,6,.286,21,13,.813,16,13,0,80,1,16,26,SG,3,2,6,TOT,.310
109,Seth Curry,0,.000,2,1,1.000,1,0,23,0,1,1,.333,3,0,,0,2,0,13,0,0,3,PG,2,0,1,TOT,.500
110,Stephen Curry,391,.509,768,261,.424,615,666,25,14,288,652,.471,1383,308,.885,348,78,78,2846,46,194,1873,PG,128,294,334,GSW,.566
111,Samuel Dalembert,214,.569,376,0,.000,1,38,32,94,341,214,.568,377,101,.737,137,80,68,1614,200,210,529,C,41,90,541,DAL,.568
112,Troy Daniels,3,.500,6,12,.480,25,5,22,0,4,15,.484,31,0,,0,5,1,75,0,6,42,SG,0,3,4,HOU,.677
113,Luigi Datome,27,.466,58,7,.179,39,11,26,1,32,34,.351,97,8,.800,10,34,0,238,14,20,83,SF,6,11,46,DET,.387
114,Brandon Davies,52,.441,118,2,.200,10,28,22,8,71,54,.422,128,34,.642,53,51,0,575,38,92,144,PF,24,35,109,PHI,.430
115,Anthony Davis,520,.522,996,2,.222,9,105,20,189,466,522,.519,1005,348,.791,440,67,66,2358,207,200,1394,PF,89,109,673,NOP,.520
116,Ed Davis,155,.534,290,0,,0,27,24,43,168,155,.534,290,47,.528,89,63,4,956,92,114,357,PF,17,40,260,MEM,.534
117,Glen Davis,267,.459,582,4,.364,11,77,28,29,243,271,.457,593,95,.693,137,68,44,1662,108,159,641,PF,58,76,351,TOT,.460
118,Austin Daye,12,.387,31,12,.324,37,8,25,4,22,24,.353,68,6,.600,10,22,1,148,5,18,66,SF,4,5,27,TOT,.441
119,Nando De Colo,46,.460,100,18,.340,53,65,26,6,59,64,.418,153,31,.886,35,47,3,494,14,48,177,SF,22,35,73,TOT,.477
120,Dewayne Dedmon,38,.458,83,0,,0,5,24,22,89,38,.458,83,21,.656,32,31,6,390,38,66,97,C,7,18,127,TOT,.458
121,Matthew Dellavedova,65,.461,141,57,.368,155,187,23,5,94,122,.412,296,38,.792,48,72,4,1271,29,121,339,SG,33,60,123,CLE,.508
122,Luol Deng,314,.468,671,57,.302,189,183,28,9,262,371,.431,860,212,.791,268,63,63,2213,99,111,1011,SF,62,114,361,TOT,.465
123,DeMar DeRozan,540,.451,1197,64,.305,210,313,24,28,292,604,.429,1407,519,.824,630,79,79,3017,51,197,1791,SG,86,176,343,TOR,.452
124,Boris Diaw,257,.549,468,45,.402,112,222,31,32,252,302,.521,580,68,.739,92,79,24,1974,74,140,717,PF,44,121,326,SAS,.559
125,Gorgui Dieng,112,.496,226,1,1.000,1,39,24,50,197,113,.498,227,59,.634,93,60,15,818,103,108,286,C,30,54,300,MIN,.500
126,Toney Douglas,42,.477,88,31,.304,102,68,27,5,69,73,.384,190,25,.735,34,51,17,675,18,81,202,PG,19,34,87,TOT,.466
127,Chris Douglas-Roberts,60,.500,120,51,.386,132,51,27,16,103,111,.440,252,66,.805,82,49,8,1016,16,61,339,SF,29,36,119,CHA,.542
128,Goran Dragic,430,.542,794,122,.408,299,447,27,22,176,552,.505,1093,316,.760,416,76,75,2668,69,206,1542,SG,104,213,245,PHO,.561
129,Andre Drummond,479,.625,767,0,.000,2,35,20,131,631,479,.623,769,137,.418,328,81,81,2619,440,273,1095,C,101,110,1071,DET,.623
130,Jared Dudley,115,.518,222,81,.360,225,104,28,10,124,196,.438,447,38,.655,58,74,43,1729,36,146,511,SF,41,56,160,LAC,.529
131,Tim Duncan,444,.493,901,0,.000,5,220,37,139,563,444,.490,906,231,.731,316,74,74,2158,158,134,1119,C,43,159,721,SAS,.490
132,Mike Dunleavy,210,.467,450,123,.380,324,186,33,46,299,333,.430,774,140,.854,164,82,61,2584,46,163,929,SF,64,108,345,CHI,.510
133,Kevin Durant,657,.549,1197,192,.391,491,445,25,59,540,849,.503,1688,703,.873,805,81,81,3122,58,174,2593,SF,103,285,598,OKC,.560
134,Shane Edwards,1,.333,3,0,,0,0,26,0,1,1,.333,3,0,,0,2,0,12,1,1,2,SF,0,1,2,CLE,.333
135,Wayne Ellington,30,.448,67,25,.424,59,19,26,2,35,55,.437,126,10,.909,11,45,1,393,8,33,145,SG,16,11,43,DAL,.536
136,Monta Ellis,507,.474,1069,69,.330,209,471,28,23,257,576,.451,1278,339,.788,430,82,82,3023,38,197,1560,SG,141,264,295,DAL,.478
137,Melvin Ely,3,.500,6,0,,0,0,35,1,1,3,.500,6,0,,0,2,0,27,0,5,6,C,0,0,1,NOP,.500
138,Jeremy Evans,175,.530,330,0,.000,2,44,26,46,190,175,.527,332,51,.680,75,66,4,1209,120,139,401,SF,42,40,310,UTA,.527
139,Reggie Evans,71,.473,150,0,,0,21,33,3,219,71,.473,150,72,.554,130,54,20,899,115,119,214,PF,37,58,334,TOT,.473
140,Tyreke Evans,370,.461,802,21,.221,95,363,24,21,265,391,.436,897,239,.771,310,72,22,2028,76,155,1042,SF,84,175,341,NOP,.448
141,Kenneth Faried,447,.547,817,0,.000,3,96,24,69,446,447,.545,820,202,.650,311,80,77,2178,238,193,1096,PF,70,135,684,DEN,.545
142,Jordan Farmar,81,.397,204,70,.438,160,199,27,8,84,151,.415,364,44,.746,59,41,5,912,20,65,416,PG,38,95,104,LAL,.511
143,Vitor Faverani,52,.486,107,12,.300,40,16,25,27,86,64,.435,147,24,.649,37,37,8,488,42,74,164,C,14,41,128,BOS,.476
144,Derrick Favors,390,.523,746,0,.000,1,91,22,108,438,390,.522,747,190,.669,284,73,73,2201,199,236,970,PF,75,129,637,UTA,.522
145,Carrick Felix,5,.556,9,2,.400,5,4,23,0,5,7,.500,14,3,.750,4,7,0,38,1,4,19,SG,0,4,6,CLE,.571
146,Raymond Felton,178,.431,413,62,.318,195,365,29,27,143,240,.395,608,88,.721,122,65,65,2017,54,157,630,PG,78,129,197,NYK,.446
147,Landry Fields,27,.435,62,0,.000,5,20,25,3,44,27,.403,67,14,.636,22,30,2,322,15,25,68,SF,10,11,59,TOR,.403
148,Derek Fisher,53,.402,132,88,.384,229,117,39,3,110,141,.391,361,55,.775,71,81,0,1428,12,157,425,SG,70,49,122,OKC,.512
149,Evan Fournier,139,.453,307,89,.376,237,112,21,7,168,228,.419,544,93,.756,123,76,4,1503,34,179,638,SG,34,100,202,DEN,.501
150,Randy Foye,172,.456,377,189,.380,498,287,30,39,196,361,.413,875,157,.849,185,81,78,2485,36,205,1068,SG,67,145,232,DEN,.521
151,Jamaal Franklin,11,.393,28,5,.455,11,6,22,2,19,16,.410,39,2,1.000,2,21,0,161,4,23,39,SG,4,11,23,MEM,.474
152,Jimmer Fredette,67,.469,143,40,.476,84,64,24,3,44,107,.471,227,19,.905,21,49,0,519,8,35,273,SG,14,48,52,TOT,.559
153,Joel Freeland,77,.481,160,0,.000,2,36,26,22,120,77,.475,162,20,.690,29,52,0,727,88,95,174,C,10,32,208,POR,.475
154,Channing Frye,176,.509,346,160,.370,432,98,30,63,343,336,.432,778,78,.821,95,82,82,2312,73,245,910,PF,60,89,416,PHO,.535
155,Francisco Garcia,49,.485,101,69,.358,193,63,32,33,101,118,.401,294,10,.526,19,55,4,1083,21,120,315,SF,27,30,122,HOU,.519
156,Kevin Garnett,157,.445,353,0,.000,3,82,37,40,298,157,.441,356,38,.809,47,54,54,1109,60,123,352,C,43,69,358,BRK,.441
157,Diante Garrett,65,.385,169,36,.375,96,120,25,5,86,101,.381,265,10,.833,12,71,0,1048,11,75,248,PG,41,75,97,UTA,.449
158,Marc Gasol,334,.477,700,2,.182,11,215,29,76,340,336,.473,711,185,.768,241,59,59,1970,84,150,859,C,59,111,424,MEM,.474
159,Pau Gasol,421,.483,871,4,.286,14,201,33,92,456,425,.480,885,187,.736,254,60,60,1884,124,124,1041,C,27,141,580,LAL,.482
160,Rudy Gay,472,.481,982,65,.330,197,209,27,56,324,537,.455,1179,318,.822,387,73,73,2531,113,171,1457,SF,95,224,437,TOT,.483
161,Alonzo Gee,79,.444,178,19,.328,58,47,26,15,114,98,.415,236,43,.705,61,65,24,1020,35,96,258,SF,39,44,149,CLE,.456
162,Paul George,395,.458,862,182,.364,500,283,23,22,478,577,.424,1362,401,.864,464,80,80,2898,64,198,1737,SF,151,224,542,IND,.490
163,Taj Gibson,429,.483,889,0,.000,7,91,28,112,358,429,.479,896,211,.751,281,82,8,2351,200,207,1069,PF,41,150,558,CHI,.479
164,Manu Ginobili,204,.553,369,90,.349,258,293,36,17,172,294,.469,627,160,.851,188,68,3,1550,30,128,838,SG,70,139,202,SAS,.541
165,Rudy Gobert,36,.486,74,0,,0,7,21,41,104,36,.486,74,32,.492,65,45,0,434,51,57,104,C,8,32,155,UTA,.486
166,Ryan Gomes,3,.500,6,0,.000,2,1,31,0,4,3,.375,8,0,,0,5,0,34,0,5,6,SF,0,1,4,OKC,.375
167,Drew Gooden,69,.548,126,7,.412,17,15,32,7,77,76,.531,143,24,.889,27,22,0,395,37,53,183,C,10,17,114,WAS,.556
168,Archie Goodwin,71,.542,131,5,.139,36,20,19,11,62,76,.455,167,37,.673,55,52,0,533,25,45,194,SG,20,44,87,PHO,.470
169,Ben Gordon,29,.367,79,8,.276,29,21,30,2,24,37,.343,108,17,.810,21,19,0,279,3,18,99,SG,10,21,27,CHA,.380
170,Eric Gordon,255,.456,559,101,.391,258,208,25,12,135,356,.436,817,175,.785,223,64,64,2057,30,114,988,SG,74,134,165,NOP,.498
171,Marcin Gortat,454,.541,839,1,1.000,1,138,29,121,565,455,.542,840,157,.686,229,81,80,2655,202,201,1068,C,41,126,767,WAS,.542
172,Danny Granger,73,.408,179,43,.336,128,41,30,17,102,116,.378,307,63,.940,67,41,2,847,31,62,338,SF,12,46,133,TOT,.448
173,Aaron Gray,27,.450,60,0,.000,1,22,29,8,69,27,.443,61,11,.550,20,37,6,355,42,64,65,C,10,31,111,TOT,.443
174,Danny Green,86,.460,187,132,.415,318,104,26,61,204,218,.432,505,50,.794,63,68,59,1651,25,107,618,SG,65,76,229,SAS,.562
175,Draymond Green,132,.449,294,55,.333,165,152,23,72,323,187,.407,459,82,.667,123,82,12,1797,86,231,511,SF,102,91,409,GSW,.467
176,Gerald Green,244,.492,496,204,.400,510,122,28,42,227,448,.445,1006,195,.848,230,82,48,2330,48,220,1295,SG,70,145,275,PHO,.547
177,Jeff Green,347,.448,775,135,.341,396,138,27,47,326,482,.412,1171,283,.795,356,82,82,2805,54,180,1382,SF,57,165,380,BOS,.469
178,Willie Green,61,.407,150,41,.339,121,50,32,11,66,102,.376,271,28,.824,34,55,9,869,12,96,273,SG,22,34,78,LAC,.452
179,Blake Griffin,706,.537,1315,12,.273,44,309,24,51,565,718,.528,1359,482,.715,674,80,80,2863,192,265,1930,PF,92,224,757,LAC,.533
180,Jorge Gutierrez,22,.524,42,3,.250,12,30,25,1,19,25,.463,54,9,.750,12,15,2,244,3,37,62,PG,10,14,22,BRK,.491
181,Jordan Hamilton,77,.433,178,70,.354,198,52,23,20,162,147,.391,376,40,.784,51,60,12,1019,32,67,404,SF,44,46,194,TOT,.484
182,Justin Hamilton,6,.545,11,3,.333,9,0,23,0,3,9,.450,20,5,1.000,5,8,0,72,4,8,26,C,5,4,7,TOT,.525
183,Tyler Hansbrough,93,.479,194,0,.000,2,17,28,19,167,93,.474,196,126,.681,185,64,4,978,120,132,312,PF,28,47,287,TOR,.474
