,Player_Name,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,Games,Games_Strated,Minutes_Played,ORB,PF,PTS,Position,STL,TOV,TRB,Team,eFG%
23,Trevor Ariza,172,.478,360,185,.371,499,188,30,26,299,357,.416,859,126,.783,161,81,81,2859,67,177,1025,SF,160,113,366,HOU,.523
24,Darrell Arthur,176,.473,372,45,.385,117,96,27,48,207,221,.452,489,40,.755,53,70,16,1516,86,185,527,PF,53,66,293,DEN,.498
25,Omer Asik,104,.533,195,0,,0,26,29,23,294,104,.533,195,61,.545,112,68,64,1178,120,124,269,C,21,60,414,NOP,.533
26,D.J. Augustin,80,.440,182,68,.405,168,198,28,4,87,148,.423,350,103,.805,128,62,0,1178,8,85,467,PG,38,84,95,TOT,.520
27,Jeff Ayres,12,.545,22,0,.000,1,5,28,3,18,12,.522,23,6,1.000,6,17,0,107,4,18,30,C,0,6,22,LAC,.522
28,Luke Babbitt,78,.433,180,44,.404,109,53,26,7,123,122,.422,289,39,.780,50,47,13,845,25,90,327,SF,11,23,148,NOP,.498
29,Cameron Bairstow,12,.343,35,1,.200,5,6,25,3,24,13,.325,40,7,.875,8,18,2,103,4,19,34,C,2,4,28,CHI,.338
30,Leandro Barbosa,132,.508,260,39,.355,110,82,33,10,89,171,.462,370,52,.839,62,68,0,1079,28,107,433,SG,44,53,117,GSW,.515
31,J.J. Barea,217,.481,451,100,.385,260,302,31,2,126,317,.446,711,74,.771,96,74,16,1667,26,110,808,PG,26,113,152,DAL,.516
32,Andrea Bargnani,124,.471,263,3,.188,16,18,30,9,69,127,.455,279,47,.825,57,46,0,634,28,61,304,C,4,26,97,BRK,.461
33,Harrison Barnes,213,.508,419,82,.383,214,117,23,10,248,295,.466,633,102,.761,134,66,59,2042,77,136,774,SF,41,57,325,GSW,.531
34,Matt Barnes,145,.449,323,119,.322,370,163,35,57,336,264,.381,693,111,.804,138,76,45,2190,84,234,758,SF,78,121,420,MEM,.467
35,Will Barton,313,.476,658,112,.345,325,203,25,39,417,425,.432,983,216,.806,268,82,1,2353,59,147,1178,SG,71,139,476,DEN,.489
36,Brandon Bass,174,.552,315,0,.000,2,74,30,55,181,174,.549,317,125,.845,148,66,0,1342,104,125,473,PF,33,42,285,LAL,.549
37,Nicolas Batum,233,.492,474,139,.348,399,403,27,43,373,372,.426,873,163,.849,192,70,70,2448,55,114,1046,SF,65,205,428,CHO,.506
38,Jerryd Bayless,84,.408,206,101,.437,231,163,27,11,120,185,.423,437,70,.778,90,52,18,1505,21,111,541,SG,47,73,141,MIL,.539
39,Aron Baynes,194,.508,382,0,.000,2,51,29,52,244,194,.505,384,126,.764,165,81,1,1233,140,151,514,C,21,67,384,DET,.505
40,Kent Bazemore,211,.502,420,109,.357,305,171,26,38,351,320,.441,725,123,.815,151,75,68,2083,28,176,872,SF,98,138,379,ATL,.517
41,Bradley Beal,254,.481,528,105,.387,271,162,22,11,147,359,.449,799,135,.767,176,55,35,1708,41,117,958,SG,54,112,188,WAS,.515
42,Michael Beasley,104,.531,196,3,.333,9,16,27,9,69,107,.522,205,38,.776,49,20,0,363,29,39,255,PF,11,24,98,HOU,.529
43,Marco Belinelli,154,.456,338,91,.306,297,127,29,2,107,245,.386,635,115,.833,138,68,7,1672,10,91,696,SG,37,80,117,SAC,.457
44,Anthony Bennett,5,.385,13,3,.214,14,0,22,0,17,8,.296,27,9,.900,10,19,0,84,6,8,28,PF,5,4,23,TOR,.352
45,Patrick Beverley,134,.472,284,124,.400,310,239,27,26,177,258,.434,594,60,.682,88,71,63,2041,73,234,700,PG,94,91,250,HOU,.539
46,Bismack Biyombo,156,.544,287,0,.000,1,29,23,133,473,156,.542,288,142,.628,226,82,22,1808,182,225,454,C,19,71,655,TOR,.542
47,Nemanja Bjelica,62,.564,110,48,.384,125,83,27,21,161,110,.468,235,40,.727,55,60,0,1075,49,154,308,PF,26,47,210,MIN,.570
48,Tarik Black,57,.548,104,0,,0,16,24,18,113,57,.548,104,19,.422,45,39,0,496,44,78,133,C,14,22,157,LAL,.548
49,DeJuan Blair,28,.418,67,0,.000,1,11,26,2,37,28,.412,68,5,.385,13,29,0,218,20,53,61,C,8,15,57,WAS,.412
50,Steve Blake,41,.461,89,52,.344,151,200,35,5,80,93,.388,240,16,.800,20,58,2,986,9,70,254,PG,24,81,89,DET,.496
51,Eric Bledsoe,175,.482,363,48,.372,129,190,26,19,107,223,.453,492,138,.802,172,31,31,1059,18,75,632,PG,63,110,125,PHO,.502
52,Bojan Bogdanovic,195,.474,411,129,.382,338,99,26,5,219,324,.433,749,110,.833,132,79,39,2115,36,119,887,SF,29,115,255,BRK,.519
53,Andrew Bogut,174,.626,278,1,1.000,1,162,31,114,371,175,.627,279,24,.480,50,70,66,1451,121,221,375,C,33,83,492,GSW,.629
54,Matt Bonner,14,.609,23,15,.441,34,9,35,1,24,29,.509,57,3,.750,4,30,2,206,3,16,76,C,6,3,27,SAS,.640
55,Devin Booker,268,.464,578,99,.343,289,200,19,20,160,367,.423,867,215,.840,256,76,51,2108,27,225,1048,SG,44,160,187,PHO,.480
56,Trevor Booker,178,.513,347,12,.293,41,84,28,41,286,190,.490,388,71,.670,106,79,2,1632,166,169,463,PF,59,81,452,UTA,.505
57,Chris Bosh,277,.508,545,81,.365,222,128,31,34,342,358,.467,767,213,.795,268,53,53,1778,48,101,1010,PF,36,78,390,MIA,.520
58,Avery Bradley,309,.505,612,147,.361,407,158,25,19,172,456,.447,1019,96,.780,123,76,72,2536,48,164,1155,SG,117,109,220,BOS,.520
59,Elton Brand,31,.437,71,0,.000,1,18,36,8,54,31,.431,72,8,.889,9,17,1,225,9,32,70,C,9,11,63,PHI,.431
60,Corey Brewer,151,.460,328,61,.272,224,109,29,19,157,212,.384,552,105,.750,140,82,12,1669,42,168,590,SF,84,78,199,HOU,.439
61,Aaron Brooks,122,.430,284,66,.357,185,180,31,10,80,188,.401,469,49,.766,64,69,0,1108,21,132,491,PG,30,82,101,CHI,.471
62,Anthony Brown,19,.339,56,20,.286,70,19,23,5,61,39,.310,126,17,.850,20,29,11,599,9,34,115,SF,14,15,70,LAL,.389
63,Lorenzo Brown,7,.412,17,1,.125,8,11,25,1,7,8,.320,25,3,.750,4,8,0,61,0,4,20,PG,3,9,7,PHO,.340
64,Markel Brown,89,.443,201,38,.314,121,91,24,15,99,127,.394,322,71,.755,94,62,6,982,23,94,363,SG,38,54,122,BRK,.453
65,Kobe Bryant,265,.410,646,133,.285,467,184,37,13,206,398,.358,1113,232,.826,281,66,66,1863,41,115,1161,SF,62,129,247,LAL,.417
66,Chase Budinger,80,.523,153,24,.279,86,64,27,10,107,104,.435,239,39,.696,56,66,2,929,43,62,271,SF,32,44,150,TOT,.485
67,Reggie Bullock,21,.467,45,22,.415,53,27,24,2,54,43,.439,98,14,.933,15,37,0,429,14,29,122,SF,10,8,68,DET,.551
68,Trey Burke,174,.460,378,88,.344,256,148,23,6,94,262,.413,634,67,.817,82,64,0,1366,18,86,679,PG,35,80,112,UTA,.483
69,Alec Burks,105,.412,255,32,.405,79,63,24,4,93,137,.410,334,106,.752,141,31,3,797,16,71,412,SG,18,51,109,UTA,.458
70,Caron Butler,22,.537,41,3,.167,18,10,35,1,17,25,.424,59,10,.833,12,17,1,176,5,19,63,SF,9,3,22,SAC,.449
71,Jimmy Butler,406,.489,830,64,.312,205,321,26,43,279,470,.454,1035,395,.832,475,67,67,2474,79,124,1399,SG,110,132,358,CHI,.485
72,Rasual Butler,34,.618,55,15,.306,49,24,36,23,53,49,.471,104,11,.688,16,46,0,432,3,11,124,SF,13,8,56,SAS,.543
73,Bruno Caboclo,0,.000,5,1,.143,7,1,20,1,1,1,.083,12,0,,0,6,1,43,1,2,3,SF,2,4,2,TOR,.125
74,Jose Calderon,125,.496,252,84,.414,203,298,34,7,207,209,.459,455,42,.875,48,72,72,2024,22,135,544,PG,63,87,229,NYK,.552
75,Kentavious Caldwell-Pope,289,.489,591,114,.309,369,138,22,17,212,403,.420,960,185,.811,228,76,76,2789,70,167,1105,SG,110,105,282,DET,.479
76,Isaiah Canaan,84,.354,237,176,.363,485,137,24,12,154,260,.360,722,150,.833,180,77,39,1966,20,133,846,SG,56,91,174,PHI,.482
77,Clint Capela,231,.583,396,0,.000,1,47,21,92,300,231,.582,397,80,.379,211,77,35,1471,194,190,542,C,59,60,494,HOU,.582
78,DeMarre Carroll,59,.388,152,46,.390,118,27,29,6,91,105,.389,270,30,.600,50,26,22,786,31,63,286,SF,44,28,122,TOR,.474
79,Vince Carter,74,.425,174,59,.349,169,56,39,16,115,133,.388,343,70,.833,84,60,3,1005,31,101,395,SG,38,35,146,MEM,.474
80,Michael Carter-Williams,236,.472,500,15,.273,55,281,24,41,228,251,.452,555,106,.654,162,54,37,1649,48,162,623,PG,80,153,276,MIL,.466
81,Omri Casspi,187,.537,348,112,.409,274,95,27,17,352,299,.481,622,103,.648,159,69,21,1880,58,154,813,SF,56,94,410,SAC,.571
82,Willie Cauley-Stein,191,.567,337,0,.000,2,37,22,66,218,191,.563,339,81,.648,125,66,39,1412,134,146,463,C,48,46,352,SAC,.563
83,Mario Chalmers,136,.461,295,46,.309,149,230,29,13,133,182,.410,444,218,.832,262,61,7,1373,24,181,628,PG,88,110,157,TOT,.462
84,Tyson Chandler,183,.585,313,0,.000,1,64,33,44,401,183,.583,314,106,.620,171,66,60,1618,175,145,472,C,36,93,576,PHO,.583
85,Rakeem Christmas,2,1.000,2,0,,0,0,24,0,0,2,1.000,2,0,,0,1,0,6,1,1,4,PF,0,0,1,IND,1.000
86,Ian Clark,59,.500,118,30,.357,84,64,24,13,55,89,.441,202,28,.824,34,66,1,578,13,58,236,SG,17,43,68,GSW,.515
87,Coty Clarke,0,.000,2,2,1.000,2,0,23,0,1,2,.500,4,0,,0,3,0,6,0,0,6,SF,0,1,1,BOS,.750
88,Jordan Clarkson,364,.468,778,111,.347,320,192,23,7,220,475,.433,1098,164,.804,204,79,79,2552,93,168,1225,SG,88,135,313,LAL,.483
89,Norris Cole,163,.427,382,33,.324,102,167,27,5,141,196,.405,484,52,.800,65,45,23,1198,10,102,477,PG,37,75,151,NOP,.439
90,Darren Collison,290,.519,559,87,.401,217,318,28,4,141,377,.486,776,194,.858,226,74,15,2219,28,142,1035,PG,76,130,169,SAC,.542
91,Nick Collison,50,.467,107,0,.000,2,52,35,16,103,50,.459,109,23,.697,33,59,4,699,68,107,123,PF,15,50,171,OKC,.459
92,Mike Conley,216,.449,481,78,.363,215,342,28,16,138,294,.422,696,191,.834,229,56,56,1761,26,100,857,PG,67,84,164,MEM,.478
93,Pat Connaughton,8,.286,28,5,.238,21,10,23,0,21,13,.265,49,5,1.000,5,34,0,143,11,6,36,SG,2,10,32,POR,.316
94,Chris Copeland,7,.467,15,10,.278,36,11,31,0,9,17,.333,51,6,.857,7,24,1,156,1,17,50,PF,2,6,10,MIL,.431
95,Bryce Cotton,4,.571,7,0,.000,3,3,23,0,0,4,.400,10,0,,0,8,0,39,0,2,8,PG,3,5,0,TOT,.400
96,DeMarcus Cousins,531,.473,1122,70,.333,210,214,25,92,589,601,.451,1332,476,.718,663,65,65,2246,158,236,1748,C,101,249,747,SAC,.477
97,Robert Covington,104,.452,230,170,.353,482,97,25,40,354,274,.385,712,140,.791,177,67,49,1903,65,232,858,SF,105,143,419,PHI,.504
98,Allen Crabbe,199,.506,393,112,.393,285,99,23,16,189,311,.459,678,98,.867,113,81,8,2105,27,192,832,SG,63,64,216,POR,.541
99,Jamal Crawford,262,.440,595,117,.340,344,183,35,12,125,379,.404,939,245,.904,271,79,5,2126,20,122,1120,SG,52,113,145,LAC,.466
100,Jae Crowder,238,.529,450,122,.336,363,135,25,35,303,360,.443,813,196,.820,239,73,73,2308,70,198,1038,SF,126,83,373,BOS,.518
101,Dante Cunningham,131,.550,238,55,.316,174,77,28,33,179,186,.451,412,57,.695,82,80,46,1971,57,173,484,SF,42,41,236,NOP,.518
102,Jared Cunningham,24,.364,66,12,.308,39,20,24,2,35,36,.343,105,36,.655,55,44,3,410,3,41,120,SG,14,21,38,TOT,.400
103,Seth Curry,52,.460,113,50,.450,111,67,25,3,51,102,.455,224,45,.833,54,44,9,692,9,41,299,PG,22,36,60,SAC,.567
104,Stephen Curry,403,.566,712,402,.454,886,527,27,15,362,805,.504,1598,363,.908,400,79,79,2700,68,161,2375,PG,169,262,430,GSW,.630
105,Troy Daniels,30,.462,65,59,.484,122,21,24,3,50,89,.476,187,5,.556,9,43,0,476,7,40,242,SG,11,24,57,CHO,.634
106,Anthony Davis,525,.511,1028,35,.324,108,116,22,125,497,560,.493,1136,326,.758,430,61,61,2164,130,148,1481,C,78,121,627,NOP,.508
107,Ed Davis,206,.611,337,0,,0,88,26,72,375,206,.611,337,114,.559,204,81,0,1684,224,202,526,PF,57,64,599,POR,.611
108,Branden Dawson,2,.400,5,0,,0,0,22,1,2,2,.400,5,1,1.000,1,6,0,29,2,2,5,PF,0,0,4,LAC,.400
109,Dewayne Dedmon,99,.559,177,0,,0,13,26,46,161,99,.559,177,57,.750,76,58,20,705,67,109,255,C,22,32,228,ORL,.559
110,Bryce Dejean-Jones,16,.432,37,12,.375,32,15,23,2,40,28,.406,69,11,.524,21,14,11,279,8,17,79,SG,10,11,48,NOP,.493
111,Sam Dekker,0,,0,0,,0,0,21,0,1,0,,0,0,,0,3,0,6,0,0,0,SF,1,0,1,HOU,
112,Matthew Dellavedova,109,.401,272,98,.410,239,337,25,9,129,207,.405,511,57,.864,66,76,14,1867,33,178,569,PG,44,116,162,CLE,.501
113,Luol Deng,251,.513,489,88,.344,256,140,30,29,335,339,.455,745,145,.755,192,74,73,2394,108,122,911,PF,74,81,443,MIA,.514
114,DeMar DeRozan,567,.458,1238,47,.338,139,315,26,21,285,614,.446,1377,555,.850,653,78,78,2804,64,167,1830,SG,81,175,349,TOR,.463
115,Boris Diaw,177,.564,314,25,.362,69,176,33,21,175,202,.527,383,56,.737,76,76,4,1386,58,102,485,PF,26,97,233,SAS,.560
116,Gorgui Dieng,302,.540,559,6,.300,20,143,26,96,428,308,.532,579,205,.827,248,82,39,2220,157,219,827,C,94,140,585,MIN,.537
117,Spencer Dinwiddie,18,.409,44,1,.100,10,22,22,0,13,19,.352,54,19,.576,33,12,0,159,4,20,58,PG,3,7,17,DET,.361
118,Toney Douglas,102,.421,242,81,.399,203,157,29,5,118,183,.411,445,84,.848,99,61,18,1262,25,131,531,PG,70,64,143,NOP,.502
119,Goran Dragic,353,.527,670,64,.312,205,419,29,17,223,417,.477,875,120,.727,165,72,72,2363,54,188,1018,PG,71,185,277,MIA,.513
120,Andre Drummond,550,.522,1054,2,.333,6,67,22,112,803,552,.521,1060,208,.355,586,81,81,2666,395,245,1314,C,119,155,1198,DET,.522
121,Jared Dudley,133,.534,249,100,.420,238,170,30,18,232,233,.478,487,72,.735,98,81,41,2098,54,190,638,PF,75,80,286,WAS,.581
122,Duje Dukan,0,.000,5,2,.400,5,1,24,0,2,2,.200,10,0,,0,1,0,24,2,2,6,SF,1,0,4,SAC,.300
123,Tim Duncan,215,.490,439,0,.000,2,163,39,78,332,215,.488,441,92,.702,131,61,60,1536,115,125,522,C,47,90,447,SAS,.488
124,Mike Dunleavy,38,.427,89,39,.394,99,39,35,10,75,77,.410,188,29,.784,37,31,30,703,8,66,222,SF,14,26,83,CHI,.513
125,Kevin Durant,512,.569,900,186,.387,481,361,27,85,544,698,.505,1381,447,.898,498,72,72,2578,45,137,2029,SF,69,250,589,OKC,.573
126,Cleanthony Early,8,.320,25,4,.267,15,6,24,3,22,12,.300,40,3,.750,4,17,2,154,4,16,31,SF,2,9,26,NYK,.350
127,Jarell Eddie,5,.278,18,15,.319,47,5,24,1,21,20,.308,65,8,1.000,8,26,0,147,2,5,63,SF,5,1,23,WAS,.423
128,Wayne Ellington,122,.416,293,96,.358,268,83,28,5,154,218,.389,561,54,.857,63,76,41,1615,20,82,586,SG,48,45,174,BRK,.474
129,Monta Ellis,349,.472,739,87,.309,282,383,30,37,229,436,.427,1021,162,.786,206,81,81,2734,42,174,1121,SG,150,203,271,IND,.470
130,James Ennis,28,.509,55,26,.448,58,21,25,5,21,54,.478,113,25,.735,34,22,5,329,21,28,159,SF,16,19,42,TOT,.593
131,Tyler Ennis,71,.480,148,13,.333,39,95,21,1,62,84,.449,187,25,.735,34,46,7,654,13,64,206,PG,25,46,75,MIL,.484
132,Jeremy Evans,22,.688,32,4,.250,16,2,28,9,43,26,.542,48,15,.714,21,30,2,251,11,19,71,SF,6,7,54,DAL,.583
133,Tyreke Evans,103,.450,229,33,.388,85,164,26,8,109,136,.433,314,74,.796,93,25,25,765,20,66,379,SG,32,73,129,NOP,.486
134,Festus Ezeli,125,.548,228,0,,0,32,26,50,166,125,.548,228,70,.530,132,46,13,770,91,94,320,C,18,38,257,GSW,.548
135,Kenneth Faried,348,.558,624,1,.500,2,79,26,60,346,349,.558,626,136,.613,222,67,64,1694,235,169,835,PF,32,91,581,DEN,.558
136,Jordan Farmar,26,.473,55,16,.356,45,37,29,2,21,42,.420,100,10,1.000,10,12,10,291,4,22,110,PG,15,18,25,MEM,.500
137,Derrick Favors,418,.518,807,0,.000,4,94,24,91,334,418,.515,811,180,.709,254,62,59,1983,169,150,1016,PF,74,104,503,UTA,.515
138,Cristiano Felicio,40,.588,68,0,.000,4,26,23,13,72,40,.556,72,25,.714,35,31,4,321,30,31,105,C,6,13,102,CHI,.556
139,Raymond Felton,217,.463,469,60,.282,213,284,31,15,222,277,.406,682,149,.847,176,80,31,2192,36,141,763,PG,68,121,258,DAL,.450
140,Evan Fournier,273,.506,539,156,.400,390,213,23,2,192,429,.462,929,199,.836,238,79,71,2566,33,214,1213,SF,96,133,225,ORL,.546
141,Randy Foye,94,.405,232,75,.300,250,161,32,29,132,169,.351,482,61,.824,74,81,8,1642,24,131,474,SG,39,86,156,TOT,.428
142,Tim Frazier,80,.442,181,16,.333,48,162,25,2,84,96,.419,229,53,.716,74,51,2,741,26,73,261,PG,33,65,110,TOT,.454
143,Jimmer Fredette,1,.333,3,1,.500,2,1,26,0,0,2,.400,5,4,.800,5,6,0,18,0,2,9,SG,1,2,0,TOT,.500
144,Channing Frye,61,.545,112,91,.387,235,71,32,28,199,152,.438,347,30,.857,35,70,32,1200,35,127,425,PF-C,29,43,234,TOT,.569
145,Danilo Gallinari,200,.434,461,87,.364,239,135,27,19,229,287,.410,700,375,.868,432,53,53,1839,52,87,1036,SF,42,77,281,DEN,.472
146,Langston Galloway,154,.423,364,77,.344,224,207,24,22,245,231,.393,588,86,.754,114,82,7,2033,43,177,625,PG,77,61,288,NYK,.458
147,Kevin Garnett,54,.474,114,0,.000,1,62,39,10,135,54,.470,115,14,.667,21,38,38,556,15,70,122,PF,28,16,150,MIN,.470
148,Marc Gasol,326,.463,704,2,.667,3,196,31,70,304,328,.464,707,203,.829,245,52,52,1791,58,141,861,C,50,118,362,MEM,.465
149,Pau Gasol,443,.478,926,24,.348,69,294,35,146,638,467,.469,995,229,.792,289,72,72,2291,155,148,1187,C,42,164,793,CHI,.481
150,Rudy Gay,392,.495,792,74,.344,215,120,29,51,353,466,.463,1007,198,.780,254,70,70,2379,103,184,1204,SF,100,139,456,SAC,.500
151,Alonzo Gee,115,.590,195,17,.283,60,72,28,13,185,132,.518,255,44,.667,66,73,38,1632,60,169,325,SF,63,55,245,NOP,.551
152,Paul George,395,.447,883,210,.371,566,329,25,29,484,605,.418,1449,454,.860,528,81,81,2819,79,230,1874,SF,152,265,563,IND,.490
153,Taj Gibson,263,.529,497,0,.000,3,106,30,77,298,263,.526,500,101,.692,146,73,55,1936,206,180,627,PF,47,78,504,CHI,.526
154,Manu Ginobili,127,.496,256,70,.391,179,177,38,11,120,197,.453,435,91,.813,112,58,0,1134,26,99,555,SG,66,99,146,SAS,.533
155,Rudy Gobert,198,.559,354,0,,0,91,23,135,460,198,.559,354,161,.569,283,61,60,1932,208,163,557,C,45,114,668,UTA,.559
156,Drew Gooden,26,.419,62,7,.171,41,13,34,11,57,33,.320,103,9,.643,14,30,0,305,28,40,82,PF,8,13,85,WAS,.354
157,Archie Goodwin,153,.474,323,23,.232,99,118,21,13,115,176,.417,422,130,.674,193,57,13,1114,27,84,505,PG,27,100,142,PHO,.444
158,Aaron Gordon,232,.531,437,42,.296,142,128,20,55,353,274,.473,579,129,.668,193,78,37,1863,154,153,719,PF,59,66,507,ORL,.509
159,Eric Gordon,118,.457,258,113,.384,294,121,27,14,89,231,.418,552,111,.888,125,45,44,1481,10,98,686,SG,43,73,99,NOP,.521
160,Marcin Gortat,433,.567,763,0,.000,1,106,31,96,519,433,.567,764,146,.705,207,75,74,2256,222,193,1012,C,47,121,741,WAS,.567
161,Andrew Goudelock,8,.727,11,1,.111,9,4,27,2,1,9,.450,20,3,.750,4,8,0,50,1,4,22,PG,6,7,2,HOU,.475
162,Jerami Grant,216,.477,453,35,.240,146,135,21,127,262,251,.419,599,212,.658,322,77,52,2066,99,215,749,SF,54,110,361,PHI,.448
163,Jerian Grant,132,.454,291,22,.220,100,177,23,10,120,154,.394,391,96,.780,123,76,6,1265,23,97,426,PG,50,87,143,NYK,.422
164,Danny Green,95,.448,212,116,.332,349,141,28,64,255,211,.376,561,34,.739,46,79,79,2062,48,141,572,SG,79,75,303,SAS,.480
165,Draymond Green,301,.537,561,100,.388,258,598,25,113,635,401,.490,819,229,.696,329,81,81,2808,134,240,1131,PF,119,259,769,GSW,.551
166,Erick Green,4,.500,8,1,.200,5,3,24,0,3,5,.385,13,2,1.000,2,9,0,42,3,4,13,PG,1,0,6,TOT,.423
167,Gerald Green,146,.446,327,84,.323,260,56,30,19,138,230,.392,587,72,.783,92,69,14,1557,25,123,616,SG,38,46,163,MIA,.463
168,JaMychal Green,215,.478,450,15,.333,45,67,25,33,234,230,.465,495,103,.752,137,78,15,1446,139,189,578,PF,46,83,373,MEM,.480
169,Jeff Green,287,.470,611,67,.315,213,138,29,40,258,354,.430,824,164,.745,220,80,41,2253,74,164,939,SF,58,93,332,TOT,.470
170,Blake Griffin,295,.504,585,6,.333,18,170,26,17,243,301,.499,603,141,.727,194,35,35,1170,51,95,749,PF,28,83,294,LAC,.504
171,Jorge Gutierrez,6,.667,9,0,.000,2,17,27,0,7,6,.545,11,10,.909,11,12,0,63,0,3,22,PG,3,6,7,CHO,.545
172,P.J. Hairston,75,.449,167,70,.290,241,38,23,11,149,145,.355,408,50,.781,64,66,52,1313,25,137,410,SF,32,41,174,TOT,.441
173,Jordan Hamilton,36,.507,71,13,.289,45,25,25,3,50,49,.422,116,14,.667,21,11,4,304,12,24,125,SF,8,17,62,NOP,.478
174,Tyler Hansbrough,30,.441,68,2,.667,3,8,30,7,49,32,.451,71,38,.585,65,44,0,343,40,55,104,PF,12,12,89,CHO,.465
175,Tim Hardaway,66,.537,123,48,.338,142,51,23,7,79,114,.430,265,50,.893,56,51,1,864,7,48,326,SG,21,23,86,ATL,.521
176,James Harden,474,.494,960,236,.359,657,612,26,51,438,710,.439,1617,720,.860,837,82,82,3125,63,229,2376,SG,139,374,501,HOU,.512
177,Maurice Harkless,156,.576,271,39,.279,140,67,22,35,179,195,.474,411,69,.622,111,78,14,1457,101,124,498,SF,49,62,280,POR,.522
178,Justin Harper,0,.000,1,4,.444,9,0,26,0,1,4,.400,10,1,.500,2,5,0,35,0,3,13,PF,1,2,1,DET,.600
179,Montrezl Harrell,58,.652,89,0,.000,1,17,22,11,40,58,.644,90,24,.522,46,39,1,379,25,48,140,PF,11,17,65,HOU,.644
180,Devin Harris,115,.532,216,52,.329,158,118,32,13,120,167,.447,374,101,.721,140,64,0,1280,18,124,487,PG,60,66,138,DAL,.516
181,Gary Harris,254,.543,468,105,.354,297,147,21,18,166,359,.469,765,109,.820,133,76,76,2439,54,143,932,SG,97,98,220,DEN,.538
182,Joe Harris,0,,0,1,.250,4,2,24,0,3,1,.250,4,0,,0,5,0,15,0,1,3,SG,0,1,3,CLE,.375
